Swedish_Lemma,English_Lemma,Chinese_Lemma,POS
noga,carefully,仔细地,ADV
knapp,button,纽扣,NOUN
normalt,normally,通常,ADV
nyheter,news,新闻,NOUN
nyligen,recently,最近,ADV
nyss,just now,刚刚,ADV
någonstans,somewhere,某处,ADV
kollega,colleague,同事,NOUN
olycka,accident,事故,NOUN
konst,art,艺术,NOUN
ombord,on board,在船上,ADV
konstnär,artist,艺术家,NOUN
omkring,around,周围,ADV
konto,account,账户,NOUN
område,area,区域,NOUN
ond,evil,邪恶的,ADJ
ordentligt,properly,适当地,ADV
ordning,order,秩序,NOUN
kostym,suit,西装,NOUN
orka,have strength,有力气,VERB
kram,hug,拥抱,NOUN
pappa,dad,爸爸,NOUN
krona,crown,王冠,NOUN
passa,fit,适合,VERB
kund,customer,顾客,NOUN
pistol,gun,手枪,NOUN
kunskap,knowledge,知识,NOUN
plan,plane,飞机,NOUN
plötsligt,suddenly,突然,ADV
poäng,point,分数,NOUN
källare,basement,地下室,NOUN
pris,price,价格,NOUN
privat,private,私人的,ADJ
körkort,driver's license,驾照,NOUN
procent,percent,百分比,NOUN
labb,lab,实验室,NOUN
rakt,straight,直地,ADV
regel,rule,规则,NOUN
rent,cleanly,干净地,ADV
däremot,however,然而,ADV
resa,journey,旅程,NOUN
leende,smile,微笑,NOUN
respekt,respect,尊重,NOUN
lek,play,游戏,NOUN
rädsla,fear,恐惧,NOUN
likadana,identical,相同的,ADJ
likadant,identical,相同的,ADJ
rätta,correct,纠正,VERB
rätt,right,权利,NOUN
röra,move,移动,VERB
röst,voice,声音,NOUN
sakna,miss,想念,VERB
saknas,be missing,缺少,VERB
längta,long,渴望,VERB
sakta,slowly,慢慢地,ADV
samla,gather,聚集,VERB
samman,together,一起,ADV
lån,loan,贷款,NOUN
sanning,truth,真相,NOUN
semester,vacation,假期,NOUN
senast,latest,最迟,ADV
låsa,lock,锁上,VERB
skadad,injured,受伤的,ADJ
lösning,solution,解决方案,NOUN
skaffa,get,获得,VERB
skapa,create,创造,VERB
skepp,ship,船,NOUN
mask,worm,虫,NOUN
skillnad,difference,差异,NOUN
skydd,protection,保护,NOUN
skämt,joke,玩笑,NOUN
medlem,member,成员,NOUN
skål,bowl,碗,NOUN
skön,nice,舒适的,ADJ
mera,more,更多,ADV
sköta,manage,管理,VERB
slappna,relax,放松,VERB
midnatt,midnight,午夜,NOUN
släppa,release,释放,VERB
miljard,billion,十亿,NUM
snacka,talk,聊天,VERB
val,choice,选择,NOUN
missa,miss,错过,VERB
snygg,good-looking,漂亮的,ADJ
mitt,middle,中间,NOUN
soldat,soldier,士兵,NOUN
modell,model,模型,NOUN
sort,kind,种类,NOUN
spark,kick,踢,NOUN
modig,brave,勇敢,ADJ
speciell,special,特别的,ADJ
spel,game,游戏,NOUN
spännande,exciting,令人兴奋的,ADJ
ersätta,replace,替换,VERB
spår,track,痕迹,NOUN
sticka,stick,刺,VERB
stackars,poor,可怜的,ADJ
stjäla,steal,偷,VERB
målning,painting,绘画,NOUN
starta,start,开始,VERB
steg,step,步,NOUN
stilla,quiet,安静,ADJ
stolt,proud,骄傲,ADJ
stopp,stop,停止,NOUN
stycke,piece,块,NOUN
nivå,level,水平,NOUN
synas,be visible,可见,VERB
säkerhet,security,安全,NOUN
särskilt,especially,特别,ADV
fabrik,factory,工厂,NOUN
sådär,like that,像那样,ADV
sönder,broken,破碎的,ADV
nyfiken,curious,好奇的,ADJ
sötnos,sweetheart,亲爱的,NOUN
nä,nah,不,INTJ
tal,number,数字,NOUN
närmaste,nearest,最近的,ADJ
tanke,thought,想法,NOUN
tecken,sign,标志,NOUN
testa,test,测试,VERB
tidigt,early,早,ADV
titt,look,看,NOUN
tjena,hi,你好,INTJ
tjäna,earn,赚,VERB
oro,worry,担忧,NOUN
tokig,crazy,疯狂的,ADJ
osäker,uncertain,不确定的,ADJ
tredje,third,第三,ADJ
otrolig,incredible,难以置信的,ADJ
trevlig,nice,友好的,ADJ
troligen,probably,可能,ADV
angående,regarding,关于,ADP
trots,despite,尽管,ADP
tryck,pressure,压力,NOUN
tråkigt,boring,无聊的,ADJ
tuff,tough,艰难的,ADJ
pass,passport,护照,NOUN
tusentals,thousands,数千,NUM
paus,pause,暂停,NOUN
tydligen,apparently,显然,ADV
personlig,personal,个人的,ADJ
underbar,wonderful,极好的,ADJ
underbart,wonderful,极好地,ADV
plocka,pick,采摘,VERB
unge,kid,孩子,NOUN
ungefär,approximately,大约,ADV
upptagen,busy,忙碌的,ADJ
politik,politics,政治,NOUN
utmärkt,excellent,出色的,ADJ
post,mail,邮件,NOUN
utom,except,除了,ADP
prat,talk,谈话,NOUN
vaken,awake,醒着的,ADJ
van,accustomed,习惯的,ADJ
vanlig,common,常见的,ADJ
projekt,project,项目,NOUN
varenda,every,每一个,DET
präst,priest,牧师,NOUN
vems,whose,谁的,PRON
punkt,point,点,NOUN
puss,kiss,吻,NOUN
vis,wise,明智的,ADJ
pyjamas,pajamas,睡衣,NOUN
välkomna,welcome,欢迎,VERB
vända,turn,转动,VERB
rad,row,行,NOUN
vänster,left,左,NOUN
raka,shave,刮胡子,VERB
värd,host,主人,NOUN
värst,worst,最坏,ADJ
värd,worth,值得,ADJ
resultat,result,结果,NOUN
väska,bag,包,NOUN
äkta,genuine,真正的,ADJ
älska,love,爱,VERB
rulla,roll,滚动,VERB
ändra,change,改变,VERB
äntligen,finally,终于,ADV
ärlig,honest,诚实的,ADJ
räcka,reach,够用,VERB
ärligt,honestly,诚实地,ADV
öppen,open,开放地,ADJ
överens,agree,一致,ADJ
rösta,vote,投票,VERB
överraskning,surprise,惊喜,NOUN
diskutera,discuss,讨论,VERB
scen,scene,场景,NOUN
översättning,translation,翻译,NOUN
acceptera,accept,接受,VERB
afton,evening,傍晚,NOUN
shoppa,shop,购物,VERB
alkohol,alcohol,酒精,NOUN
siffra,number,数字,NOUN
allra,most,最,ADV
alltför,too,太,ADV
sjukt,sick,生病的,ADJ
alternativ,alternative,替代的,ADJ
skaka,shake,摇晃,VERB
ambulans,ambulance,救护车,NOUN
amerikansk,American,美国的,ADJ
annanstans,elsewhere,在别处,ADV
antal,number,数量,NOUN
arbetare,worker,工人,NOUN
skämta,joke,开玩笑,VERB
armband,bracelet,手镯,NOUN
artikel,article,文章,NOUN
assistent,assistant,助手,NOUN
släkt,related,有关系的,ADJ
slänga,throw,扔,VERB
automatisk,automatic,自动的,ADJ
avslappnad,relaxed,放松的,ADJ
bebis,baby,婴儿,NOUN
backe,slope,斜坡,NOUN
snygga,good-looking,好看的,ADJ
badkar,bathtub,浴缸,NOUN
bagage,luggage,行李,NOUN
alternativ,alternative,替代方案,NOUN
bak,backside,臀部,NOUN
bakgrund,background,背景,NOUN
speciella,special,特别的,ADJ
balans,balance,平衡,NOUN
spelare,player,玩家,NOUN
boll,ball,球,NOUN
bana,track,轨道,NOUN
spöke,ghost,鬼魂,NOUN
barndom,childhood,童年,NOUN
barnslig,childish,幼稚的,ADJ
bas,base,基础,NOUN
stuga,cottage,小屋,NOUN
basket,basketball,篮球,NOUN
stängd,closed,关闭的,ADJ
batteri,battery,电池,NOUN
störa,disturb,打扰,VERB
behövas,be needed,被需要,VERB
bekväm,comfortable,舒适的,ADJ
artig,polite,有礼貌的,ADJ
bekymrad,worried,担心的,ADJ
berömd,famous,著名的,ADJ
affärsman,businessman,商人,NOUN
aktiv,active,积极的,ADJ
aktivitet,activity,活动,NOUN
akuten,emergency room,急诊室,NOUN
tappa,lose,丢失,VERB
alfabet,alphabet,字母表,NOUN
team,team,团队,NOUN
tips,tip,提示,NOUN
tjuv,thief,小偷,NOUN
toa,toilet,厕所,NOUN
torka,dry,擦干,VERB
ananas,pineapple,菠萝,NOUN
totalt,totally,完全,ADV
anka,duck,鸭子,NOUN
fördröjning,delay,延误,NOUN
uppmaning,urging,呼吁,NOUN
sparande,saving,储蓄,NOUN
huvudrätt,main course,主菜,NOUN
slutprov,final exam,期末考试,NOUN
trapphus,stairwell,楼梯间,NOUN
fackförbund,trade union,工会,NOUN
barnbidrag,child benefit,儿童补贴,NOUN
busslinje,bus route,公交线路,NOUN
föräldramöte,parent teacher meeting,家长会,NOUN
nyckelord,keyword,关键词,NOUN
postlåda,letterbox,邮筒,NOUN
trafikpropp,traffic jam,交通堵塞,NOUN
arbetspass,work shift,工作班次,NOUN
tandtråd,dental floss,牙线,NOUN
låneansökan,loan application,贷款申请,NOUN
sjukpenning,sick pay,病假工资,NOUN
halvsyster,half sister,同父异母姐妹,NOUN
behärska,master,掌握,VERB
framhålla,emphasize,强调,VERB
befara,fear,担心,VERB
utlåna,lend out,借出,VERB
strejka,strike,罢工,VERB
specifiera,specify,明确说明,VERB
inbegripa,include,包括,VERB
befintlig,existing,现有的,ADJ
påtaglig,noticeable,明显的,ADJ
trist,dull,无聊的,ADJ
trycka,press,按,VERB
anlända,arrive,到达,VERB
ankomst,arrival,到达,NOUN
träning,training,训练,NOUN
apparat,device,设备,NOUN
tvätt,laundry,洗涤,NOUN
arbetslös,unemployed,失业的,ADJ
arbetsplats,workplace,工作场所,NOUN
tända,light,点燃,VERB
tävling,competition,比赛,NOUN
armbåge,elbow,肘,NOUN
undra,wonder,想知道,VERB
asiatisk,Asian,亚洲的,ADJ
balkong,balcony,阳台,NOUN
band,band,带子,NOUN
varning,warning,警告,NOUN
bankkort,bank card,银行卡,NOUN
verklig,real,真实的,ADJ
bankomat,ATM,自动取款机,NOUN
verkligt,really,真正地,ADV
bar,bar,酒吧,NOUN
vikt,weight,重量,NOUN
vild,wild,野生的,ADJ
barnbarn,grandchild,孙辈,NOUN
vinnare,winner,获胜者,NOUN
barnvagn,stroller,婴儿车,NOUN
bastu,sauna,桑拿,NOUN
vuxen,adult,成人,NOUN
vänlig,friendly,友好的,ADJ
vänster,left,左,ADJ
våga,dare,敢于,VERB
blunda,close eyes,闭眼,VERB
leda,lead,带领,VERB
blyg,shy,害羞的,ADJ
öka,increase,增加,VERB
boende,residence,住所,NOUN
önska,wish,希望,VERB
bön,prayer,祈祷,NOUN
bör,ought,应该,AUX
amerikan,American,美国人,NOUN
camping,camping,露营,NOUN
cancer,cancer,癌症,NOUN
central,central,中心的,ADJ
chaufför,driver,司机,NOUN
checka,check,检查,VERB
chili,chili,辣椒,NOUN
chips,chips,薯片,NOUN
chock,shock,震惊,NOUN
cigarett,cigarette,香烟,NOUN
gemensam,common,共同的,ADJ
cirkel,circle,圆圈,NOUN
cirkus,circus,马戏团,NOUN
cola,cola,可乐,NOUN
cool,cool,酷的,ADJ
cykelhjälm,bike helmet,自行车头盔,NOUN
upptäcka,discover,发现,VERB
dans,dance,舞蹈,NOUN
dansare,dancer,舞者,NOUN
data,data,数据,NOUN
datorprogram,computer program,电脑程序,NOUN
datum,date,日期,NOUN
december,December,十二月,NOUN
den,the,那个,DET
deras,their,他们的,DET
detalj,detail,细节,NOUN
det,the,那,DET
effekt,effect,效果,NOUN
effektiv,effective,有效的,ADJ
egen,own,自己的,DET
ekonomi,economy,经济,NOUN
ekonomisk,economic,经济的,ADJ
ekologisk,ecological,生态的,ADJ
elda,light a fire,生火,VERB
elektricitet,electricity,电,NOUN
elektrisk,electric,电的,ADJ
elak,mean,刻薄的,ADJ
gymnasium,high school,高中,NOUN
elfte,eleventh,第十一,NUM
enda,only,唯一的,DET
engelsk,English,英国的,ADJ
England,England,英格兰,PROPN
enorm,enormous,巨大的,ADJ
enormt,enormously,巨大地,ADV
allvar,seriousness,严重性,NOUN
erbjuda,offer,提供,VERB
erbjudande,offer,提议,NOUN
ert,your,你的,DET
espresso,espresso,浓缩咖啡,NOUN
europeisk,European,欧洲的,ADJ
Europa,Europe,欧洲,PROPN
lukta,smell,闻,VERB
exempelvis,for example,例如,ADV
beklaga,regret,遗憾,VERB
expert,expert,专家,NOUN
bevis,proof,证据,NOUN
extra,extra,额外的,ADJ
extremt,extremely,极端地,ADV
fantasi,fantasy,想象,NOUN
fast,firm,固定的,ADJ
fastna,get stuck,卡住,VERB
yrke,profession,职业,NOUN
fält,field,田野,NOUN
kultur,culture,文化,NOUN
gamla,old,旧的,ADJ
gangster,gangster,黑帮分子,NOUN
garage,garage,车库,NOUN
garderob,wardrobe,衣柜,NOUN
gas,gas,气体,NOUN
gift,poison,毒药,NOUN
glädje,joy,快乐,NOUN
tro,belief,信仰,NOUN
glasögon,glasses,眼镜,NOUN
risk,risk,风险,NOUN
bubbla,bubble,气泡,NOUN
centrum,centre,中心,NOUN
fall,case,情况,NOUN
media,media,媒体,NOUN
fara,danger,危险,NOUN
ingenjör,engineer,工程师,NOUN
kris,crisis,危机,NOUN
lagom,just right,恰到好处,ADV
litteratur,literature,文学,NOUN
lyckligtvis,fortunately,幸运地,ADV
miljö,environment,环境,NOUN
naturlig,natural,自然的,ADJ
nämligen,namely,即,ADV
praktisk,practical,实际的,ADJ
recept,recipe,食谱,NOUN
regissör,director,导演,NOUN
reklam,advertising,广告,NOUN
räkning,bill,账单,NOUN
schema,schedule,时间表,NOUN
succé,success,成功,NOUN
verklighet,reality,现实,NOUN
återigen,again,再次,ADV
överraska,surprise,使惊讶,VERB
avstängd,closed,关闭的,ADJ
erkänna,acknowledge,承认,VERB
förhållande,relationship,关系,NOUN
gåva,gift,礼物,NOUN
hantera,handle,处理,VERB
hindra,hinder,阻碍,VERB
ifred,in peace,不受打扰地,ADV
ihjäl,to death,致死,ADV
bekant,acquaintance,熟人,NOUN
inblandad,involved,卷入的,ADJ
karriär,career,职业,NOUN
knappast,hardly,几乎不,ADV
låtsas,pretend,假装,VERB
matt,exhausted,疲惫的,ADJ
misstänkt,suspicious,可疑的,ADJ
mördare,murderer,凶手,NOUN
nöje,pleasure,乐趣,NOUN
blick,glance,目光,NOUN
oavsett,regardless,不管,ADV
offer,victim,受害者,NOUN
omedelbart,immediately,立即,ADV
orsak,cause,原因,NOUN
oskyldig,innocent,无辜的,ADJ
pågå,be ongoing,进行中,VERB
raring,darling,亲爱的,NOUN
regering,government,政府,NOUN
själ,soul,灵魂,NOUN
fälla,trap,困住,VERB
självmord,suicide,自杀,NOUN
dejting,dating,约会,NOUN
slippa,avoid,避免,VERB
smärta,pain,疼痛,NOUN
spåra,track,追踪,VERB
strid,battle,战斗,NOUN
styrka,strength,力量,NOUN
stöd,support,支持,NOUN
dygn,day and night,昼夜,NOUN
säkra,secure,确保,VERB
tillfälle,occasion,场合,NOUN
tillstånd,condition,状态,NOUN
förklaring,explanation,解释,NOUN
tvinga,force,强迫,VERB
tycks,seem,似乎,VERB
umgås,socialize,交往,VERB
uppdrag,mission,任务,NOUN
uppmärksamhet,attention,注意力,NOUN
upprörd,upset,心烦的,ADJ
falsk,false,错误的,ADJ
förändring,change,变化,NOUN
våld,violence,暴力,NOUN
äktenskap,marriage,婚姻,NOUN
ända,end,结束,NOUN
grad,degree,度,NOUN
filma,film,拍摄,VERB
finna,find,找到,VERB
överleva,survive,生存,VERB
adoptera,adopt,收养,VERB
hittills,so far,到目前为止,ADV
agera,act,行动,VERB
brand,fire,火灾,NOUN
fokusera,focus,集中,VERB
hurså,why,为什么,ADV
allierad,ally,盟友,NOUN
identifiera,identify,识别,VERB
allmän,general,一般的,ADJ
allvarlig,serious,严重的,ADJ
anhörig,relative,亲属,NOUN
följande,following,以下的,ADJ
anmäla,report,报告,VERB
förbereda,prepare,准备,VERB
anställd,employee,雇员,NOUN
föredra,prefer,更喜欢,VERB
aska,ash,灰烬,NOUN
avbryta,interrupt,打断,VERB
avdelning,department,部门,NOUN
avgöra,decide,决定,VERB
avsikt,intention,意图,NOUN
avsiktligt,intentionally,故意地,ADV
avsky,detest,痛恨,VERB
kontant,cash,现金,NOUN
avgörande,decisive,决定性的,ADJ
korrekt,correct,正确的,ADJ
avskeda,dismiss,解雇,VERB
halvår,half-year,半年,NOUN
bakre,rear,后部的,ADJ
bakväg,back way,后路,NOUN
bedöma,assess,评估,VERB
bedömning,assessment,评估,NOUN
dagligen,daily,每天,ADV
hundratals,hundreds,数百,NUM
begränsa,limit,限制,VERB
begränsad,limited,有限的,ADJ
behandling,treatment,治疗,NOUN
hörni,listen up,听着,INTJ
bekymra,worry,担心,VERB
innehålla,contain,包含,VERB
insida,inside,内部,NOUN
abonnemang,subscription,订阅,NOUN
nämna,mention,提及,VERB
abonnera,subscribe,订阅,VERB
dimma,fog,雾,NOUN
abstrakt,abstract,抽象的,ADJ
akut,acute,紧急的,ADJ
ytterligare,further,进一步的,ADJ
allmänhet,public,公众,NOUN
klokt,wisely,明智地,ADV
ambitiös,ambitious,有抱负的,ADJ
ambassad,embassy,大使馆,NOUN
ambassadör,ambassador,大使,NOUN
doft,smell,气味,NOUN
ambition,ambition,抱负,NOUN
ammunition,ammunition,弹药,NOUN
anpassa,adapt,适应,VERB
knäpp,crazy,疯狂的,ADJ
anpassning,adaptation,适应,NOUN
kod,code,代码,NOUN
anlita,hire,雇佣,VERB
koncentrera,concentrate,集中,VERB
anordna,arrange,安排,VERB
kopia,copy,副本,NOUN
ansöka,apply,申请,VERB
drygt,just over,稍微超过,ADV
ansökan,application,申请,NOUN
anstränga,strain,用力,VERB
ansträngande,strenuous,费力的,ADJ
antagande,assumption,假设,NOUN
antyda,imply,暗示,VERB
duga,suffice,足够,VERB
anropa,call,呼叫,VERB
kust,coast,海岸,NOUN
anständig,decent,体面的,ADJ
antik,antique,古董,NOUN
köp,purchase,购买,NOUN
anvisning,instruction,指示,NOUN
applicera,apply,应用,VERB
apotekare,pharmacist,药剂师,NOUN
ladda,load,装载,VERB
arbetsgivare,employer,雇主,NOUN
landa,land,降落,VERB
arbetsmarknad,labour market,劳动力市场,NOUN
arbetsmiljö,work environment,工作环境,NOUN
arbetsuppgift,work task,工作任务,NOUN
arena,arena,竞技场,NOUN
argument,argument,论据,NOUN
linje,line,线,NOUN
argumentera,argue,论证,VERB
lust,desire,欲望,NOUN
arv,inheritance,遗产,NOUN
lyckligt,happily,快乐地,ADV
läger,camp,营地,NOUN
asfalt,asphalt,沥青,NOUN
astronomisk,astronomical,天文的,ADJ
lögnare,liar,说谎者,NOUN
attityd,attitude,态度,NOUN
mardröm,nightmare,噩梦,NOUN
attrahera,attract,吸引,VERB
attraktiv,attractive,有吸引力的,ADJ
auktoritet,authority,权威,NOUN
mata,feed,喂,VERB
auktoritativ,authoritative,权威的,ADJ
auktion,auction,拍卖,NOUN
automat,vending machine,自动售货机,NOUN
balansera,balance,平衡,VERB
bankrutt,bankrupt,破产的,ADJ
banta,diet,减肥,VERB
barbarisk,barbaric,野蛮的,ADJ
bassäng,pool,水池,NOUN
batong,baton,警棍,NOUN
båge,arc,弧,NOUN
mur,wall,墙,NOUN
märke,brand,品牌,NOUN
mönster,pattern,图案,NOUN
bedraga,deceive,欺骗,VERB
mörda,murder,谋杀,VERB
befinna,find oneself,处于,VERB
befria,liberate,解放,VERB
mörker,darkness,黑暗,NOUN
befrämja,promote,促进,VERB
naken,naked,裸体的,ADJ
begå,commit,犯,VERB
behaga,please,取悦,VERB
njuta,enjoy,享受,VERB
bekräfta,confirm,确认,VERB
belasta,load,加载,VERB
belöna,reward,奖励,VERB
adjö,goodbye,再见,INTJ
bemanna,staff,配备人员,VERB
bemöta,respond,回应,VERB
nät,net,网,NOUN
berika,enrich,丰富,VERB
någons,someone's,某人的,PRON
beröra,touch,触摸,VERB
besegra,defeat,击败,VERB
ogilla,dislike,不喜欢,VERB
besitta,possess,拥有,VERB
okänd,unknown,未知的,ADJ
bespara,save,节省,VERB
bestiga,climb,攀登,VERB
besvära,bother,麻烦,VERB
betona,emphasize,强调,VERB
pang,bang,砰,INTJ
beundra,admire,钦佩,VERB
panik,panic,恐慌,NOUN
bevaka,guard,守卫,VERB
bevara,preserve,保存,VERB
beväpna,arm,武装,VERB
personal,staff,员工,NOUN
bidra,contribute,贡献,VERB
piller,pill,药丸,NOUN
blicka,glance,瞥,VERB
pinne,stick,棍子,NOUN
polare,buddy,朋友,NOUN
bländande,dazzling,耀眼的,ADJ
bomull,cotton,棉花,NOUN
böter,fine,罚款,NOUN
proffs,professional,专业人士,NOUN
bötfälla,fine,罚款,VERB
cement,cement,水泥,NOUN
censurera,censor,审查,VERB
centralisera,centralize,集中,VERB
rabatt,discount,折扣,NOUN
centrera,center,居中,VERB
certifikat,certificate,证书,NOUN
kaos,chaos,混乱,NOUN
rapport,report,报告,NOUN
rensa,clean,清理,VERB
check,check,支票,NOUN
chockera,shock,使震惊,VERB
chockerande,shocking,令人震惊的,ADJ
roman,novel,小说,NOUN
cirkulera,circulate,循环,VERB
sexig,sexy,性感的,ADJ
cylindrisk,cylindrical,圆柱形的,ADJ
debatt,debate,辩论,NOUN
skrik,scream,尖叫,NOUN
debattera,debate,辩论,VERB
skräp,rubbish,垃圾,NOUN
skådespelare,actor,演员,NOUN
snack,chat,闲聊,NOUN
deformerad,deformed,变形的,ADJ
