English_Lemma,English_Lemma,Chinese_Lemma,POS
engineer,engineer,工程师,NOUN
enormous,enormous,巨大的,ADJ
ensure,ensure,确保,VERB
entertain,entertain,娱乐,VERB
entertainment,entertainment,娱乐,NOUN
entry,entry,入口,NOUN
equal,equal,相等的,ADJ
error,error,错误,NOUN
essential,essential,必要的,ADJ
examine,examine,检查,VERB
excitement,excitement,兴奋,NOUN
expand,expand,扩大,VERB
explode,explode,爆炸,VERB
explore,explore,探索,VERB
express,express,表达,VERB
expression,expression,表达,NOUN
extend,extend,延伸,VERB
extreme,extreme,极端,ADJ
face,face,面对,VERB
factor,factor,因素,NOUN
fantasy,fantasy,幻想,NOUN
fascinating,fascinating,迷人的,ADJ
feather,feather,羽毛,NOUN
feature,feature,特征,NOUN
fee,fee,费用,NOUN
festival,festival,节日,NOUN
fiction,fiction,小说,NOUN
fighter,fighter,战士,NOUN
film,film,拍摄,VERB
firework,firework,烟花,NOUN
flame,flame,火焰,NOUN
flash,flash,闪光,NOUN
flavor,flavor,味道,NOUN
float,float,漂浮,VERB
flood,flood,洪水,NOUN
flour,flour,面粉,NOUN
flu,flu,流感,NOUN
fog,fog,雾,NOUN
fold,fold,折叠,VERB
forehead,forehead,前额,NOUN
formal,formal,正式的,ADJ
fortunately,fortunately,幸运地,ADV
free,free,释放,VERB
freezer,freezer,冰柜,NOUN
freezing,freezing,极冷的,ADJ
frustrated,frustrated,沮丧的,ADJ
frustrating,frustrating,令人沮丧的,ADJ
fry,fry,油炸,VERB
function,function,功能,NOUN
fur,fur,毛皮,NOUN
gallery,gallery,画廊,NOUN
gap,gap,差距,NOUN
generally,generally,通常,ADV
global,global,全球的,ADJ
gossip,gossip,八卦,NOUN
graduate,graduate,毕业生,NOUN
graduation,graduation,毕业,NOUN
granddaughter,granddaughter,孙女,NOUN
grandparent,grandparent,祖父母,NOUN
grandson,grandson,孙子,NOUN
greet,greet,问候,VERB
grill,grill,烤架,NOUN
grocery,grocery,食品杂货,NOUN
growth,growth,增长,NOUN
guarantee,guarantee,保证,VERB
hallway,hallway,走廊,NOUN
hammer,hammer,锤子,NOUN
height,height,高度,NOUN
helmet,helmet,头盔,NOUN
helpless,helpless,无助的,ADJ
hesitate,hesitate,犹豫,VERB
highway,highway,公路,NOUN
hike,hike,徒步旅行,NOUN
hip,hip,臀部,NOUN
historical,historical,历史的,ADJ
homeless,homeless,无家可归的,ADJ
hopeless,hopeless,绝望的,ADJ
horror,horror,恐怖,NOUN
humor,humor,幽默,NOUN
hunger,hunger,饥饿,NOUN
illness,illness,疾病,NOUN
immediate,immediate,立即的,ADJ
importance,importance,重要性,NOUN
include,include,包括,VERB
income,income,收入,NOUN
increase,increase,增加,VERB
independent,independent,独立的,ADJ
ingredient,ingredient,成分,NOUN
injury,injury,伤害,NOUN
insect,insect,昆虫,NOUN
install,install,安装,VERB
instrument,instrument,乐器,NOUN
intelligent,intelligent,聪明的,ADJ
invent,invent,发明,VERB
invest,invest,投资,VERB
investment,investment,投资,NOUN
invisible,invisible,看不见的,ADJ
involve,involve,涉及,VERB
jaw,jaw,下巴,NOUN
jet,jet,喷气式飞机,NOUN
jewelry,jewelry,珠宝,NOUN
journalist,journalist,记者,NOUN
kit,kit,成套工具,NOUN
label,label,标签,NOUN
labor,labor,劳动,NOUN
lane,lane,小巷,NOUN
laptop,laptop,笔记本电脑,NOUN
last,last,持续,VERB
lazy,lazy,懒惰的,ADJ
leaf,leaf,叶子,NOUN
league,league,联盟,NOUN
leather,leather,皮革,NOUN
lecture,lecture,讲座,NOUN
length,length,长度,NOUN
lid,lid,盖子,NOUN
lighter,lighter,打火机,NOUN
link,link,连接,VERB
lipstick,lipstick,口红,NOUN
liquid,liquid,液体,NOUN
lung,lung,肺,NOUN
luxury,luxury,奢侈,NOUN
lyrics,lyrics,歌词,NOUN
mainly,mainly,主要地,ADV
maintain,maintain,维持,VERB
majority,majority,大多数,NOUN
maker,maker,制造者,NOUN
mall,mall,购物中心,NOUN
management,management,管理,NOUN
maximum,maximum,最大量,NOUN
meanwhile,meanwhile,同时,ADV
measure,measure,措施,NOUN
medal,medal,奖牌,NOUN
melt,melt,融化,VERB
meter,meter,米,NOUN
method,method,方法,NOUN
microphone,microphone,麦克风,NOUN
minimum,minimum,最小值,NOUN
mobile,mobile,手机,NOUN
monitor,monitor,显示器,NOUN
motivation,motivation,动力,NOUN
motor,motor,发动机,NOUN
mud,mud,泥,NOUN
mug,mug,马克杯,NOUN
narrow,narrow,狭窄的,ADJ
native,native,本地的,ADJ
naturally,naturally,自然地,ADV
neat,neat,整洁的,ADJ
needle,needle,针,NOUN
nest,nest,巢,NOUN
niece,niece,侄女,NOUN
noon,noon,正午,NOUN
novel,novel,小说,NOUN
nowadays,nowadays,如今,ADV
observe,observe,观察,VERB
occasionally,occasionally,偶尔,ADV
occur,occur,发生,VERB
official,official,官员,NOUN
opera,opera,歌剧,NOUN
operate,operate,操作,VERB
organize,organize,组织,VERB
originally,originally,最初,ADV
overall,overall,总体上,ADV
owl,owl,猫头鹰,NOUN
oxygen,oxygen,氧气,NOUN
pace,pace,速度,NOUN
painter,painter,画家,NOUN
pale,pale,苍白的,ADJ
palm,palm,手掌,NOUN
passage,passage,段落,NOUN
patience,patience,耐心,NOUN
pause,pause,暂停,NOUN
payment,payment,付款,NOUN
peaceful,peaceful,和平的,ADJ
peak,peak,顶峰,NOUN
peanut,peanut,花生,NOUN
perfume,perfume,香水,NOUN
persuade,persuade,说服,VERB
phone,phone,打电话,VERB
photograph,photograph,照片,NOUN
photographer,photographer,摄影师,NOUN
phrase,phrase,短语,NOUN
physics,physics,物理,NOUN
pile,pile,堆,NOUN
pipe,pipe,管子,NOUN
pirate,pirate,海盗,NOUN
platform,platform,平台,NOUN
pleasant,pleasant,令人愉快的,ADJ
plot,plot,情节,NOUN
plug,plug,插头,NOUN
poem,poem,诗,NOUN
poet,poet,诗人,NOUN
poetry,poetry,诗歌,NOUN
policeman,policeman,警察,NOUN
polite,polite,有礼貌的,ADJ
politician,politician,政治家,NOUN
pond,pond,池塘,NOUN
population,population,人口,NOUN
port,port,港口,NOUN
poster,poster,海报,NOUN
pound,pound,磅,NOUN
pour,pour,倾倒,VERB
powder,powder,粉末,NOUN
practical,practical,实际的,ADJ
praise,praise,赞扬,VERB
present,present,呈现,VERB
primary,primary,主要的,ADJ
principle,principle,原则,NOUN
priority,priority,优先权,NOUN
privacy,privacy,隐私,NOUN
produce,produce,生产,VERB
profession,profession,职业,NOUN
profit,profit,利润,NOUN
promote,promote,促进,VERB
pronounce,pronounce,发音,VERB
propose,propose,提议,VERB
pub,pub,酒吧,NOUN
pump,pump,泵,NOUN
punish,punish,惩罚,VERB
puzzle,puzzle,谜题,NOUN
question,question,质疑,VERB
radar,radar,雷达,NOUN
railway,railway,铁路,NOUN
rainbow,rainbow,彩虹,NOUN
rapid,rapid,迅速的,ADJ
rapidly,rapidly,迅速地,ADV
rarely,rarely,很少,ADV
raw,raw,生的,ADJ
react,react,反应,VERB
realistic,realistic,现实的,ADJ
receipt,receipt,收据,NOUN
reception,reception,接待,NOUN
recipe,recipe,食谱,NOUN
recommend,recommend,推荐,VERB
recover,recover,恢复,VERB
reduce,reduce,减少,VERB
refer,refer,参考,VERB
region,region,地区,NOUN
register,register,注册,VERB
reject,reject,拒绝,VERB
relate,relate,联系,VERB
relative,relative,相对的,ADJ
relaxed,relaxed,放松的,ADJ
relevant,relevant,相关的,ADJ
reliable,reliable,可靠的,ADJ
religion,religion,宗教,NOUN
religious,religious,宗教的,ADJ
rely,rely,依赖,VERB
