Spanish_Lemma,English_Lemma,Chinese_Lemma,POS
bienvenida,welcome,欢迎,NOUN
bolsa,bag,袋子,NOUN
bolsillo,pocket,口袋,NOUN
bolso,handbag,手提包,NOUN
bomba,bomb,炸弹,NOUN
borracho,drunk,醉酒的,ADJ
bosque,forest,森林,NOUN
botella,bottle,瓶子,NOUN
bravo,brave,勇敢的,ADJ
brazo,arm,手臂,NOUN
bruja,witch,女巫,NOUN
caballero,gentleman,绅士,NOUN
cadena,chain,链条,NOUN
caer,to fall,落下,VERB
calma,calm,平静,NOUN
calor,heat,热,NOUN
caminar,to walk,走,VERB
camisa,shirt,衬衫,NOUN
camión,truck,卡车,NOUN
campamento,camp,营地,NOUN
cansado,tired,累的,ADJ
mochila,backpack,背包,NOUN
carretera,road,公路,NOUN
carro,car,汽车,NOUN
casado,married,已婚的,ADJ
casar,to marry,结婚,VERB
castillo,castle,城堡,NOUN
casualidad,coincidence,巧合,NOUN
celda,cell,牢房,NOUN
cerdo,pig,猪,NOUN
cero,zero,零,NUM
cerrado,closed,关闭的,ADJ
cerrar,to close,关,VERB
cerveza,beer,啤酒,NOUN
chaqueta,jacket,夹克,NOUN
charla,chat,聊天,NOUN
cheque,check,支票,NOUN
cien,hundred,百,NUM
ciencia,science,科学,NOUN
ciento,hundred,百,NUM
cine,cinema,电影院,NOUN
cinta,tape,磁带,NOUN
claramente,clearly,清楚地,ADV
clave,key,钥匙,NOUN
cobarde,coward,懦夫,ADJ
coger,to take,拿,VERB
coincidencia,coincidence,巧合,NOUN
cola,queue,队列,NOUN
colega,colleague,同事,NOUN
colegio,school,学校,NOUN
comenzar,to begin,开始,VERB
comienzo,beginning,开始,NOUN
compartir,to share,分享,VERB
completo,complete,完整的,ADJ
complicado,complicated,复杂的,ADJ
computadora,computer,电脑,NOUN
común,common,常见的,ADJ
conducir,to drive,驾驶,VERB
conexión,connection,连接,NOUN
confianza,trust,信任,NOUN
consejo,advice,建议,NOUN
construir,to build,建造,VERB
contar,to count,数,VERB
contento,happy,高兴的,ADJ
continuar,to continue,继续,VERB
contrario,opposite,相反的,ADJ
contrato,contract,合同,NOUN
controlar,to control,控制,VERB
conversación,conversation,对话,NOUN
copia,copy,副本,NOUN
correo,mail,邮件,NOUN
pizarra,blackboard,黑板,NOUN
corte,cut,切口,NOUN
corto,short,短,ADJ
costa,coast,海岸,NOUN
crear,to create,创造,VERB
crédito,credit,信用,NOUN
cuchillo,knife,刀,NOUN
cuento,story,故事,NOUN
cuerpo,body,身体,NOUN
cuidar,to take care of,照顾,VERB
culpable,guilty,有罪的,ADJ
cumplir,to fulfill,履行,VERB
cura,priest,神父,NOUN
curiosidad,curiosity,好奇心,NOUN
curso,course,课程,NOUN
cámara,camera,相机,NOUN
cáncer,cancer,癌症,NOUN
código,code,代码,NOUN
deber,to have to,必须,VERB
decidido,determined,坚定的,ADJ
decidir,to decide,决定,VERB
dedo,finger,手指,NOUN
definitivamente,definitely,肯定地,ADV
demonio,demon,恶魔,NOUN
departamento,department,部门,NOUN
desaparecido,missing,失踪的,ADJ
desastre,disaster,灾难,NOUN
desayuno,breakfast,早餐,NOUN
descansar,to rest,休息,VERB
descanso,break,休息,NOUN
descubierto,uncovered,发现的,ADJ
descubrir,to discover,发现,VERB
despacho,office,办公室,NOUN
despacio,slowly,慢慢地,ADV
despierto,awake,醒着的,ADJ
destruir,to destroy,摧毁,VERB
diablo,devil,魔鬼,NOUN
diario,newspaper,报纸,NOUN
directo,direct,直接的,ADJ
disco,disc,光盘,NOUN
disculpa,apology,道歉,NOUN
discutir,to argue,争论,VERB
disparar,to shoot,射击,VERB
disparo,shot,射击,NOUN
distancia,distance,距离,NOUN
diversión,fun,乐趣,NOUN
doble,double,双倍的,ADJ
domingo,Sunday,星期日,NOUN
droga,drug,毒品,NOUN
dueño,owner,主人,NOUN
débil,weak,虚弱的,ADJ
e,and,和,CCONJ
echar,to throw,扔,VERB
efectivo,cash,现金,NOUN
ejemplo,example,例子,NOUN
elegir,to choose,选择,VERB
embarazada,pregnant,怀孕的,ADJ
emergencia,emergency,紧急情况,NOUN
empleo,job,工作,NOUN
empresa,company,公司,NOUN
enamorado,in love,恋爱中的,ADJ
encargo,order,委托,NOUN
enemigo,enemy,敌人,NOUN
enfermedad,illness,疾病,NOUN
enfermo,sick,生病的,ADJ
enorme,enormous,巨大的,ADJ
enseguida,immediately,立刻,ADV
entero,whole,整个的,ADJ
entrada,entrance,入口,NOUN
entrenador,coach,教练,NOUN
entrenamiento,training,训练,NOUN
entrevista,interview,面试,NOUN
enviar,to send,发送,VERB
escapar,to escape,逃跑,VERB
escena,scene,场景,NOUN
estuche,pencil case,文具盒,NOUN
escrito,written,书面的,ADJ
espada,sword,剑,NOUN
especialmente,especially,特别,ADV
espectáculo,show,表演,NOUN
espejo,mirror,镜子,NOUN
esquina,corner,角落,NOUN
estación,station,车站,NOUN
estilo,style,风格,NOUN
estrella,star,星星,NOUN
estudiante,student,学生,NOUN
goma,eraser,橡皮,NOUN
estudio,study,学习,NOUN
estupendo,wonderful,极好的,ADJ
estómago,stomach,胃,NOUN
evitar,to avoid,避免,VERB
exacto,exact,精确的,ADJ
examen,exam,考试,NOUN
excelente,excellent,优秀的,ADJ
excusa,excuse,借口,NOUN
experiencia,experience,经验,NOUN
explicar,to explain,解释,VERB
explosión,explosion,爆炸,NOUN
falso,false,假的,ADJ
famoso,famous,著名的,ADJ
fantasma,ghost,鬼魂,NOUN
fantástico,fantastic,极好的,ADJ
favorito,favorite,最喜欢的,ADJ
fe,faith,信仰,NOUN
fecha,date,日期,NOUN
felicidad,happiness,幸福,NOUN
finalmente,finally,最终,ADV
firma,signature,签名,NOUN
fortuna,fortune,财富,NOUN
francés,French,法语,NOUN
frontera,border,边界,NOUN
fumar,to smoke,吸烟,VERB
funcionar,to work,运作,VERB
fábrica,factory,工厂,NOUN
fútbol,soccer,足球,NOUN
ganas,desire,愿望,NOUN
tenedor,fork,叉子,NOUN
genio,genius,天才,NOUN
golpe,blow,打击,NOUN
gordo,fat,胖的,ADJ
gracia,joke,笑话,NOUN
gratis,free,免费的,ADJ
grave,serious,严重的,ADJ
guapa,beautiful,漂亮的,ADJ
guapo,handsome,英俊的,ADJ
guardia,guard,警卫,NOUN
helado,ice cream,冰淇淋,NOUN
herida,wound,伤口,NOUN
herido,injured,受伤的,ADJ
hielo,ice,冰,NOUN
honesto,honest,诚实的,ADJ
humor,mood,心情,NOUN
héroe,hero,英雄,NOUN
iglesia,church,教堂,NOUN
ilegal,illegal,非法的,ADJ
imagen,image,图像,NOUN
imaginar,imagine,想象,VERB
imbécil,idiot,傻瓜,ADJ
impresionante,impressive,令人印象深刻的,ADJ
incendio,fire,火灾,NOUN
inglés,English,英语,NOUN
inmediatamente,immediately,立即,ADV
inmediato,immediate,立即的,ADJ
inocente,innocent,无辜的,ADJ
intentar,try,尝试,VERB
interesado,interested,感兴趣的,ADJ
interés,interest,兴趣,NOUN
invierno,winter,冬天,NOUN
invitado,guest,客人,NOUN
inútil,useless,无用的,ADJ
isla,island,岛屿,NOUN
jardín,garden,花园,NOUN
laboratorio,laboratory,实验室,NOUN
ladrón,thief,小偷,NOUN
lago,lake,湖,NOUN
lección,lesson,课程,NOUN
servilleta,napkin,餐巾纸,NOUN
turista,tourist,游客,NOUN
lengua,language,语言,NOUN
licencia,license,许可证,NOUN
turismo,tourism,旅游业,NOUN
limpio,clean,干净的,ADJ
lleno,full,满的,ADJ
llorar,cry,哭泣,VERB
lluvia,rain,雨,NOUN
luchar,fight,战斗,VERB
luna,moon,月亮,NOUN
lunes,Monday,星期一,NOUN
lástima,pity,遗憾,NOUN
lío,mess,混乱,NOUN
magia,magic,魔法,NOUN
mando,remote control,遥控器,NOUN
viajero,traveler,旅行者,NOUN
mapa,map,地图,NOUN
marca,brand,品牌,NOUN
medicina,medicine,药,NOUN
memoria,memory,记忆,NOUN
mentira,lie,谎言,NOUN
mercado,market,市场,NOUN
meter,put,放,VERB
miembro,member,成员,NOUN
milagro,miracle,奇迹,NOUN
militar,military,军事的,ADJ
millón,million,百万,NUM
mirada,look,目光,NOUN
modelo,model,模型,NOUN
monstruo,monster,怪物,NOUN
montaña,mountain,山,NOUN
carnicería,butcher shop,肉店,NOUN
motivo,reason,原因,NOUN
motor,engine,发动机,NOUN
mover,move,移动,VERB
muerto,dead,死的,ADJ
máximo,maximum,最大,ADJ
móvil,mobile phone,手机,NOUN
nacional,national,国家的,ADJ
nariz,nose,鼻子,NOUN
naturaleza,nature,自然,NOUN
nervioso,nervous,紧张的,ADJ
nieve,snow,雪,NOUN
ninguno,none,没有,PRON
niñera,babysitter,保姆,NOUN
norte,north,北,NOUN
nota,note,笔记,NOUN
noticia,news,新闻,NOUN
nueve,nine,九,NUM
ocupado,busy,忙碌的,ADJ
oeste,west,西,NOUN
panadería,bakery,面包店,NOUN
opción,option,选项,NOUN
oscuro,dark,黑暗的,ADJ
paciente,patient,耐心的,ADJ
pago,payment,付款,NOUN
frutería,fruit shop,水果店,NOUN
paquete,package,包裹,NOUN
parecer,seem,似乎,VERB
parecido,similar,相似的,ADJ
pared,wall,墙,NOUN
pareja,couple,伴侣,NOUN
parque,park,公园,NOUN
partido,match,比赛,NOUN
partir,leave,离开,VERB
pasillo,hallway,走廊,NOUN
pecho,chest,胸部,NOUN
pedazo,piece,块,NOUN
pelear,fight,打架,VERB
peligroso,dangerous,危险的,ADJ
pelota,ball,球,NOUN
película,movie,电影,NOUN
periódico,newspaper,报纸,NOUN
permitir,allow,允许,VERB
pesadilla,nightmare,噩梦,NOUN
pesar,weigh,称重,VERB
pescado,fish,鱼,NOUN
peso,weight,重量,NOUN
piedra,stone,石头,NOUN
piel,skin,皮肤,NOUN
pierna,leg,腿,NOUN
pieza,piece,块,NOUN
piloto,pilot,飞行员,NOUN
pintura,painting,画,NOUN
pista,clue,线索,NOUN
pistola,pistol,手枪,NOUN
planta,plant,植物,NOUN
plata,silver,银,NOUN
playa,beach,海滩,NOUN
policía,police,警察,NOUN
pollo,chicken,鸡,NOUN
polvo,dust,灰尘,NOUN
precio,price,价格,NOUN
precioso,beautiful,美丽的,ADJ
preciso,precise,精确的,ADJ
pescadería,fish market,鱼店,NOUN
premio,prize,奖品,NOUN
prensa,press,新闻界,NOUN
preparar,to prepare,准备,VERB
primo,cousin,堂兄弟,NOUN
principal,main,主要的,ADJ
privado,private,私人的,ADJ
probar,to try,尝试,VERB
profesional,professional,专业的,ADJ
profundo,deep,深的,ADJ
promesa,promise,承诺,NOUN
proteger,to protect,保护,VERB
príncipe,prince,王子,NOUN
próximo,next,下一个,ADJ
puente,bridge,桥,NOUN
página,page,页,NOUN
pérdida,loss,损失,NOUN
quedar,to stay,留下,VERB
madrugar,to get up early,早起,VERB
recibir,to receive,收到,VERB
recoger,to pick up,捡起,VERB
trasnochar,to stay up late,熬夜,VERB
recuperar,to recover,恢复,VERB
regla,rule,规则,NOUN
reina,queen,女王,NOUN
reino,kingdom,王国,NOUN
reloj,clock,钟,NOUN
resolver,to solve,解决,VERB
respirar,to breathe,呼吸,VERB
responder,to answer,回答,VERB
responsabilidad,responsibility,责任,NOUN
responsable,responsible,负责的,ADJ
restaurante,restaurant,餐厅,NOUN
resultado,result,结果,NOUN
revisar,to check,检查,VERB
rico,rich,富有的,ADJ
ridículo,ridiculous,荒谬的,ADJ
riesgo,risk,风险,NOUN
ritmo,rhythm,节奏,NOUN
robar,to steal,偷窃,VERB
robo,theft,盗窃,NOUN
estornudar,to sneeze,打喷嚏,VERB
romper,to break,打破,VERB
rostro,face,脸,NOUN
roto,broken,破碎的,ADJ
ruido,noise,噪音,NOUN
río,river,河,NOUN
sal,salt,盐,NOUN
saltar,to jump,跳跃,VERB
salud,health,健康,NOUN
santo,saint,圣人,NOUN
secreto,secret,秘密,NOUN
sencillo,simple,简单的,ADJ
sensación,sensation,感觉,NOUN
serie,series,系列,NOUN
servir,to serve,服务,VERB
silencio,silence,沉默,NOUN
toser,to cough,咳嗽,VERB
sobrina,niece,侄女,NOUN
soldado,soldier,士兵,NOUN
solución,solution,解决方案,NOUN
sombrero,hat,帽子,NOUN
sonido,sound,声音,NOUN
sonrisa,smile,微笑,NOUN
despegar,to take off,起飞,VERB
sospechoso,suspicious,可疑的,ADJ
suave,soft,柔软的,ADJ
facturar,to check in luggage,办理托运,VERB
suceder,to happen,发生,VERB
sucio,dirty,脏的,ADJ
sur,south,南方,NOUN
suyo,his,他的,PRON
sábado,Saturday,星期六,NOUN
talento,talent,天赋,NOUN
tamaño,size,尺寸,NOUN
tarea,task,任务,NOUN
tarjeta,card,卡片,NOUN
taza,cup,杯子,NOUN
teatro,theater,剧院,NOUN
techo,roof,屋顶,NOUN
temporada,season,季节,NOUN
teoría,theory,理论,NOUN
tesoro,treasure,宝藏,NOUN
testigo,witness,证人,NOUN
tirar,to throw,扔,VERB
embarcar,to board,登机,VERB
toque,touch,触碰,NOUN
tormenta,storm,风暴,NOUN
traer,to bring,带来,VERB
trampa,trap,陷阱,NOUN
tranquilo,calm,冷静的,ADJ
tratar,to treat,对待,VERB
truco,trick,诡计,NOUN
tráfico,traffic,交通,NOUN
turno,turn,轮班,NOUN
té,tea,茶,NOUN
universidad,university,大学,NOUN
universo,universe,宇宙,NOUN
vacaciones,vacation,假期,NOUN
vacío,empty,空的,ADJ
valiente,brave,勇敢的,ADJ
varios,several,几个,ADJ
vaso,glass,玻璃杯,NOUN
vecina,neighbor,邻居,NOUN
vehículo,vehicle,车辆,NOUN
velocidad,speed,速度,NOUN
regatear,to bargain,讨价还价,VERB
verano,summer,夏天,NOUN
verdad,truth,真理,NOUN
verde,green,绿色,ADJ
vergüenza,shame,羞耻,NOUN
aburrido,boring,无聊的,ADJ
victoria,victory,胜利,NOUN
viento,wind,风,NOUN
viernes,Friday,星期五,NOUN
violencia,violence,暴力,NOUN
visita,visit,访问,NOUN
volar,fly,飞,VERB
vuelo,flight,航班,NOUN
vuestro,your,你们的,DET
ángel,angel,天使,NOUN
alojarse,to lodge,住宿,VERB
útil,useful,有用的,ADJ
hospedarse,to stay,入住,VERB
desayunar,to have breakfast,吃早饭,VERB
adelgazar,to lose weight,减肥,VERB
engordar,to gain weight,增重,VERB
matricularse,to enroll,注册,VERB
caducar,to expire,过期,VERB
convalidar,to validate,认可,VERB
tramitar,to process,办理,VERB
empadronarse,to register,登记户籍,VERB
desmayarse,to faint,昏倒,VERB
cotillear,to gossip,八卦,VERB
preferir,to prefer,更喜欢,VERB
repetir,to repeat,重复,VERB
besar,to kiss,吻,VERB
chismear,to gossip,闲聊,VERB
planchar,to iron,熨烫,VERB
mantequilla,butter,黄油,NOUN
cuchara,spoon,勺子,NOUN
receta,recipe,食谱,NOUN
barato,cheap,便宜的,ADJ
caro,expensive,贵的,ADJ
verdura,vegetable,蔬菜,NOUN
anoche,last night,昨晚,ADV
abrazo,hug,拥抱,NOUN
academia,academy,学院,NOUN
aceite,oil,油,NOUN
acento,accent,口音,NOUN
actividad,activity,活动,NOUN
actriz,actress,女演员,NOUN
adolescente,teenager,青少年,NOUN
adulto,adult,成年人,NOUN
agarrar,to grab,抓住,VERB
agradecer,to thank,感谢,VERB
agradecido,grateful,感激的,ADJ
aguja,needle,针,NOUN
alarma,alarm,警报,NOUN
alegre,happy,快乐的,ADJ
alfombra,carpet,地毯,NOUN
alquiler,rent,租金,NOUN
anuncio,advertisement,广告,NOUN
apagar,to turn off,关闭,VERB
aparato,device,设备,NOUN
aparecer,to appear,出现,VERB
apellido,last name,姓氏,NOUN
aplauso,applause,掌声,NOUN
aquello,that (neutral over there),那个事物,PRON
araña,spider,蜘蛛,NOUN
archivo,file,文件,NOUN
ascensor,elevator,电梯,NOUN
autor,author,作者,NOUN
avisar,notify,通知,VERB
aviso,notice,通知,NOUN
azúcar,sugar,糖,NOUN
añadir,add,添加,VERB
bandera,flag,旗帜,NOUN
barba,beard,胡须,NOUN
batería,battery,电池,NOUN
biblioteca,library,图书馆,NOUN
bicho,bug,虫子,NOUN
bicicleta,bicycle,自行车,NOUN
billete,ticket,票,NOUN
bola,ball,球,NOUN
borrar,erase,擦除,VERB
botón,button,按钮,NOUN
básico,basic,基本的,ADJ
cabra,goat,山羊,NOUN
cafetería,cafeteria,自助餐厅,NOUN
cajón,drawer,抽屉,NOUN
camarero,waiter,服务员,NOUN
camiseta,t-shirt,T 恤衫,NOUN
campana,bell,钟,NOUN
cancelar,cancel,取消,VERB
celebrar,to celebrate,庆祝,VERB
ciego,blind,盲的,ADJ
cinturón,belt,腰带,NOUN
circo,circus,马戏团,NOUN
clásico,classic,经典的,ADJ
clínica,clinic,诊所,NOUN
cocinero,cook,厨师,NOUN
colgar,to hang,悬挂,VERB
comedor,dining room,餐厅,NOUN
compra,purchase,购买,NOUN
comprender,to understand,理解,VERB
concierto,concert,音乐会,NOUN
conejo,rabbit,兔子,NOUN
contraseña,password,密码,NOUN
corbata,tie,领带,NOUN
crema,cream,奶油,NOUN
cruz,cross,十字架,NOUN
cubo,bucket,桶,NOUN
curioso,curious,好奇的,ADJ
cuñado,brother-in-law,姐夫,NOUN
círculo,circle,圆,NOUN
delicioso,delicious,美味的,ADJ
deporte,sport,运动,NOUN
desnudo,naked,裸体的,ADJ
despertar,to wake up,醒来,VERB
devolver,to return,归还,VERB
diente,tooth,牙齿,NOUN
dieta,diet,饮食,NOUN
disfrutar,to enjoy,享受,VERB
disponible,available,可用的,ADJ
distinto,different,不同的,ADJ
doler,to hurt,疼痛,VERB
dormitorio,bedroom,卧室,NOUN
ducha,shower,淋浴,NOUN
durar,to last,持续,VERB
ejercicio,exercise,练习,NOUN
electricidad,electricity,电,NOUN
electrónico,electronic,电子的,ADJ
elefante,elephant,大象,NOUN
elegante,elegant,优雅的,ADJ
emocionante,exciting,令人兴奋的,ADJ
encantar,to love,喜爱,VERB
encender,to turn on,打开,VERB
enfadado,angry,生气的,ADJ
ensalada,salad,沙拉,NOUN
entrenar,to train,训练,VERB
equipaje,luggage,行李,NOUN
escalera,stairs,楼梯,NOUN
escolar,school,学校的,ADJ
esconder,to hide,隐藏,VERB
escritor,writer,作家,NOUN
estadio,stadium,体育场,NOUN
etiqueta,label,标签,NOUN
falda,skirt,裙子,NOUN
feo,ugly,丑陋的,ADJ
feria,fair,集市,NOUN
fiebre,fever,发烧,NOUN
fila,row,排,NOUN
firmar,sign,签署,VERB
fotografía,photograph,照片,NOUN
frase,sentence,句子,NOUN
fresco,cool,凉爽的,ADJ
gafas,glasses,眼镜,NOUN
gallina,hen,母鸡,NOUN
garaje,garage,车库,NOUN
garganta,throat,喉咙,NOUN
gasolina,gasoline,汽油,NOUN
gastar,spend,花费,VERB
generoso,generous,慷慨的,ADJ
gigante,giant,巨大的,ADJ
gimnasio,gym,健身房,NOUN
girar,turn,旋转,VERB
globo,balloon,气球,NOUN
gorra,cap,鸭舌帽,NOUN
grabar,record,录制,VERB
gripe,flu,流感,NOUN
gritar,to shout,喊叫,VERB
grito,shout,喊声,NOUN
guardar,to keep,保存,VERB
guitarra,guitar,吉他,NOUN
helicóptero,helicopter,直升机,NOUN
hierba,grass,草,NOUN
hierro,iron,铁,NOUN
hoja,leaf,叶子,NOUN
hombro,shoulder,肩膀,NOUN
horno,oven,烤箱,NOUN
hueso,bone,骨头,NOUN
humo,smoke,烟,NOUN
idioma,language,语言,NOUN
importar,matter,重要,VERB
incómodo,uncomfortable,不舒服的,ADJ
ingeniero,engineer,工程师,NOUN
instituto,institute,学院,NOUN
internacional,international,国际的,ADJ
invitación,invitation,邀请,NOUN
izquierdo,left,左边的,ADJ
jabón,soap,肥皂,NOUN
jersey,sweater,毛衣,NOUN
jueves,Thursday,星期四,NOUN
jugador,player,玩家,NOUN
juguete,toy,玩具,NOUN
lastimar,hurt,伤害,VERB
lento,slow,慢的,ADJ
letra,letter,字母,NOUN
levantar,lift,举起,VERB
león,lion,狮子,NOUN
lobo,wolf,狼,NOUN
lotería,lottery,彩票,NOUN
lámpara,lamp,灯,NOUN
lápiz,pencil,铅笔,NOUN
maleta,suitcase,手提箱,NOUN
mancha,stain,污渍,NOUN
mandar,to send,发送,VERB
maquillaje,makeup,化妆品,NOUN
martes,Tuesday,星期二,NOUN
matar,to kill,杀死,VERB
mediodía,noon,中午,NOUN
mentiroso,liar,说谎者,NOUN
metro,subway,地铁,NOUN
miércoles,Wednesday,星期三,NOUN
moderno,modern,现代的,ADJ
molestar,to bother,打扰,VERB
moneda,coin,硬币,NOUN
montar,to ride,骑,VERB
moto,motorcycle,摩托车,NOUN
muro,wall,墙,NOUN
muñeca,doll,玩偶,NOUN
mágico,magical,神奇的,ADJ
nacer,to be born,出生,VERB
nadar,to swim,游泳,VERB
naranja,orange,橙子,NOUN
nieto,grandson,孙子,NOUN
novela,novel,小说,NOUN
nube,cloud,云,NOUN
objeto,object,物体,NOUN
océano,ocean,海洋,NOUN
ofrecer,to offer,提供,VERB
ordenador,computer,电脑,NOUN
ordenar,to tidy,整理,VERB
oreja,ear,耳朵,NOUN
organizar,to organize,组织,VERB
oso,bear,熊,NOUN
otoño,autumn,秋天,NOUN
palacio,palace,宫殿,NOUN
pantalla,screen,屏幕,NOUN
pasaporte,passport,护照,NOUN
pata,paw,爪子,NOUN
patio,courtyard,庭院,NOUN
pegar,to stick,粘贴,VERB
perdonar,to forgive,原谅,VERB
periodista,journalist,记者,NOUN
pesado,heavy,重的; 烦人的,ADJ
pintar,to paint,绘画; 粉刷,VERB
piscina,pool,游泳池,NOUN
plaza,square,广场,NOUN
plástico,plastic,塑料的,ADJ
poema,poem,诗,NOUN
positivo,positive,积极的; 肯定的,ADJ
postre,dessert,甜点,NOUN
practicar,to practice,练习; 实践,VERB
presentar,to present,介绍; 呈现,VERB
primavera,spring,春天,NOUN
profesora,teacher,女教师,NOUN
quemar,to burn,燃烧,VERB
quitar,to remove,移除,VERB
reparar,to repair,修理,VERB
reserva,reservation,预订,NOUN
revista,magazine,杂志,NOUN
reír,to laugh,笑,VERB
risa,laughter,笑声,NOUN
roca,rock,岩石,NOUN
rodilla,knee,膝盖,NOUN
rueda,wheel,轮子,NOUN
sabor,flavor,味道,NOUN
saco,sack,麻袋,NOUN
salto,jump,跳跃,NOUN
saludar,to greet,问候,VERB
sangre,blood,血,NOUN
sano,healthy,健康的,ADJ
seco,dry,干的,ADJ
sed,thirst,口渴,NOUN
sello,stamp,邮票,NOUN
sentar,to seat,使坐下,VERB
simpático,nice,友好的,ADJ
sincero,sincere,真诚的,ADJ
sobrino,nephew,侄子,NOUN
solucionar,to solve,解决,VERB
sombra,shadow,阴影,NOUN
sonar,to sound,发出声音,VERB
sonreír,to smile,微笑,VERB
soñar,to dream,做梦,VERB
susto,fright,惊吓,NOUN
talla,size,尺码,NOUN
temperatura,temperature,温度,NOUN
torre,tower,塔,NOUN
transporte,transport,运输,NOUN
trozo,piece,块,NOUN
tímido,shy,害羞的,ADJ
típico,typical,典型的,ADJ
túnel,tunnel,隧道,NOUN
valle,valley,山谷,NOUN
vecino,neighbor,邻居,NOUN
vendedor,seller,卖家,NOUN
zapato,shoe,鞋子,NOUN
recomendar,to recommend,推荐,VERB
almorzar,to have lunch,吃午餐,VERB
calentar,to heat,加热,VERB
enfriar,to cool,冷却,VERB
freír,to fry,煎,VERB
asar,to roast,烤,VERB
fregar,to scrub,擦洗,VERB
barrer,to sweep,扫,VERB
coser,to sew,缝,VERB
cortar,to cut,切,VERB
atar,to tie,绑,VERB
doblar,to fold,折叠,VERB
envolver,to wrap,包裹,VERB
transportar,to transport,运输,VERB
aparcar,to park,停车,VERB
frenar,to brake,刹车,VERB
chocar,to crash,碰撞,VERB
caerse,to fall,摔倒,VERB
disculpar,to excuse,原谅,VERB
regalar,to gift,赠送,VERB
abrazar,to embrace,拥抱,VERB
gas,gas,气体,NOUN
colina,hill,小山,NOUN
escondidas,hide-and-seek,捉迷藏,NOUN
gusano,worm,蠕虫,NOUN
hígado,liver,肝脏,NOUN
sordo,deaf,聋的,ADJ
cocer,to boil,煮,VERB
