Chinese_Lemma,English_Translation,Spanish_Translation,POS
一顿,a meal,una comida,X
一颗,one piece,una pieza,X
一首,one song,una cancion,X
一點,a little,un poco,X
万分,very much,muchísimo,X
万岁,long live,viva,X
万美元,ten thousand dollars,diez mil dolares,X
三个,three,tres,X
三個,three,tres,X
三天,three days,tres dias,X
三年,three years,tres anos,X
三明治,sandwich,sandwich,X
三次,three times,tres veces,X
三角,triangle,triángulo,X
上任,to take office,tomar posesión,X
上升,rise,ascenso,X
上去,go up,subir,X
上司,boss,jefe,X
上周,last week,la semana pasada,X
上场,go on stage,subir al escenario,X
上天,heaven,cielo,X
上学,go to school,ir a la escuela,X
上尉,lieutenant,teniente,X
上帝,God,Dios,X
上帝保佑,God bless,Dios te bendiga,X
上床,go to bed,acostarse,X
上来,come up,subir,X
上校,colonel,coronel,X
上楼,go upstairs,subir,X
上次,last time,la ultima vez,X
上海,Shanghai,Shanghai,X
上游,upper reaches (of a river),curso alto,X
上瘾,to get into a habit,adquirir un hábito,X
上级,higher authorities,superiores,X
上课,go to class,ir a clase,X
上路,hit the road,ponerse en marcha,X
上车,get on car,subir al coche,X
上进心,motivation,ambición,X
上面,above,encima,X
下令,to order,ordenar,X
下來,come down,bajar,X
下去,go down,bajar,X
下周,next week,la proxima semana,X
下场,end up,acabar,X
下属,subordinate,subordinado,X
下手,to start,empezar,X
下来,come down,bajar,X
下次,next time,la proxima vez,X
下班,get off work,salir del trabajo,X
下车,get off car,bajar del coche,X
下降,to descend,descender,X
下面,below,debajo,X
不久,soon,pronto,X
不了,cannot,no poder,X
不仅仅,not only,no solo,X
不介意,don't mind,no le importa,X
不会,will not,no podra,X
不住,cannot stay,no poder quedarse,X
不信,don't believe,no creer,X
不停,non-stop,sin parar,X
不像,unlike,no como,X
不像话,unreasonable,irrazonable,X
不关,not about,no sobre,X
不再,no longer,ya no,X
不准,not allowed,prohibido,X
不到,cannot reach,no llegar,X
不去,not go,no ir,X
不可,cannot,no poder,X
不可思议,inconceivable (idiom); unimaginable,inconcebible,X
不吃,don't eat,no comer,X
不同,different,diferente,X
不在乎,don't care,no le importa,X
不堪,cannot bear,insoportable,X
不够,not enough,insuficiente,X
不太,not very,no muy,X
不太好,not very good,no muy bueno,X
不好,not good,no bueno,X
不妙,not good,mal,X
不妨,there is no harm in,no hay inconveniente en,X
不对劲,not right,mal,X
不少,not few,bastante,X
不屑一顾,to disdain as beneath contempt,desdeñar,X
不幸,unfortunate,desafortunado,X
不得,must not,no poder,X
不得已,to act against one's will,por fuerza,X
不怎么,not very,no muy,X
不怕,not afraid,no temer,X
不惜,not stint,no escatimar,X
不想,don't want,no querer,X
不愧,to be worthy of,ser digno de,X
不愿,unwilling,reacio,X
不成,won't do,no se puede,X
不择手段,by fair means or foul,por cualquier medio,X
不敢,dare not,no atreverse,X
不敢当,lit. I dare not (accept the honor); fig. I don't deserve your praise,no merezco tanto,X
不敢相信,can't believe,no creer,X
不料,unexpectedly,inesperadamente,X
不时,from time to time,de vez en cuando,X
不明,unclear,poco claro,X
不是,is not,no es,X
不是故意,not intentional,no a proposito,X
不會,will not,no podra,X
不来,not come,no venir,X
不止,incessantly,sin cesar,X
不爽,unhappy,molesto,X
不用,no need,no hace falta,X
不由得,can't help,no poder evitar,X
不相上下,equally matched,a la par,X
不知,don't know,no saber,X
不禁,can't help (doing sth),no poder evitar,X
不算,not count,no contar,X
不管怎样,anyway,de todos modos,X
不肯,refuse,negarse,X
不能,cannot,no poder,X
不行,won't do,no se puede,X
不要,do not,no,X
不見,not seen,no ver,X
不见,not see,no ver,X
不言而喻,it goes without saying,se sobreentiende,X
不让,don't let,no dejar,X
不许,not allow,no permitir,X
不许动,don't move,no te muevas,X
不论,no matter,sin importar,X
不该,should not,no deber,X
不说,not say,no decir,X
不起,cannot afford,no poder,X
不远,not far,no lejos,X
不通,doesn't work,no funciona,X
不過,but,pero,X
不錯,not bad,no esta mal,X
不错,not bad,no esta mal,X
不顾,in spite of,a pesar de,X
与日俱增,to increase steadily,crecer día a día,X
丑恶,ugly,feo,X
专利,patent,patente,X
专科,specialized subject,especialidad,X
专程,special-purpose trip,especialmente,X
专长,specialty,especialidad,X
专题,special topic,tema especial,X
且,and,y,X
世上,in the world,en el mundo,X
世代,generation,generaciones,X
世界观,worldview,cosmovisión,X
丘陵,hills,colinas,X
丛,cluster,conjunto,X
丛林,jungle,selva,X
东京,Tokyo,Tokio,X
东尼,Tony,Tony,X
东张西望,to look in all directions (idiom),mirar en todas direcciones,X
东道主,host,anfitrión,X
丝,silk,seda,X
丢三落四,forgetful,olvidadizo,X
丢下,throw down,dejar caer,X
丢人,to lose face,perder la cara,X
丢掉,throw away,tirar,X
丢脸,lose face,quedar mal,X
两个,two,dos,X
两人,two people,dos personas,X
两位,two (polite),dos,X
两分钟,two minutes,dos minutos,X
两只,two (animals),dos,X
两名,two (people),dos,X
两周,two weeks,dos semanas,X
两天,two days,dos dias,X
两年,two years,dos anos,X
两次,twice,dos veces,X
两种,two kinds,dos tipos,X
严厉,severe,severo,X
严密,strict,estricto,X
严寒,bitter cold,frío intenso,X
严峻,grim,severo,X
严禁,strictly prohibit,prohibir estrictamente,X
丧失,to lose,perder,X
个体,individual,individuo,X
中,middle,medio,X
中圆简,rare character,caracter raro,X
中士,sergeant,sargento,X
中央,central,central,X
中尉,lieutenant,teniente,X
中情局,CIA,CIA,X
中断,to cut short,interrumpir,X
中有,has,tiene,X
中立,neutral,neutral,X
丰收,bumper harvest,cosecha abundante,X
丰满,ample,abundante,X
丰盛,rich,abundante,X
串,to string together,ensartar,X
临,to face,enfrentar,X
临床,clinical,clínico,X
丸,pill,píldora,X
丹,Dan,Dan,X
丹尼,Danny,Danny,X
丹尼尔,Daniel,Daniel,X
丹尼斯,Dennis,Dennis,X
为何,why,por que,X
为啥,why,por que,X
为期,(to be done) by (a certain date),en el plazo de,X
为止,up to,hasta,X
为此,for this,por esto,X
为难,to feel embarrassed or awkward,avergonzado,X
为首,head,al frente,X
主,lord,senor,X
主任,director,director,X
主办,to organize,organizar,X
主导,to lead,liderar,X
主教,bishop,obispo,X
主权,sovereignty,soberanía,X
主流,main stream (of a river),corriente principal,X
主演,lead actor,protagonista,X
主管,in charge,encargado,X
主角,protagonist,protagonista,X
主题,theme,tema,X
丽莎,Lisa,Lisa,X
举世瞩目,to receive worldwide attention,atraer la atención mundial,X
举世闻名,(saying) world famous,mundialmente famoso,X
举动,act,acto,X
举起,raise,levantar,X
举足轻重,a foot's move sways the balance (idiom); to hold the balance of power,tener peso decisivo,X
乃,to be,ser,X
久等,wait long,esperar mucho,X
么,particle,particula,X
之一,one of,uno de,X
之上,above,encima de,X
之下,below,debajo de,X
之中,among,entre,X
之内,within,dentro de,X
之前,before,antes de,X
之后,after,despues de,X
之地,of the place,del lugar,X
之外,besides,ademas de,X
之所以,the reason why,la razon por la que,X
之类,and so on,y tal,X
之間,between,entre,X
之间,between,entre,X
乌黑,jet-black,negro azabache,X
乐意,to be willing to do sth,estar dispuesto a,X
乐谱,a musical score,partitura,X
乐趣,delight,deleite,X
乐队,band,banda,X
乔,Joe,Joe,X
乔伊,Joey,Joey,X
乔治,George,George,X
乖乖,be good,portate bien,X
乘务员,attendant on an airplane,azafato,X
乘客,passenger,pasajero,X
乞丐,beggar,mendigo,X
也好,also good,tambien,X
也就是说,that is to say,es decir,X
也許,perhaps,tal vez,X
习俗,custom,costumbre,X
乡村,countryside,campo,X
乡镇,village,pueblo,X
书法,calligraphy,caligrafía,X
书籍,books,libros,X
书记,secretary,secretario,X
书面,in writing,por escrito,X
买下,buy,comprar,X
买卖,business,negocio,X
乱来,act wildly,actuar sin orden,X
予以,to give,otorgar,X
争先恐后,striving to be first and fearing to be last (idiom); outdoing one another,competir por ser el primero,X
争夺,to fight over,disputar,X
争气,to work hard for sth,hacer méritos,X
争端,dispute,disputa,X
争议,controversy,controversia,X
事,matter,asunto,X
事业,undertaking,empresa,X
事件,event,suceso,X
事儿,thing,asunto,X
事务,(political,asuntos,X
事实上,in fact,de hecho,X
事實,fact,hecho,X
事态,situation,situación,X
事故,accident,accidente,X
事要,matter to,asunto para,X
事迹,deed,hazaña,X
事项,matter,cuestión,X
二十,twenty,veinte,X
二号,number two,numero dos,X
二氧化碳,carbon dioxide CO2,dióxido de carbono,X
于,in,en,X
亏待,to treat sb unfairly,tratar injustamente,X
亏损,deficit,pérdida,X
互联网,the Internet,internet,X
五个,five,cinco,X
五分钟,five minutes,cinco minutos,X
五年,five years,cinco anos,X
井,a well,pozo,X
亚,Asia,Asia,X
亚军,second place (in a sports contest),subcampeón,X
亚历克斯,Alex,Alex,X
亚当,Adam,Adam,X
亚瑟,Arthur,Arthur,X
交代,to hand over,entregar,X
交叉,to cross,cruzar,X
交往,to associate,relacionarse,X
交易,(business) transaction,transacción,X
交涉,to negotiate,negociar,X
交给,hand over to,entregar a,X
交谈,converse,conversar,X
亦,also,también,X
产业,industry,industria,X
亨利,Henry,Henry,X
亭子,pavilion,pabellón,X
亲,kiss,beso,X
亲人,relative,pariente,X
亲吻,kiss,beso,X
亲密,intimate,intimo,X
亲手,personally,personalmente,X
亲热,affectionate,cariñoso,X
亲身,personal,en persona,X
人为,artificial,artificial,X
人人,everyone,todos,X
人们,people,gente,X
人会,people will,la gente,X
人們,people,gente,X
人去,people go,la gente va,X
人士,person,persona,X
人家,other people,otras personas,X
人工,artificial,artificial,X
人性,human nature,naturaleza humana,X
人手,hand,mano de obra,X
人数,number of people,numero de personas,X
人来,people come,la gente viene,X
人格,personality,personalidad,X
人民,people,pueblo,X
人渣,scum,escoria,X
人群,crowd,multitud,X
人能,people can,la gente puede,X
人质,hostage,rehén,X
人道,human sympathy,humanidad,X
人间,the human world,el mundo humano,X
人類,humanity,humanidad,X
什,part of what,parte de que,X
什么样,what kind,que tipo,X
什麼,what,que,X
仁慈,benevolent,benevolente,X
仅,only,solo,X
仅仅,only,solo,X
仅供,only for,solo para,X
仅此而已,that's all,solo eso,X
仆人,servant,sirviente,X
仇恨,hatred,odio,X
今,today,hoy,X
今后,from now on,de ahora en adelante,X
今天下午,this afternoon,esta tarde,X
今年,this year,este ano,X
今日,today,hoy,X
今早,this morning,esta manana,X
今晚,tonight,esta noche,X
介意,to mind,importar,X
仍,still,todavia,X
仍旧,still (remaining),todavía,X
从不,never,nunca,X
从容不迫,calm,tranquilo,X
从小,from childhood,desde nino,X
从未,never,nunca,X
从来不,never,nunca,X
从没,never,nunca,X
仓促,all of a sudden,de repente,X
仓库,depot,almacén,X
仔,careful,cuidadoso,X
他人,others,otros,X
他们,they,ellos,X
他会,he will,el podra,X
他們,they,ellos,X
他妈的,damn,maldito,X
他媽,damn,maldito,X
他家,his home,su casa,X
他會,he will,el podra,X
他杀,homicide,homicidio,X
他来,he comes,el viene,X
付,to pay,pagar,X
付出,to pay,pagar,X
付出代价,pay the price,pagar el precio,X
付钱,to pay,pagar,X
代价,price,precio,X
代理,to act on behalf of sb in a responsible position,representar,X
代码,code,codigo,X
令,to make,hacer,X
令人,to make one,hacer a uno,X
以上,above,mas de,X
以下,below,abajo,X
以便,so that,para que,X
以免,in order to avoid,para evitar,X
以外,besides,ademas,X
以往,in the past,en el pasado,X
以至,down to,hasta,X
以致,to such an extent as to,de modo que,X
以色列,Israel,Israel,X
仪器,instrument,instrumento,X
仪式,ceremony,ceremonia,X
们,plural marker,marcador plural,X
价钱,price,precio,X
任,to appoint,nombrar,X
任何人,anyone,cualquiera,X
任命,to appoint and nominate,nombrar,X
任性,willful,caprichoso,X
任意,arbitrary,arbitrario,X
任重道远,a heavy load and a long road,tarea ardua y largo camino,X
仿宋,FangSong font,fuente FangSong,X
伊,Yi,Yi,X
伊丽莎白,Elizabeth,Elizabeth,X
伊拉克,Iraq,Irak,X
伊甸园,Eden,Eden,X
伊莎贝尔,Isabel,Isabel,X
休假,leave,permiso,X
休养,to recuperate,recuperarse,X
众所周知,see 眾所周知|众所周知[zhòng suǒ zhōu zhī],como todo el mundo sabe,X
优先,priority,prioridad,X
优异,exceptional,excepcional,X
优胜劣汰,survival of the fittest (idiom),supervivencia del más apto,X
优越,superior,superior,X
伙,partner,companero,X
伙计,buddy,colega,X
会儿,a while,un rato,X
会想,will think,pensara,X
会晤,to meet,reunirse,X
会来,will come,vendra,X
会见,to meet,reunirse,X
会长,chairman,presidente,X
会面,meeting,reunion,X
传,to pass,pasar,X
传单,leaflet,panfleto,X
传奇,legend,leyenda,X
传授,to impart,transmitir,X
传记,biography,biografía,X
传达,to pass on,transmitir,X
伤,to hurt,herir,X
伤口,wound,herida,X
伤害,to hurt,herir,X
伤脑筋,knotty,difícil,X
伦敦,London,Londres,X
伪,fake,falso,X
伪造,to forge,falsificar,X
伯母,wife of father's elder brother,esposa del hermano mayor del padre,X
伯爵,count,conde,X
伴侣,companion,compañero,X
伴随,to accompany,acompañar,X
伶俐,clever,listo,X
伸出,reach out,extender,X
伺候,to serve,servir,X
但,but,pero,X
但愿,if only,asi sea,X
位于,to be located at,estar situado,X
位子,seat,asiento,X
住口,shut up,callate,X
住在一起,live together,vivir juntos,X
住宅,residence,vivienda,X
住手,stop,alto,X
体内,in the body,en el cuerpo,X
体系,system,sistema,X
体谅,to empathize,comprender,X
体面,dignity,dignidad,X
何不,why not,por que no,X
何时,when,cuando,X
佛,Buddha,Buda,X
作,to do,hacer,X
作出,to make,hacer,X
作家,writer,escritor,X
作废,to become invalid,anularse,X
作弊,to practice fraud,hacer trampa,X
作息,work and rest,trabajo y descanso,X
作战,to fight,combatir,X
作為,as,como,X
作证,testify,testificar,X
作风,style,estilo,X
你们,you (plural),ustedes,X
你们好,hello (plural),hola a todos,X
你們,you (plural),ustedes,X
你别,don't you,no,X
你好,hello,hola,X
你家,your home,tu casa,X
你會,you will,tu podras,X
你現,you now,tu ahora,X
你老,you old,tu viejo,X
佬,fellow,tipo,X
佳肴,fine food,manjar,X
使命,mission (diplomatic or other),misión,X
使得,to make,hacer,X
來,to come,venir,X
例外,(make an) exception,excepción,X
例子,example,ejemplo,X
供不应求,supply does not meet demand,la oferta no satisface la demanda,X
供给,to furnish,suministrar,X
依托,to rely on,apoyarse en,X
依据,according to,según,X
依旧,as before,como antes,X
依次,in order,sucesivamente,X
依赖,to depend on,depender de,X
依靠,to rely on sth (for support etc),depender de,X
侦探,detective,detective,X
侧面,lateral side,lateral,X
侮辱,to insult,insultar,X
侵犯,to infringe on,infringir,X
便于,easy to,facilitar,X
便利,convenient,conveniente,X
便是,that is,es,X
便条,(informal) note,nota,X
係,particle,particula,X
俄国,Russia,Rusia,X
俄国人,Russian,ruso,X
俄罗斯,Russia,Rusia,X
俗话,common saying,refrán,X
俘虏,captive,cautivo,X
保住,keep,mantener,X
保佑,bless,bendecir,X
保养,to take good care of (or conserve) one's health,cuidar la salud,X
保卫,to defend,defender,X
保姆,nanny,niñera,X
保守,(politically) conservative,conservador,X
保安,security,seguridad,X
保密,to keep sth confidential,mantener en secreto,X
保管,to assure,guardar,X
保罗,Paul,Paul,X
保證,guarantee,garantia,X
保護,protect,proteger,X
保重,to take care of oneself,cuidarse,X
保险箱,safe,caja fuerte,X
保障,to ensure,garantizar,X
信仰,to believe in (a religion),creer en,X
信念,faith,fe,X
信誉,prestige,prestigio,X
信赖,to trust,confiar,X
修复,to restore,restaurar,X
修女,nun,monja,X
修好,to fix,arreglar,X
修建,to build,construir,X
修理,to repair,reparar,X
俯仰,lowering and raising of the head,bajar y levantar la cabeza,X
倆,both,ambos,X
個,measure word,clasificador,X
們,plural marker,marcador plural,X
倒下,fall down,caer,X
倒闭,to go bankrupt,quebrar,X
倘若,provided that,siempre que,X
候选,candidate,candidato,X
候选人,candidate,candidato,X
借助,to draw support from,valerse de,X
借鉴,to use other people's experience,tomar como referencia,X
倡导,to advocate,abogar por,X
倡议,to suggest,proponer,X
债券,bond,bono,X
值,value,valor,X
值班,to work a shift,hacer guardia,X
倾向,trend,tendencia,X
倾听,to listen attentively,escuchar atentamente,X
倾斜,to incline,inclinarse,X
假使,if,si,X
假期,vacation,vacaciones,X
假设,suppose that...,suponer,X
偏偏,sth turns out just the opposite of what one would expect,precisamente,X
偏僻,remote,remoto,X
偏差,bias,desviación,X
偏见,prejudice,prejuicio,X
做不了,cannot do,no poder hacer,X
做东,to act as host,hacer de anfitrión,X
做个,be a,ser un,X
做主,make the decision,decidir,X
做事,to work,trabajar,X
做些,do some,hacer,X
做出,to make,hacer,X
做到,to achieve,lograr,X
做好,to do well,hacer bien,X
做得好,well done,bien hecho,X
做成,to make,hacer,X
做梦,to dream,sonar,X
做法,practice,practica,X
做点,do some,hacer,X
做爱,to make love,hacer el amor,X
做过,have done,haber hecho,X
做饭,cook,cocinar,X
停,to stop,parar,X
停下,to stop,parar,X
停下来,to stop,parar,X
停手,stop,parar,X
停泊,to anchor,anclar,X
停滞,stagnation,estancamiento,X
停留,stay,quedarse,X
停车,to park,aparcar,X
停车场,parking lot,aparcamiento,X
停顿,to halt,detenerse,X
健全,robust,robusto,X
偶像,idol,idolo,X
偷,to steal,robar,X
偷偷,secretly,en secreto,X
偷走,steal away,robar,X
偿还,to repay,reembolsar,X
傢,fellow,tipo,X
储备,reserves,reservas,X
储存,stockpile,almacenar,X
储蓄,to deposit money,ahorrar dinero,X
傷害,harm,dano,X
傻子,fool,tonto,X
傻瓜,fool,tonto,X
像是,seems like,parece,X
僵尸,zombie,zombie,X
僵硬,stiff,rígido,X
儿,son,hijo,X
元宵节,Lantern Festival,Festival de los Faroles,X
元素,element,elemento,X
元首,head of state,jefe de Estado,X
充实,rich,sustancioso,X
充当,to serve as,servir de,X
充沛,abundant,abundante,X
充足,adequate,suficiente,X
先前,before,antes,X
先进,advanced (technology),avanzado,X
光彩,luster,brillo,X
光芒,rays of light,rayos de luz,X
光辉,radiance,resplandor,X
克拉,carat,quilate,X
克拉克,Clark,Clark,X
克斯,x (suffix),x,X
克莱尔,Claire,Claire,X
克里斯,Chris,Chris,X
免得,so as not to,para no,X
免疫,immunity (to disease),inmunidad,X
兑换,to convert,cambiar,X
兑现,(of a cheque etc) to cash,cobrar,X
兒,child,hijo,X
兒子,son,hijo,X
党,party,partido,X
兜,pocket,bolsillo,X
兢兢业业,cautious and conscientious,cauteloso y concienzudo,X
入侵,invasion,invasion,X
內,inside,dentro,X
全,all,todo,X
全世界,whole world,el mundo entero,X
全体,all,todos,X
全力,all out,a tope,X
全力以赴,to do at all costs,hacer todo lo posible,X
全国,nationwide,nacional,X
全家,whole family,toda la familia,X
全局,overall situation,situación general,X
全新,brand new,nuevo,X
全是,all are,todo es,X
全球,global,global,X
全身,whole body,cuerpo entero,X
全都,all,todo,X
兩,two,dos,X
兩個,two,dos,X
八个,eight,ocho,X
公众,public,publico,X
公关,public relations,relaciones públicas,X
公务,official business,asunto oficial,X
公告,post,anuncio,X
公婆,husband's parents,suegros,X
公安局,public security bureau,oficina de seguridad pública,X
公式,formula,fórmula,X
公正,just,justo,X
公民,citizen,ciudadano,X
公然,openly,abiertamente,X
公爵,duke,duque,X
公认,publicly known (to be),reconocido,X
公证,notarization,notaría,X
公路,highway,carretera,X
公道,fair,justo,X
六个,six,seis,X
六个月,six months,seis meses,X
兰,Lan,Lan,X
共,together,juntos,X
共和国,republic,república,X
共计,to sum up to,sumar,X
共鸣,resonance (physics),resonancia,X
关上,close,cerrar,X
关掉,to turn off,apagar,X
关注,to follow,seguir,X
关照,to take care,cuidar,X
关门,close door,cerrar la puerta,X
兴旺,prosperous,próspero,X
兴致勃勃,to become exhilarated (idiom); in high spirits,entusiasmado,X
兴隆,prosperous,próspero,X
兴高采烈,happy and excited (idiom); in high spirits,eufórico,X
兵,soldier,soldado,X
其,its,su,X
其他人,others,otros,X
其它,other,otro,X
其實,actually,en realidad,X
具有,to have,poseer,X
典型,model,modelo,X
典礼,celebration,ceremonia,X
兹,Zi,Zi,X
养,to raise,criar,X
兼职,to hold concurrent posts,trabajar a tiempo parcial,X
内在,intrinsic,intrínseco,X
内幕,inside story,interioridades,X
内心,inner heart,interior,X
内涵,meaning,significado,X
内衣,underwear,ropa interior,X
内裤,underwear,calzoncillos,X
内部,internal,interno,X
再也,no longer,ya no,X
再也不会,never again,nunca mas,X
再接再厉,to continue the struggle (idiom); to persist,perseverar,X
再有,have again,tener otra vez,X
再来,come again,otra vez,X
再次,once more,otra vez,X
再見,goodbye,adios,X
再说,besides,ademas,X
冒,to emit,emitir,X
冒充,to feign,hacerse pasar por,X
冒犯,to offend,ofender,X
写作,writing,escritura,X
写信,write letter,escribir carta,X
军,army,ejercito,X
军人,soldier,soldado,X
军官,officer,oficial,X
军队,army troops,ejército,X
农历,the traditional Chinese calendar,calendario lunar,X
农场,farm,granja,X
冤枉,hatred,injusticia,X
冬天,winter,invierno,X
冰,ice,hielo,X
冰淇淋,ice cream,helado,X
冰雹,hail,granizo,X
冲击,an attack,embate,X
冲动,to have an urge,impulso,X
冲突,conflict,conflicto,X
决策,strategic decision,decisión,X
况且,moreover,además,X
冷却,to cool off,enfriarse,X
冷淡,cold,frío,X
冷酷,grim,implacable,X
冷静下来,calm down,calmate,X
冻结,to freeze (loan,congelar,X
凄凉,desolate,desolado,X
准则,norm,norma,X
凌晨,very early in the morning,madrugada,X
凑合,to bring together,apañarse,X
凝固,to freeze,congelarse,X
凝聚,to condense,condensarse,X
凝视,to gaze at,mirar fijamente,X
几个,a few,unos pocos,X
几分钟,a few minutes,unos minutos,X
几句,a few sentences,unas frases,X
几周,a few weeks,unas semanas,X
几天,a few days,unos dias,X
几年,a few years,unos anos,X
几次,a few times,unas veces,X
几点,what time,que hora,X
凯尔,Kyle,Kyle,X
凯文,Kevin,Kevin,X
凯特,Kate,Kate,X
凯瑟琳,Katherine,Katherine,X
凯蒂,Katie,Katie,X
凯西,Cathy,Cathy,X
凶恶,fierce / vicious,feroz,X
凶手,murderer,asesino,X
凹凸,bumpy,desigual,X
出事,accident,accidente,X
出于,out of,por,X
出來,come out,salir,X
出卖,to offer for sale,vender,X
出去,to go out,salir,X
出名,famous,famoso,X
出售,for sale,en venta,X
出局,out,fuera,X
出息,future prospects,perspectivas,X
出手,take action,actuar,X
出来,to come out,salir,X
出洋相,to make a fool of oneself,hacer el ridículo,X
出現,to appear,aparecer,X
出神,entranced,absorto,X
出路,a way out (of a difficulty etc),salida,X
出身,to be born of,origen,X
出门,go out,salir,X
击中,to hit,golpear,X
击败,defeat,derrotar,X
分享,to share,compartir,X
分子,molecule,molecula,X
分寸,propriety,propiedad,X
分开,to separate,separar,X
分手,to split up,separarse,X
分散,to scatter,dispersar,X
分明,clearly demarcated,claramente,X
分歧,difference (of opinion,divergencia,X
分泌,to secrete,segregar,X
分离,separate,separacion,X
分红,a bonus,bonificación,X
分裂,to split up,dividir,X
分解,to resolve,descomponer,X
分辨,to distinguish,distinguir,X
分量,quantity,cantidad,X
切实,feasible,viable,X
切断,to cut off,cortar,X
刊物,publication,publicación,X
刊登,to carry a story,publicar,X
刑事,criminal,penal,X
划分,to divide,dividir,X
列举,a list,enumerar,X
列车,train,tren,X
刚,just now,recien,X
刚好,just right,justo,X
创业,to begin an undertaking,emprender,X
创作,to create,crear,X
创新,innovation,innovación,X
创立,to establish,establecer,X
初,beginning,principio,X
初步,initial,inicial,X
判决,judgment (by a court of law),sentencia,X
別,don't,no,X
別人,others,otros,X
利,benefit,beneficio,X
利亚,Liya,Liya,X
利害,pros and cons,pros y contras,X
利率,interest rates,tasa de interés,X
别动,don't move,no te muevas,X
别吵,be quiet,callate,X
别哭,don't cry,no llores,X
别墅,villa,villa / casa de campo,X
别忘了,don't forget,no olvides,X
别怕,don't fear,no temas,X
别想,don't think,no pienses,X
别扭,awkward,incómodo,X
别提,don't mention,no menciones,X
别无选择,no choice,sin opcion,X
别的,other,otro,X
别看,don't look,no mires,X
别碰,don't touch,no toques,X
别管,never mind,no te preocupes,X
别致,unique / elegant,elegante y original,X
别说,let alone,sin mencionar,X
别跟我,don't with me,no me,X
别闹,stop messing,deja,X
到时候,when the time comes,cuando llegue el momento,X
到来,arrival,llegada,X
到此为止,that's it,hasta aqui,X
制服,to subdue,someter,X
制止,to curb,detener,X
制约,to restrict,condicionar,X
制裁,to punish,sancionar,X
制订,to work out,elaborar,X
刹车,to brake (when driving),frenar,X
刹那,an instant (Sanskrit: ksana),un instante,X
刺,thorn,espina,X
刻不容缓,to brook no delay,no admitir demora,X
削弱,to weaken,debilitar,X
前,front,frente,X
前往,to head for,dirigirse a,X
前提,premise,premisa,X
前景,foreground,perspectiva,X
前来,come forward,acercarse,X
前辈,senior,senior,X
前进,to advance,avanzar,X
剑,sword,espada,X
剛剛,just now,recien,X
剛才,just now,recien,X
剥削,to exploit,explotar,X
剧本,script for play,guion,X
剧烈,violent,violento,X
剧院,theater,teatro,X
剩下,remaining,restante,X
剪,to cut,cortar,X
剪彩,to cut the ribbon (at a launching or opening ceremony),cortar la cinta,X
副,secondary,secundario,X
