Chinese_Lemma,English_Lemma,Chinese_Lemma,POS
对联,couplet,对联,NOUN
寻常,ordinary,寻常,ADJ
寻求,seek,寻求,VERB
寻觅,search for,寻觅,VERB
导向,guide,导向,VERB
导师,tutor,导师,NOUN
导弹,missile,导弹,NOUN
导航,navigation,导航,NOUN
封,seal,封,VERB
封建,feudal,封建,ADJ
封锁,blockade,封锁,VERB
封闭,close,封闭,VERB
射,shoot,射,VERB
将,will,将,ADV
将会,will,将会,ADV
将军,general,将军,NOUN
将要,will,将要,ADV
将近,nearly,将近,ADV
尊严,dignity,尊严,NOUN
对,correct,对,ADJ
小丑,clown,小丑,NOUN
小事,trifle,小事,NOUN
小人,villain,小人,NOUN
小心翼翼,cautious and solemn idiom very carefully,小心翼翼,ADJ
小组,group,小组,NOUN
小队,squad,小队,NOUN
少女,girl,少女,NOUN
少年,teenager,少年,NOUN
少校,major,少校,NOUN
尖叫,to scream,尖叫,VERB
尖端,sharp pointed end,尖端,NOUN
尝试,to try,尝试,VERB
就业,to find employment,就业,VERB
就位,to be in position,就位,VERB
就职,to take office,就职,VERB
就近,nearby,就近,ADV
尴尬,awkward,尴尬,ADJ
尸体,dead body,尸体,NOUN
尺,ruler,尺,NOUN
尽,to exhaust,尽,VERB
尽可能,as much as possible,尽可能,ADV
尽头,the end,尽头,NOUN
尽快,as quickly as possible,尽快,ADV
尽情,to one's heart's content,尽情,ADV
尿,urine,尿,NOUN
局,bureau,局,NOUN
局势,situation,局势,NOUN
局部,part,局部,NOUN
局长,director,局长,NOUN
局限,to limit,局限,VERB
局面,aspect,局面,NOUN
屁,fart,屁,NOUN
屁股,buttocks,屁股,NOUN
层出不穷,to emerge one after another,层出不穷,ADJ
层次,arrangement of ideas,层次,NOUN
居住,to reside,居住,VERB
居民,resident,居民,NOUN
屈服,to surrender,屈服,VERB
屋,house,屋,NOUN
屋顶,roof,屋顶,NOUN
屎,feces,屎,NOUN
屏障,barrier,屏障,NOUN
屑,scraps,屑,NOUN
展望,outlook,展望,NOUN
展现,to display,展现,VERB
展示,to exhibit,展示,VERB
屠杀,massacre,屠杀,NOUN
屡次,repeatedly,屡次,ADV
履行,to fulfill,履行,VERB
山,mountain,山,NOUN
山脉,mountain range,山脉,NOUN
岁月,years,岁月,NOUN
岂有此理,preposterous,岂有此理,ADJ
岔,fork,岔,NOUN
岗位,post,岗位,NOUN
岛屿,island,岛屿,NOUN
岩石,rock,岩石,NOUN
岳父,father-in-law,岳父,NOUN
峡谷,canyon,峡谷,NOUN
崇拜,to worship,崇拜,VERB
崇敬,to revere,崇敬,VERB
崇高,lofty,崇高,ADJ
崩溃,to collapse,崩溃,VERB
崭新,brand new,崭新,ADJ
川流不息,unending flow,川流不息,ADJ
州,prefecture,州,NOUN
州长,governor,州长,NOUN
巡逻,to patrol,巡逻,VERB
工作室,studio,工作室,NOUN
工夫,time,工夫,NOUN
工程,engineering,工程,NOUN
工艺品,handicraft,工艺品,NOUN
左,left,左,NOUN
左右,approximately,左右,ADV
巧合,coincidence,巧合,NOUN
巨人,giant,巨人,NOUN
巩固,to consolidate,巩固,VERB
差劲,lousy,差劲,ADJ
差点,almost,差点,ADV
差距,gap,差距,NOUN
已,already,已,ADV
巴不得,to be eager for,巴不得,VERB
巴士,bus,巴士,NOUN
巴结,to fawn on,巴结,VERB
巷,lane,巷,NOUN
市,city,市,NOUN
市民,citizen,市民,NOUN
市长,mayor,市长,NOUN
布告,notice,布告,NOUN
布局,layout,布局,NOUN
布置,to arrange,布置,VERB
帅哥,handsome guy,帅哥,NOUN
师,teacher,师,NOUN
师父,master,师父,NOUN
师范,teacher training,师范,NOUN
帐篷,tent,帐篷,NOUN
帝国,empire,帝国,NOUN
带子,belt,带子,NOUN
干劲,enthusiasm,干劲,NOUN
干掉,to kill,干掉,VERB
干旱,drought,干旱,NOUN
干活,to work,干活,VERB
干涉,to interfere,干涉,VERB
干预,to intervene,干预,VERB
平凡,ordinary,平凡,ADJ
平原,plain,平原,NOUN
平坦,flat,平坦,ADJ
平安,safe,平安,ADJ
平民,civilian,平民,NOUN
平行,parallel,平行,ADJ
平面,plane,平面,NOUN
年度,annual,年度,NOUN
年轻人,young person,年轻人,NOUN
并,and,并,CCONJ
并列,to stand side by side,并列,VERB
并存,to coexist,并存,VERB
并非,is not,并非,ADV
幸会,nice to meet you,幸会,INTJ
幸好,fortunately,幸好,ADV
幸存者,survivor,幸存者,NOUN
干,to do,干,VERB
幻觉,hallucination,幻觉,NOUN
幼稚,childish,幼稚,ADJ
幽灵,ghost,幽灵,NOUN
广阔,vast,广阔,ADJ
庄严,solemn,庄严,ADJ
庄重,solemn,庄重,ADJ
床,bed,床,NOUN
床单,bed sheet,床单,NOUN
序言,preface,序言,NOUN
应,should,应,AUX
应得,deserve,应得,VERB
应邀,at someone's invitation,应邀,ADV
应酬,socialize,应酬,VERB
底下,underneath,底下,NOUN
店,shop,店,NOUN
庞大,huge,庞大,ADJ
废墟,ruins,废墟,NOUN
废物,trash,废物,NOUN
废除,abolish,废除,VERB
度,degree,度,NOUN
度假,vacation,度假,VERB
座右铭,motto,座右铭,NOUN
庸俗,vulgar,庸俗,ADJ
廉洁,incorruptible,廉洁,ADJ
延伸,extend,延伸,VERB
延期,postpone,延期,VERB
延续,continue,延续,VERB
建,build,建,VERB
建造,build,建造,VERB
开会,hold a meeting,开会,VERB
开口,speak,开口,VERB
开启,open,开启,VERB
开展,launch,开展,VERB
开拓,develop,开拓,VERB
开支,expenditure,开支,NOUN
开明,enlightened,开明,ADJ
开朗,cheerful,开朗,ADJ
开枪,fire a gun,开枪,VERB
开水,boiled water,开水,NOUN
开火,open fire,开火,VERB
开车,drive,开车,VERB
开辟,open up,开辟,VERB
开采,mine,开采,VERB
开阔,open,开阔,ADJ
开除,to expel,开除,VERB
异常,abnormal,异常,ADJ
弊病,malady,弊病,NOUN
弊端,malpractice,弊端,NOUN
引发,to trigger,引发,VERB
引导,to guide,引导,VERB
引擎,engine,引擎,NOUN
引爆,to detonate,引爆,VERB
引用,to quote,引用,VERB
弥漫,to permeate,弥漫,VERB
弥补,to make up for,弥补,VERB
弦,string,弦,NOUN
弧,arc,弧,NOUN
弱点,weak point,弱点,NOUN
弹性,flexibility,弹性,NOUN
强,strong,强,ADJ
强制,to enforce,强制,VERB
强壮,strong,强壮,ADJ
强大,powerful,强大,ADJ
强奸,to rape,强奸,VERB
强迫,to compel,强迫,VERB
归,to return,归,VERB
归纳,to summarize,归纳,VERB
归还,to return,归还,VERB
当中,among,当中,ADP
当事人,person involved,当事人,NOUN
当作,to treat as,当作,VERB
当初,at that time,当初,ADV
当前,current,当前,ADJ
当务之急,top priority,当务之急,NOUN
当场,on the spot,当场,ADV
当年,in those days,当年,NOUN
当心,to take care,当心,VERB
当成,to treat as,当成,VERB
当选,to be elected,当选,VERB
当面,to someone's face,当面,ADV
录像,video recording,录像,NOUN
形态,form,形态,NOUN
彩票,lottery ticket,彩票,NOUN
影像,image,影像,NOUN
影片,film,影片,NOUN
往事,past events,往事,NOUN
往前,forward,往前,ADV
往常,habitually (in the past),往常,NOUN
征收,to levy,征收,VERB
征服,to conquer,征服,VERB
待,to stay,待,VERB
待会儿,in a while,待会儿,ADV
很久,for a long time,很久,ADV
很久以前,long ago,很久以前,ADV
很多,many,很多,ADJ
很少,rarely,很少,ADV
很快,soon,很快,ADV
徒弟,apprentice,徒弟,NOUN
得不偿失,the gains do not make up for the losses,得不偿失,VERB
得出,to deduce,得出,VERB
得分,score,得分,NOUN
得到,to get,得到,VERB
得力,capable,得力,ADJ
得天独厚,richly endowed by nature,得天独厚,ADJ
得知,to find out,得知,VERB
得罪,to offend,得罪,VERB
徘徊,to pace back and forth,徘徊,VERB
复,to resume,复,VERB
循序渐进,to proceed in an orderly way,循序渐进,VERB
循环,to cycle,循环,VERB
微不足道,negligible,微不足道,ADJ
微观,microscopic,微观,NOUN
德,virtue,德,NOUN
心,heart,心,NOUN
心得,knowledge gained,心得,NOUN
心态,attitude,心态,NOUN
心意,intention,心意,NOUN
心灵,soul,心灵,NOUN
心疼,to love dearly,心疼,VERB
心眼儿,one's thoughts,心眼儿,NOUN
心脏病,heart disease,心脏病,NOUN
心血,heart's blood,心血,NOUN
心跳,heartbeat,心跳,NOUN
心里,in one's heart,心里,NOUN
必定,certainly,必定,ADV
忌讳,taboo,忌讳,NOUN
忍受,to endure,忍受,VERB
忍耐,to endure,忍耐,VERB
志气,ambition,志气,NOUN
忘,to forget,忘,VERB
忘掉,to forget,忘掉,VERB
忙碌,busy,忙碌,ADJ
忠实,faithful,忠实,ADJ
忠诚,loyal,忠诚,ADJ
忧郁,melancholy,忧郁,ADJ
快活,cheerful,快活,ADJ
快要,about to,快要,ADV
快速,fast,快速,ADJ
忽略,to neglect,忽略,VERB
怀孕,to be pregnant,怀孕,VERB
怎样,how,怎样,PRON
怕,to fear,怕,VERB
思念,to miss,思念,VERB
思索,to ponder,思索,VERB
思绪,train of thought,思绪,NOUN
思维,thinking,思维,NOUN
怠慢,to slight,怠慢,VERB
急,anxious,急,ADJ
急于求成,anxious for quick results,急于求成,VERB
急切,eager,急切,ADJ
急剧,rapid,急剧,ADJ
急功近利,seeking instant benefit,急功近利,ADJ
急躁,impatient,急躁,ADJ
性,sex,性,NOUN
性交,intercourse,性交,NOUN
性命,life,性命,NOUN
性情,nature,性情,NOUN
性感,sex appeal,性感,NOUN
性爱,sex,性爱,NOUN
性能,performance,性能,NOUN
怪,strange,怪,ADJ
怪人,weirdo,怪人,NOUN
怪兽,monster,怪兽,NOUN
怪异,weird,怪异,ADJ
怪物,monster,怪物,NOUN
怪胎,freak,怪胎,NOUN
总,always,总,ADV
总会,will surely,总会,ADV
总和,sum,总和,NOUN
总得,have to,总得,ADV
总有,always have,总有,VERB
总有一天,one day,总有一天,ADV
总监,director,总监,NOUN
总而言之,in short,总而言之,ADV
总部,headquarters,总部,NOUN
恍然大悟,to suddenly realize,恍然大悟,VERB
恐吓,to threaten,恐吓,VERB
恐怖分子,terrorist,恐怖分子,NOUN
恐惧,fear,恐惧,NOUN
恐慌,panic,恐慌,NOUN
恨不得,to wish one could,恨不得,VERB
恩,favor kindness,恩,NOUN
恩怨,gratitude and resentment personal feud,恩怨,NOUN
恭喜,to congratulate,恭喜,VERB
恭敬,respectful deferential,恭敬,ADJ
恰到好处,just right perfect,恰到好处,ADJ
恰巧,coincidentally by chance,恰巧,ADV
恰当,appropriate fitting,恰当,ADJ
恳切,earnest sincere,恳切,ADJ
恶化,to worsen to deteriorate,恶化,VERB
恶心,nauseous disgusting,恶心,ADJ
恶魔,demon devil,恶魔,NOUN
恼火,to get angry annoyed,恼火,ADJ
悔恨,remorse regret,悔恨,NOUN
患者,patient sufferer,患者,NOUN
您好,hello (polite),您好,INTJ
悬崖峭壁,sheer cliffs precipitous rocks,悬崖峭壁,NOUN
悬念,suspense,悬念,NOUN
悬挂,to hang to suspend,悬挂,VERB
悲伤,sad sorrowful,悲伤,ADJ
悲剧,tragedy,悲剧,NOUN
悲哀,sorrowful pitiful,悲哀,ADJ
悲惨,miserable tragic,悲惨,ADJ
情,feeling emotion love,情,NOUN
情人,lover sweetheart,情人,NOUN
情形,situation circumstances,情形,NOUN
情感,emotion feeling,情感,NOUN
情报,intelligence information,情报,NOUN
情理,reason and justice common sense,情理,NOUN
情节,plot episode,情节,NOUN
惊人,astonishing amazing,惊人,ADJ
惊动,to disturb to alarm,惊动,VERB
惊喜,pleasant surprise,惊喜,NOUN
惊奇,to be amazed surprised,惊奇,ADJ
惊讶,amazed,惊讶,ADJ
惋惜,to feel sorry for,惋惜,VERB
惦记,to keep thinking about,惦记,VERB
惨,miserable,惨,ADJ
惩罚,to punish,惩罚,VERB
惯例,convention,惯例,NOUN
想不到,unexpectedly,想不到,ADV
想像,to imagine,想像,VERB
想到,to think of,想到,VERB
想方设法,to think up every possible method idiom to devise ways and means,想方设法,VERB
想法,idea,想法,NOUN
想要,to want,想要,VERB
想起,to recall,想起,VERB
惹,to provoke,惹,VERB
惹祸,to stir up trouble,惹祸,VERB
愈,to heal,愈,VERB
意向,intention,意向,NOUN
意味着,to signify,意味着,VERB
意图,intent,意图,NOUN
意志,will,意志,NOUN
意料,to anticipate,意料,VERB
意识,consciousness,意识,NOUN
愚昧,ignorant,愚昧,ADJ
愚蠢,silly,愚蠢,ADJ
爱,love,爱,NOUN
感兴趣,interested,感兴趣,ADJ
感到,to feel,感到,VERB
感慨,to sigh with sorrow,感慨,VERB
感染,infection,感染,NOUN
愣,distracted,愣,ADJ
愿,to wish,愿,VERB
慈祥,kindly,慈祥,ADJ
慌忙,in a great rush,慌忙,ADJ
慎重,cautious,慎重,ADJ
慢性,chronic,慢性,ADJ
慢慢,slowly,慢慢,ADV
慰,to comfort,慰,VERB
慰问,to express sympathy,慰问,VERB
慷慨,generous,慷慨,ADJ
憋,to hold back,憋,VERB
懂得,to understand,懂得,VERB
懒惰,lazy,懒惰,ADJ
懦夫,coward,懦夫,NOUN
戏,play,戏,NOUN
成,to become,成,VERB
成交,to close a deal,成交,VERB
成员,member,成员,NOUN
成天,all day long,成天,ADV
成心,intentional,成心,ADJ
成效,effect,成效,NOUN
成本,cost,成本,NOUN
我俩,we two,我俩,PRON
戒备,to take precautions,戒备,NOUN
或,or,或,PART
或是,or,或是,NOUN
或許,perhaps,或許,NOUN
或许,perhaps,或许,NOUN
战场,battlefield,战场,NOUN
战士,warrior,战士,NOUN
战役,military campaign,战役,NOUN
战斗,to fight,战斗,VERB
战术,tactics,战术,NOUN
战略,strategy,战略,NOUN
战胜,to defeat,战胜,VERB
截至,up to (a time),截至,VERB
房,room,房,NOUN
房子,house,房子,NOUN
房租,rent,房租,NOUN
所在,location,所在,NOUN
所有人,everyone,所有人,PRON
所知,what is known,所知,NOUN
所说,what is said,所说,NOUN
扁,flat,扁,ADJ
手,hand,手,NOUN
手下,subordinate,手下,NOUN
手势,gesture,手势,NOUN
手枪,pistol,手枪,NOUN
手段,means,手段,NOUN
手法,technique,手法,NOUN
手臂,arm,手臂,NOUN
手艺,craftsmanship,手艺,NOUN
才刚,just now,才刚,ADV
才干,ability,才干,NOUN
才能,ability,才能,NOUN
扎,to prick,扎,VERB
扎实,solid,扎实,ADJ
定理,theorem,定理,NOUN
范畴,category,范畴,NOUN
机制,mechanism,机制,NOUN
要素,element,要素,NOUN
规范,norm,规范,NOUN
方针,policy,方针,NOUN
策略,strategy,策略,NOUN
途径,approach,途径,NOUN
层面,level,层面,NOUN
立场,stance,立场,NOUN
理念,concept,理念,NOUN
知觉,perception,知觉,NOUN
直觉,intuition,直觉,NOUN
梦想,dream,梦想,NOUN
欲望,desire,欲望,NOUN
渴望,longing,渴望,NOUN
绝望,despair,绝望,NOUN
细心,carefulness,细心,NOUN
用心,attentiveness,用心,NOUN
焦虑,anxiety,焦虑,NOUN
胆怯,timidity,胆怯,NOUN
怯懦,cowardice,怯懦,NOUN
虚荣,vanity,虚荣,NOUN
虚伪,hypocrisy,虚伪,NOUN
真诚,sincerity,真诚,NOUN
背叛,betrayal,背叛,NOUN
猜疑,suspicion,猜疑,NOUN
确信,certainty,确信,NOUN
精确,precise,精确,ADJ
误解,misunderstand,误解,VERB
知晓,know,知晓,VERB
识别,identify,识别,VERB
辨别,distinguish,辨别,VERB
分类,classify,分类,VERB
推断,infer,推断,VERB
推测,infer,推测,VERB
猜测,guess,猜测,VERB
评估,evaluate,评估,VERB
裁定,rule,裁定,VERB
审议,deliberate,审议,VERB
回想,recall,回想,VERB
遗忘,forget,遗忘,VERB
疏忽,negligence,疏忽,NOUN
缺陷,defect,缺陷,NOUN
劣势,disadvantage,劣势,NOUN
强项,strength,强项,NOUN
特长,specialty,特长,NOUN
潜力,potential,潜力,NOUN
吸引力,attraction,吸引力,NOUN
影响力,influence,影响力,NOUN
竞争力,competitiveness,竞争力,NOUN
创造力,creativity,创造力,NOUN
想象力,imagination,想象力,NOUN
记忆力,memory,记忆力,NOUN
注意力,attention,注意力,NOUN
观察力,observation,观察力,NOUN
判断力,judgment,判断力,NOUN
表达力,expression,表达力,NOUN
理解力,comprehension,理解力,NOUN
执行力,execution,执行力,NOUN
组织力,organization,组织力,NOUN
领导力,leadership,领导力,NOUN
凝聚力,cohesion,凝聚力,NOUN
向心力,centripetal force,向心力,NOUN
离心力,centrifugal force,离心力,NOUN
阻力,resistance,阻力,NOUN
助力,assistance,助力,NOUN
效力,effectiveness,效力,NOUN
效益,benefit,效益,NOUN
结局,ending,结局,NOUN
终结,end,终结,NOUN
终止,terminate,终止,VERB
中止,suspend,中止,VERB
撤销,revoke,撤销,VERB
消除,eliminate,消除,VERB
清除,clear,清除,VERB
排除,exclude,排除,VERB
解除,lift,解除,VERB
缓和,mitigate,缓和,VERB
改良,improve,改良,VERB
变革,transform,变革,VERB
变动,change,变动,NOUN
演变,evolution,演变,NOUN
演化,evolution,演化,NOUN
转化,transform,转化,VERB
转换,convert,转换,VERB
转移,transfer,转移,VERB
搬迁,relocate,搬迁,VERB
迁移,migrate,迁移,VERB
殖民,colonize,殖民,VERB
定居,settle,定居,VERB
栖息,inhabit,栖息,VERB
生存,survive,生存,VERB
展示会,exhibition,展示会,NOUN
美术馆,art gallery,美术馆,NOUN
文化馆,cultural center,文化馆,NOUN
体育馆,gymnasium,体育馆,NOUN
大剧院,grand theater,大剧院,NOUN
音乐厅,concert hall,音乐厅,NOUN
会议中心,conference center,会议中心,NOUN
展览中心,exhibition center,展览中心,NOUN
商业中心,commercial center,商业中心,NOUN
金融中心,financial center,金融中心,NOUN
购物中心,shopping center,购物中心,NOUN
娱乐中心,entertainment center,娱乐中心,NOUN
研究中心,research center,研究中心,NOUN
培训中心,training center,培训中心,NOUN
养老院,nursing home,养老院,NOUN
孤儿院,orphanage,孤儿院,NOUN
福利院,welfare home,福利院,NOUN
收容所,shelter,收容所,NOUN
避难所,refuge,避难所,NOUN
避风港,safe haven,避风港,NOUN
港口,port,港口,NOUN
码头,dock,码头,NOUN
海滨,seaside,海滨,NOUN
海岸,coast,海岸,NOUN
海滩,beach,海滩,NOUN
绿洲,oasis,绿洲,NOUN
草原,grassland,草原,NOUN
高原,plateau,高原,NOUN
盆地,basin,盆地,NOUN
瀑布,waterfall,瀑布,NOUN
湖泊,lake,湖泊,NOUN
池塘,pond,池塘,NOUN
河流,river,河流,NOUN
溪流,stream,溪流,NOUN
运河,canal,运河,NOUN
渠道,channel,渠道,NOUN
水库,reservoir,水库,NOUN
桥梁,bridge,桥梁,NOUN
隧道,tunnel,隧道,NOUN
高速公路,highway,高速公路,NOUN
铁路,railway,铁路,NOUN
航线,route,航线,NOUN
车站,station,车站,NOUN
边境,border,边境,NOUN
证书,certificate,证书,NOUN
许可证,permit,许可证,NOUN
许可,permit,许可,NOUN
容许,allow,容许,VERB
阻碍,hinder,阻碍,VERB
困境,predicament,困境,NOUN
灾难,disaster,灾难,NOUN
损害,damage,损害,NOUN
融资,financing,融资,NOUN
债务,debt,债务,NOUN
资产,asset,资产,NOUN
资本,capital,资本,NOUN
经费,funds,经费,NOUN
产值,output value,产值,NOUN
支出,expenditure,支出,NOUN
预算,budget,预算,NOUN
决算,final accounts,决算,NOUN
税收,tax revenue,税收,NOUN
免税,tax-exempt,免税,ADJ
纳税,pay tax,纳税,VERB
逃税,tax evasion,逃税,NOUN
关税,tariff,关税,NOUN
顺差,surplus,顺差,NOUN
逆差,deficit,逆差,NOUN
需求,demand,需求,NOUN
协作,collaboration,协作,NOUN
协同,synergy,协同,NOUN
调解,mediate,调解,VERB
仲裁,arbitrate,仲裁,VERB
争执,dispute,争执,NOUN
抵抗,resist,抵抗,VERB
抗击,fight back,抗击,VERB
打击,strike,打击,VERB
攻击,attack,攻击,VERB
防御,defense,防御,NOUN
维持,maintain,维持,VERB
确保,ensure,确保,VERB
核实,verify,核实,VERB
查实,verify,查实,VERB
审核,review,审核,VERB
审批,approve,审批,VERB
授权,authorize,授权,VERB
聘任,appoint,聘任,VERB
解雇,dismiss,解雇,VERB
离职,resign,离职,VERB
换届,term transition,换届,NOUN
投票,vote,投票,VERB
竞选,campaign,竞选,VERB
落选,lose an election,落选,VERB
政权,regime,政权,NOUN
法规,regulation,法规,NOUN
体制,system,体制,NOUN
机构,institution,机构,NOUN
群众,masses,群众,NOUN
民众,public,民众,NOUN
国民,citizen,国民,NOUN
村民,villager,村民,NOUN
牧民,herder,牧民,NOUN
渔民,fisherman,渔民,NOUN
法官,judge,法官,NOUN
检察官,prosecutor,检察官,NOUN
证人,witness,证人,NOUN
嫌疑犯,suspect,嫌疑犯,NOUN
参与者,participant,参与者,NOUN
组织者,organizer,组织者,NOUN
领导者,leader,领导者,NOUN
管理者,manager,管理者,NOUN
执行者,executor,执行者,NOUN
决策者,decision-maker,决策者,NOUN
投资者,investor,投资者,NOUN
消费者,consumer,消费者,NOUN
生产者,producer,生产者,NOUN
供应者,supplier,供应者,NOUN
购买者,buyer,购买者,NOUN
销售者,seller,销售者,NOUN
服务者,service provider,服务者,NOUN
受益者,beneficiary,受益者,NOUN
创始者,founder,创始者,NOUN
继承者,successor,继承者,NOUN
追随者,follower,追随者,NOUN
支持者,supporter,支持者,NOUN
反对者,opponent,反对者,NOUN
竞争者,competitor,竞争者,NOUN
合作者,collaborator,合作者,NOUN
协调者,coordinator,协调者,NOUN
调解者,mediator,调解者,NOUN
仲裁者,arbitrator,仲裁者,NOUN
监督者,supervisor,监督者,NOUN
观察者,observer,观察者,NOUN
记录者,recorder,记录者,NOUN
报告者,reporter,报告者,NOUN
传播者,disseminator,传播者,NOUN
接受者,receiver,接受者,NOUN
传递者,transmitter,传递者,NOUN
创造者,creator,创造者,NOUN
发明者,inventor,发明者,NOUN
发现者,discoverer,发现者,NOUN
探索者,explorer,探索者,NOUN
研究者,researcher,研究者,NOUN
学者,scholar,学者,NOUN
讲师,lecturer,讲师,NOUN
毕业生,graduate,毕业生,NOUN
本科生,undergraduate,本科生,NOUN
博士生,doctoral student,博士生,NOUN
留学生,international student,留学生,NOUN
研究员,researcher,研究员,NOUN
院士,academician,院士,NOUN
半决赛,semifinal,半决赛,NOUN
淘汰赛,knockout match,淘汰赛,NOUN
循环赛,round-robin tournament,循环赛,NOUN
表演赛,exhibition match,表演赛,NOUN
资格赛,qualifier,资格赛,NOUN
热身赛,warm-up match,热身赛,NOUN
联赛,league,联赛,NOUN
锦标赛,tournament,锦标赛,NOUN
邀请赛,invitational tournament,邀请赛,NOUN
公开赛,open tournament,公开赛,NOUN
运动员,athlete,运动员,NOUN
裁判,referee,裁判,NOUN
队长,captain,队长,NOUN
队员,team member,队员,NOUN
队友,teammate,队友,NOUN
门票,ticket,门票,NOUN
赛季,season,赛季,NOUN
比分,score,比分,NOUN
打破纪录,break a record,打破纪录,VERB
创造纪录,set a record,创造纪录,VERB
保持纪录,hold a record,保持纪录,VERB
世界纪录,world record,世界纪录,NOUN
全国纪录,national record,全国纪录,NOUN
个人纪录,personal record,个人纪录,NOUN
历史纪录,historical record,历史纪录,NOUN
档案,archive,档案,NOUN
文献,literature,文献,NOUN
素材,source material,素材,NOUN
题材,subject matter,题材,NOUN
议题,agenda item,议题,NOUN
难题,difficult problem,难题,NOUN
课题,research topic,课题,NOUN
职责,duty,职责,NOUN
职能,function,职能,NOUN
职权,authority,职权,NOUN
权益,rights and interests,权益,NOUN
福利,welfare,福利,NOUN
报酬,remuneration,报酬,NOUN
薪酬,salary,薪酬,NOUN
理赔,claim settlement,理赔,NOUN
投保,insure,投保,VERB
承保,underwrite,承保,VERB
勒索,extort,勒索,VERB
诈骗,fraud,诈骗,NOUN
欺骗,deceive,欺骗,VERB
谎言,lie,谎言,NOUN
真相,truth,真相,NOUN
证词,testimony,证词,NOUN
口供,confession,口供,NOUN
供词,statement,供词,NOUN
审讯,interrogate,审讯,VERB
裁决,ruling,裁决,NOUN
定罪,convict,定罪,VERB
