Chinese_Lemma,English_Lemma,Chinese_Lemma,POS
化妆,to put on makeup,化妆,VERB
医疗,medical care,医疗,NOUN
单身,single,单身,ADJ
占,to occupy,占,VERB
即将,soon,即将,ADV
压岁钱,lucky money,压岁钱,NOUN
原先,former,原先,ADJ
原本,originally,原本,ADV
双胞胎,twin,双胞胎,NOUN
发出,to send out,发出,VERB
发呆,to stare blankly,发呆,VERB
发型,hairstyle,发型,NOUN
发布,to release,发布,VERB
发火,to lose one's temper,发火,VERB
发疯,to go crazy,发疯,VERB
发誓,to vow,发誓,VERB
发财,to get rich,发财,VERB
取得,to obtain,取得,VERB
受够了,to have had enough,受够了,VERB
口气,tone,口气,NOUN
可不是,indeed,可不是,ADV
可笑,ridiculous,可笑,ADJ
可能性,possibility,可能性,NOUN
台风,typhoon,台风,NOUN
叹气,to sigh,叹气,VERB
名单,list,名单,NOUN
后退,retreat,后退,VERB
吓人,scary,吓人,ADJ
吵醒,to wake up,吵醒,VERB
吹牛,to brag,吹牛,VERB
商人,merchant,商人,NOUN
喉咙,throat,喉咙,NOUN
嘴唇,lip,嘴唇,NOUN
四处,everywhere,四处,ADV
回复,reply,回复,VERB
圣诞,Christmas,圣诞,NOUN
在意,to care about,在意,VERB
地下室,basement,地下室,NOUN
地点,location,地点,NOUN
地面,ground,地面,NOUN
坑,pit,坑,NOUN
坡,slope,坡,NOUN
型,type,型,NOUN
埋,bury,埋,VERB
城堡,castle,城堡,NOUN
培训,to train,培训,VERB
塞,to stuff,塞,VERB
夏令营,summer camp,夏令营,NOUN
外星人,alien,外星人,NOUN
大不了,at worst,大不了,ADV
大厅,hall,大厅,NOUN
大师,master,大师,NOUN
大脑,brain,大脑,NOUN
大陆,mainland,大陆,NOUN
天使,angel,天使,NOUN
天堂,heaven,天堂,NOUN
天才,genius,天才,NOUN
天然气,natural gas,天然气,NOUN
天生,innate,天生,ADJ
太空,outer space,太空,NOUN
头儿,boss,头儿,NOUN
头脑,mind,头脑,NOUN
夸张,exaggerate,夸张,VERB
奖励,to reward,奖励,VERB
女王,queen,女王,NOUN
奶酪,cheese,奶酪,NOUN
好些,quite a few,好些,ADJ
指出,point out,指出,VERB
抱怨,complain,抱怨,VERB
调查,investigate,调查,VERB
裁判,referee,裁判,NOUN
放大,magnify,放大,VERB
尽力,do one's best,尽力,ADV
现场,scene,现场,NOUN
因此,therefore,因此,ADV
不光,not only,不光,CCONJ
一方面,on one hand,一方面,ADV
另一方面,on the other hand,另一方面,ADV
盯,to stare,盯,VERB
搜,to search,搜,VERB
退出,to withdraw,退出,VERB
犯,to commit,犯,VERB
握,to grip,握,VERB
细,fine,细,ADJ
说法,claim,说法,NOUN
解开,to untie,解开,VERB
拦住,to block,拦住,VERB
某些,certain,某些,DET
狠,fierce,狠,ADJ
亲眼,personally,亲眼,ADV
挖出,to dig,挖出,VERB
股票,stock,股票,NOUN
自豪,proud,自豪,ADJ
至今,so far,至今,ADV
英俊,handsome,英俊,ADJ
营业,to be open for business,营业,VERB
行业,industry,行业,NOUN
补充,to supplement,补充,VERB
讲座,lecture,讲座,NOUN
讲究,particularity,讲究,NOUN
评价,evaluation,评价,NOUN
说服,to persuade,说服,VERB
调整,to adjust,调整,VERB
谦虚,modest,谦虚,ADJ
豪华,luxurious,豪华,ADJ
贡献,to contribute,贡献,VERB
资格,qualification,资格,NOUN
迅速,rapid,迅速,ADJ
道德,morality,道德,NOUN
遗憾,regret,遗憾,NOUN
遵守,to comply with,遵守,VERB
避免,to avoid,避免,VERB
金属,metal,金属,NOUN
针对,to target,针对,VERB
阶段,stage,阶段,NOUN
阻止,prevent,阻止,VERB
风险,risk,风险,NOUN
魅力,charm,魅力,NOUN
不可思议,inconceivable unimaginable,不可思议,ADJ
丢三落四,forgetful,丢三落四,ADJ
主管,manager,主管,NOUN
乐意,willing,乐意,ADJ
亲身,in person,亲身,ADV
代价,price,代价,NOUN
代码,code,代码,NOUN
仪式,ceremony,仪式,NOUN
优先,priority,优先,NOUN
传奇,legend,传奇,NOUN
体面,dignity,体面,NOUN
作弊,to practice fraud,作弊,VERB
依赖,to depend on,依赖,VERB
保养,to maintain,保养,VERB
修复,to restore,修复,VERB
假设,to suppose,假设,VERB
偏偏,contrary to expectations,偏偏,ADV
停留,to stay,停留,VERB
充实,rich,充实,ADJ
公式,formula,公式,NOUN
典型,typical,典型,ADJ
冤枉,to wrong someone,冤枉,VERB
冲突,conflict,冲突,NOUN
况且,moreover,况且,ADV
冷淡,indifferent,冷淡,ADJ
创作,to create,创作,VERB
初步,initial,初步,ADJ
别扭,awkward,别扭,ADJ
勉强,reluctantly,勉强,ADV
区域,area,区域,NOUN
危机,crisis,危机,NOUN
反感,to be disgusted with,反感,VERB
发觉,to discover,发觉,VERB
向往,yearn for,向往,VERB
向来,always,向来,ADV
和谐,harmonious,和谐,ADJ
嘲笑,to mock,嘲笑,VERB
抑郁,depression,抑郁,NOUN
友情,friendship,友情,NOUN
嫌弃,look down on,嫌弃,VERB
头条,headline news,头条,NOUN
热点,hot topic,热点,NOUN
刷屏,flood a feed,刷屏,VERB
博主,blogger,博主,NOUN
屏蔽,block content,屏蔽,VERB
真伪,authenticity,真伪,NOUN
维和,peacekeeping,维和,NOUN
执政,hold power,执政,VERB
羁押,detain,羁押,VERB
合资,joint venture,合资,NOUN
通胀,inflation,通胀,NOUN
囤积,hoard,囤积,VERB
矿产,mineral,矿产,NOUN
迁徙,migration,迁徙,NOUN
网页,webpage,网页,NOUN
扫码,scan a QR code,扫码,VERB
全职,full-time,全职,ADJ
升职,be promoted,升职,VERB
下岗,be laid off,下岗,VERB
甩卖,closeout sale,甩卖,NOUN
首付,down payment,首付,NOUN
装修,decoration,装修,NOUN
物业费,property management fee,物业费,NOUN
下单,place an order,下单,VERB
售后,after-sales service,售后,NOUN
过户,transfer ownership,过户,VERB
歇业,close down business,歇业,VERB
涨停,limit-up,涨停,NOUN
底薪,base pay,底薪,NOUN
公积金,housing fund,公积金,NOUN
内卷,rat race,内卷,NOUN
吃瓜,watch drama unfold,吃瓜,VERB
考研,prepare for grad school exam,考研,VERB
挂科,fail a course,挂科,VERB
私立,private school,私立,ADJ
板书,blackboard writing,板书,NOUN
口译,interpreting,口译,NOUN
语感,language intuition,语感,NOUN
评语,comments on work,评语,NOUN
报到,check in,报到,VERB
监考,invigilate,监考,VERB
才艺,talent,才艺,NOUN
领悟,grasp,领悟,VERB
逃学,play truant,逃学,VERB
德育,moral education,德育,NOUN
刻薄,sharp-tongued,刻薄,ADJ
算计,scheme,算计,VERB
沉稳,steady,沉稳,ADJ
郑重,solemn,郑重,ADJ
闹心,vexing,闹心,ADJ
贴心,considerate,贴心,ADJ
能耐,capability,能耐,NOUN
高深,profound,高深,ADJ
拗口,hard to pronounce,拗口,ADJ
洋气,stylish,洋气,ADJ
脸面,face,脸面,NOUN
卖弄,show off,卖弄,VERB
内敛,reserved,内敛,ADJ
刻板,rigid,刻板,ADJ
木讷,slow of speech,木讷,ADJ
叛逆,rebellious,叛逆,ADJ
继而,thereupon,继而,ADV
一味,stubbornly,一味,ADV
权且,as a temporary measure,权且,ADV
足足,a full,足足,ADV
暗暗,secretly in the heart,暗暗,ADV
素来,always,素来,ADV
照旧,as before,照旧,ADV
俨然,just like,俨然,ADV
未免,rather too,未免,ADV
而已,nothing more,而已,PART
世人,the world's people,世人,NOUN
敢于,dare to,敢于,VERB
岂止,far more than,岂止,ADV
家境,family financial situation,家境,NOUN
姻亲,relatives by marriage,姻亲,NOUN
相亲,blind date,相亲,NOUN
育儿,child rearing,育儿,NOUN
户口,household registration,户口,NOUN
祖籍,ancestral home,祖籍,NOUN
民风,folkways,民风,NOUN
摆摊,set up a stall,摆摊,VERB
厨艺,cooking skill,厨艺,NOUN
宵夜,late-night meal,宵夜,NOUN
古玩,antiques,古玩,NOUN
刷脸,pay by face,刷脸,VERB
清仓,clear stock,清仓,VERB
问诊,consultation,问诊,VERB
推拿,massage therapy,推拿,NOUN
煎药,decoct medicine,煎药,VERB
止痛,relieve pain,止痛,VERB
晕机,airsickness,晕机,VERB
牙科,dentistry,牙科,NOUN
脊椎,spine,脊椎,NOUN
痊愈,fully recover,痊愈,VERB
梦话,sleep talk,梦话,NOUN
大片,blockbuster,大片,NOUN
原著,original work,原著,NOUN
杀青,wrap shooting,杀青,VERB
综艺,variety show,综艺,NOUN
代言,endorsement,代言,NOUN
谢幕,take a final bow,谢幕,VERB
独唱,solo,独唱,VERB
歌坛,music world,歌坛,NOUN
编曲,arrangement,编曲,NOUN
黄牛,scalper,黄牛,NOUN
过气,has-been,过气,ADJ
风评,general reputation,风评,NOUN
涨粉,gain followers,涨粉,VERB
硬伤,fatal flaw,硬伤,NOUN
痛处,sore spot,痛处,NOUN
心结,emotional knot,心结,NOUN
窝囊,feeble,窝囊,ADJ
受挫,be frustrated,受挫,VERB
砍价,bargain,砍价,VERB
高价,high price,高价,NOUN
