Chinese_Lemma,English_Translation,Spanish_Translation,POS
难,difficult (to...),difícil (de...),X
难过,to feel sad,sentirse triste,X
需要,to need,necesitar,X
面包,bread,pan,X
面条,noodles,fideos,X
鞋,shoe,zapato,X
音乐,music,música,X
饱,to eat till full,estar lleno,X
饿,to be hungry,tener hambre,X
香蕉,banana,plátano,X
马,horse,caballo,X
马上,at once,inmediatamente,X
骑,to ride (an animal or bike),montar (un animal o bicicleta),X
鸟,bird,pájaro,X
黄,yellow,amarillo,X
黑板,blackboard,pizarra,X
鼻子,nose,nariz,X
