French_Lemma,English_Lemma,Chinese_Lemma,POS
corroborer,to corroborate,证实,VERB
criminaliser,to criminalize,定罪,VERB
crédule,gullible,轻信的,ADJ
crédulité,credulity,轻信,NOUN
cubisme,cubism,立体主义,NOUN
cupidité,greed,贪婪,NOUN
destituer,to dismiss,罢免,VERB
dilapider,to squander,挥霍,VERB
dommageable,damaging,有害的,ADJ
dotation,endowment,拨款,NOUN
déblayer,to clear,清理,VERB
débusquer,to flush out,驱出,VERB
décrédibiliser,to discredit,使失去信誉,VERB
dédommager,to compensate,赔偿,VERB
défunt,deceased,已故的,ADJ
déloger,to dislodge,赶出,VERB
dénaturer,to distort,歪曲,VERB
dépouiller,to strip,剥去,VERB
dépérir,to perish,衰亡,VERB
désavouer,to disavow,否认,VERB
désintéressé,disinterested,无私的,ADJ
déterministe,deterministic,决定论的,ADJ
effleurer,to skim,轻触,VERB
enclore,to enclose,围住,VERB
endurcir,to harden,使坚强,VERB
engourdir,to numb,使麻木,VERB
enlacer,to embrace,搂抱,VERB
escompter,to expect,指望,VERB
euphémisme,euphemism,委婉语,NOUN
exempter,to exempt,豁免,VERB
figuratif,figurative,比喻的,ADJ
fluctuant,fluctuating,波动的,ADJ
fortuit,fortuitous,偶然的,ADJ
fortuitement,by chance,偶然地,ADV
fragmentaire,fragmentary,零碎的,ADJ
frugalité,frugality,节俭,NOUN
hiérarchisation,ranking,分级,NOUN
impressionnisme,impressionism,印象主义,NOUN
incontestablement,incontestably,无可争议地,ADV
indigence,destitution,贫困,NOUN
indiscrétion,indiscretion,轻率,NOUN
indistinctement,indiscriminately,不加区别地,ADV
indéniablement,undeniably,不可否认地,ADV
inexorablement,inexorably,不可阻挡地,ADV
infirmer,to invalidate,使无效,VERB
inopiné,unexpected,出乎意料的,ADJ
insensiblement,imperceptibly,不知不觉地,ADV
insidieusement,insidiously,阴险地,ADV
insolvabilité,insolvency,无偿付能力,NOUN
irrémédiablement,irremediably,无法挽回地,ADV
judicieusement,judiciously,明智地,ADV
magnifier,to magnify,放大,VERB
mandataire,agent,代理人,NOUN
mandater,to mandate,委托,VERB
marginalement,marginally,边缘地,ADV
mendicité,begging,乞讨,NOUN
minimalisme,minimalism,极简主义,NOUN
modelage,modeling,造型,NOUN
moralisme,moralism,道德主义,NOUN
métissage,mixing,混血,NOUN
nihilisme,nihilism,虚无主义,NOUN
nommément,namely,具体来说,ADV
névrose,neurosis,神经症,NOUN
occulter,to obscure,遮蔽,VERB
ostensiblement,ostensibly,表面上,ADV
outrepasser,to overstep,超越,VERB
parcimonieux,parsimonious,吝啬的,ADJ
perceptif,perceptual,感知的,ADJ
perspicacité,perspicacity,洞察力,NOUN
pertinemment,pertinently,恰当地,ADV
pictural,pictorial,绘画的,ADJ
polyvalence,versatility,多功能性,NOUN
pressentir,to sense,预感,VERB
préjudiciable,detrimental,有害的,ADJ
prépondérant,preponderant,占优势的,ADJ
prétendument,allegedly,据称,ADV
périurbain,peri-urban,城市周边的,ADJ
rationalisme,rationalism,理性主义,NOUN
rayonnement,influence,影响力,NOUN
recouper,to cross-check,核对,VERB
relativisme,relativism,相对主义,NOUN
relocalisation,reshoring,产业回流,NOUN
requalification,reskilling,再培训,NOUN
réciproquement,reciprocally,相互地,ADV
récuser,to challenge,质疑,VERB
réquisitoire,indictment,起诉书,NOUN
résiduel,residual,残留的,ADJ
réévaluation,revaluation,重新评估,NOUN
sagace,sagacious,敏锐的,ADJ
sagacité,sagacity,敏锐,NOUN
salutaire,beneficial,有益的,ADJ
sensoriel,sensory,感官的,ADJ
sismique,seismic,地震的,ADJ
solvabilité,solvency,偿付能力,NOUN
sophisme,sophism,诡辩,NOUN
sous-jacent,underlying,潜在的,ADJ
sporadiquement,sporadically,零星地,ADV
spécieux,specious,似是而非的,ADJ
standardisation,standardization,标准化,NOUN
subconscient,subconscious,潜意识,NOUN
substantiellement,substantially,实质上,ADV
éclipser,to eclipse,使黯然失色,VERB
éclore,to hatch,孵化,VERB
écumer,to foam,起泡沫,VERB
épancher,to pour out,倾诉,VERB
épier,to spy on,窥探,VERB
épouvanter,to appal,使惊恐,VERB
éprendre,to fall in love,爱慕,VERB
étayer,to prop up,支撑,VERB
étreindre,to embrace,拥抱,VERB
évincer,to evict,驱逐,VERB
cerner,pin down,圈定,VERB
déséquilibre,imbalance,失衡,NOUN
imprécis,imprecise,不精确的,ADJ
notablement,noticeably,显著地,ADV
privatisation,privatization,私有化,NOUN
valoriser,value,赋予价值,VERB
acidification,acidification,酸化,NOUN
culpabilisation,guilt-tripping,内疚化,NOUN
enracinement,rooting,扎根,NOUN
fraudeur,fraudster,诈骗者,NOUN
indécision,indecision,犹豫不决,NOUN
malformation,malformation,畸形,NOUN
parentalité,parenthood,为人父母,NOUN
pollueur,polluter,污染者,NOUN
raréfaction,scarcity,稀缺,NOUN
sauveteur,rescuer,救援者,NOUN
urbaniste,urban planner,城市规划师,NOUN
visioconférence,videoconference,视频会议,NOUN
houleux,stormy,风波迭起的,ADJ
inéligible,ineligible,无资格的,ADJ
intrusif,intrusive,侵扰性的,ADJ
persuasif,persuasive,有说服力的,ADJ
recyclable,recyclable,可回收的,ADJ
soporifique,sleep-inducing,催眠的,ADJ
transmissible,transmissible,可传播的,ADJ
dyslexique,dyslexic,诵读困难的,ADJ
fluidifier,streamline,使流畅,VERB
réinitialiser,restart,重置,VERB
synchroniser,synchronize,使同步,VERB
verbaliser,verbalize,用言语表达,VERB
dramatiquement,dramatically,戏剧性地,ADV
afin,in order,为了,SCONJ
battage,hype,大肆炒作,NOUN
cafouillage,muddle,混乱差错,NOUN
éclaircie,sunny spell,短暂放晴,NOUN
idolâtrie,idolatry,盲目崇拜,NOUN
kilométrage,mileage,里程数,NOUN
minuterie,timer,定时器,NOUN
paysannerie,peasantry,农民阶层,NOUN
boulimie,bulimia,暴食症,NOUN
tricherie,cheating,作弊,NOUN
zizanie,discord,不和睦,NOUN
fêtard,partygoer,爱寻欢作乐者,NOUN
astrologue,astrologer,占星师,NOUN
millier,about a thousand,约一千,NUM
auxquels,to whom,对那些,PRON
ambulatoire,outpatient,门诊的,ADJ
condamnable,reprehensible,应受谴责的,ADJ
gérable,manageable,可管理的,ADJ
inhabitable,uninhabitable,不宜居住的,ADJ
observable,observable,可观察到的,ADJ
graduel,gradual,渐进的,ADJ
inaudible,inaudible,听不见的,ADJ
communicatif,communicative,健谈的,ADJ
invasif,invasive,侵入性的,ADJ
possessif,possessive,占有欲强的,ADJ
restrictif,restrictive,限制性的,ADJ
accrocheur,eye-catching,吸引人的,ADJ
accaparer,hoard,囤积,VERB
arpenter,pace,来回踱步,VERB
broncher,stumble,出岔子,VERB
chambouler,turn upside down,彻底打乱,VERB
crisper,irritate,使恼火,VERB
délirer,rave,胡言乱语,VERB
déraper,skid,失控打滑,VERB
désister,withdraw,撤回,VERB
emboîter,fit into,嵌进,VERB
enfumer,fill with smoke,烟熏,VERB
entraider,help each other,互助,VERB
essouffler,pant,使喘不过气,VERB
faiblir,weaken,变衰弱,VERB
fragmenter,fragment,使分裂,VERB
hiérarchiser,rank,分等级,VERB
imprégner,impregnate,浸透,VERB
insuffler,breathe into,激发,VERB
liquéfier,liquefy,液化,VERB
murmurer,murmur,低语,VERB
narguer,defy,挑衅,VERB
obstiner,insist stubbornly,固执,VERB
paraphraser,paraphrase,改述,VERB
perpétrer,perpetrate,犯下暴行,VERB
autodérision,self-mockery,自嘲,NOUN
béguin,crush,暗恋对象,NOUN
bivouac,bivouac,野营,NOUN
cinéphile,film buff,影迷,NOUN
contrevenant,offender,违法者,NOUN
crémation,cremation,火化,NOUN
décontraction,relaxation,放松,NOUN
dialyse,dialysis,透析,NOUN
écotaxe,green tax,生态税,NOUN
fantoche,puppet (regime),傀儡,NOUN
grossiste,wholesaler,批发商,NOUN
hiatus,gap,中断,NOUN
ingratitude,ingratitude,忘恩负义,NOUN
machisme,male chauvinism,大男子主义,NOUN
ménopause,menopause,更年期,NOUN
pénicilline,penicillin,青霉素,NOUN
réemploi,reuse,再利用,NOUN
superpuissance,superpower,超级大国,NOUN
allocataire,benefit recipient,补助金领取者,NOUN
caricaturiste,cartoonist,漫画家,NOUN
vulgarisation,popularization,通俗化,NOUN
inespéré,unexpected,意外的,ADJ
unisexe,unisex,男女通用的,ADJ
algorithmique,algorithmic,算法的,ADJ
alarmiste,alarmist,危言耸听的,ADJ
pondérer,weigh up,权衡,VERB
radicaliser,radicalize,使激进,VERB
rallumer,relight,重新点燃,VERB
réaménager,redo layout,重新布置,VERB
recadrer,reframe,重新框定,VERB
reconvertir,retrain,转行,VERB
réessayer,try again,再试一次,VERB
refouler,repress,压抑,VERB
réinvestir,reinvest,再投资,VERB
répertorier,compile a list,编目,VERB
retoucher,retouch,修图,VERB
scinder,split,分割,VERB
sursauter,startle,惊跳,VERB
trafiquer,tamper,非法改装,VERB
tripler,triple,增至三倍,VERB
ventiler,ventilate,通风,VERB
périmer,expire,过期失效,VERB
aimablement,kindly,和蔼地,ADV
impatiemment,impatiently,不耐烦地,ADV
loyalement,loyally,忠实地,ADV
aberration,aberration,反常,NOUN
accumulation,accumulation,累积,NOUN
allongement,lengthening,延长,NOUN
argumentation,argumentation,论证,NOUN
baignade,swimming trip,下水游泳,NOUN
brochette,skewer,烤串,NOUN
colocation,flat sharing,合租,NOUN
confession,confession,忏悔,NOUN
décolonisation,decolonization,去殖民化,NOUN
désinfection,disinfection,消毒,NOUN
dressage,training,驯养,NOUN
émancipation,emancipation,解放,NOUN
épilation,hair removal,脱毛,NOUN
éventualité,eventuality,可能性,NOUN
fécondation,fertilization,受精,NOUN
fleuriste,florist,花商,NOUN
galette,flat cake,烤饼,NOUN
géographe,geographer,地理学家,NOUN
hospitalisation,hospitalization,住院,NOUN
incompétence,incompetence,不称职,NOUN
injection,injection,注射,NOUN
inversion,inversion,倒转,NOUN
lynchage,lynching,私刑,NOUN
marquage,marking,标记,NOUN
météorologie,meteorology,气象学,NOUN
multiculturalisme,multiculturalism,多元文化主义,NOUN
naufrage,shipwreck,海难,NOUN
ovation,ovation,鼓掌欢呼,NOUN
potion,potion,药水,NOUN
proclamation,proclamation,公告,NOUN
protestantisme,Protestantism,新教,NOUN
radicalisation,radicalization,激进化,NOUN
ravage,havoc,浩劫,NOUN
redistribution,redistribution,再分配,NOUN
relaxation,relaxation,放松,NOUN
restitution,restitution,归还,NOUN
sabotage,sabotage,破坏,NOUN
séquestration,kidnapping,非法拘禁,NOUN
sionisme,Zionism,犹太复国主义,NOUN
statuette,statuette,小雕像,NOUN
teinture,dye,染色,NOUN
tonalité,tone,语调,NOUN
transpiration,sweat,出汗,NOUN
vandalisme,vandalism,破坏公物,NOUN
verrouillage,locking,上锁,NOUN
chevalet,easel,画架,NOUN
éclipse,eclipse,日食,NOUN
édito,editorial,社论,NOUN
étoffe,fabric,织物,NOUN
éthanol,ethanol,乙醇,NOUN
écueil,pitfall,暗礁,NOUN
éventuellement,possibly,可能,ADV
respectivement,respectively,分别,ADV
brusquement,abruptly,突然地,ADV
équitablement,fairly,公平地,ADV
intellectuellement,intellectually,智力上,ADV
modérément,moderately,适度地,ADV
solidement,solidly,牢固地,ADV
statistiquement,statistically,统计上,ADV
mien,mine,我的,PRON
vingtième,twentieth,第二十,NUM
