csv_line,lemma,english_lemma,chinese_lemma,upos,lang,level,sample_index,verdict,notes
3615,turgid,turgid,浮肿的,ADJ
3646,undisturbed,undisturbed,未受打扰的,ADJ
20,allá,over there,那边,ADV
25,ambos,both,两者,DET
26,amiga,female friend,女性朋友,NOUN
64,cafe,coffee,咖啡,NOUN
70,cambio,change,变化,NOUN
149,después,after,之后,ADV
162,donde,where,哪里,ADV
207,fiesta,party,聚会,NOUN
210,forma,shape,形状,NOUN
245,hijo,son,儿子,NOUN
275,lado,side,边,NOUN
286,listo,ready,准备好的,ADJ
296,luz,light,光,NOUN
303,mano,hand,手,NOUN
316,mes,month,月,NOUN
369,padre,father,父亲,NOUN
377,parte,part,部分,NOUN
378,pasa,raisin,葡萄干,NOUN
379,pasado,past,过去,ADJ
401,planeta,planet,行星,NOUN
424,prueba,test,测试,NOUN
456,saber,to know,知道,VERB
528,tú,you,你,PRON
553,y,and,和,CCONJ
17,ambulancia,ambulance,救护车,NOUN
26,apoyo,support,支持,NOUN
63,botella,bottle,瓶子,NOUN
72,caer,to fall,落下,VERB
107,cobarde,coward,懦夫,ADJ
181,despacho,office,办公室,NOUN
184,destruir,to destroy,摧毁,VERB
206,efectivo,cash,现金,NOUN
214,empresa,company,公司,NOUN
215,enamorado,in love,恋爱中的,ADJ
227,enviar,to send,发送,VERB
231,escribir,to write,写,VERB
235,especialmente,especially,特别,ADV
238,esperanza,hope,希望,NOUN
259,fantasma,ghost,鬼魂,NOUN
294,huir,flee,逃跑,VERB
302,imbécil,idiot,傻瓜,ADJ
337,lluvia,rain,雨,NOUN
362,montaña,mountain,山,NOUN
388,oeste,west,西,NOUN
416,pesar,weigh,称重,VERB
417,pescado,fish,鱼,NOUN
431,pollo,chicken,鸡,NOUN
500,silla,chair,椅子,NOUN
13,actividad,activity,活动,NOUN
202,cincuenta,fifty,五十,NUM
245,concierto,concert,音乐会,NOUN
258,conflicto,conflict,冲突,NOUN
293,criado,servant,仆人,NOUN
318,delicado,delicate,精致的/微妙的,ADJ
380,egoísta,selfish,自私的,ADJ
384,elefante,elephant,大象,NOUN
405,engañar,to deceive,欺骗,VERB
432,escritor,writer,作家,NOUN
462,excelencia,excellence,卓越,NOUN
502,formar,form,形成,VERB
508,fraude,fraud,欺诈,NOUN
559,guión,script,剧本,NOUN
602,incapaz,incapable,无能的,ADJ
626,instinto,instinct,本能,NOUN
698,mantenerse,to maintain oneself,保持,VERB
732,muerte,death,死亡,NOUN
754,ocurrir,to occur,发生,VERB
767,otoño,autumn,秋天,NOUN
771,participar,to participate,参与,VERB
782,pensamiento,thought,思想,NOUN
875,simpático,nice,友好的,ADJ
876,sincero,sincere,真诚的,ADJ
36,abstruso,abstruse,深奥的,ADJ
56,acervo,heritage,遗产,NOUN
87,actualidad,current times,现状,NOUN
199,alentar,to encourage,鼓励,VERB
328,aparentar,to pretend,假装,VERB
358,aporte,contribution,贡献,NOUN
417,arrastrar,to drag,拖,VERB
470,asentamiento,settlement,定居点,NOUN
498,astilla,splinter,碎片,NOUN
527,atestiguar,to testify,作证,VERB
547,atribución,attribution,归属,NOUN
761,broncíneo,bronze-colored,青铜色的,ADJ
1027,chillón,shrill,刺耳的,ADJ
1089,clandestino,clandestine,秘密的,ADJ
1255,conciliación,conciliation,调解,NOUN
1263,conciudadano,fellow citizen,同胞,NOUN
1344,conllevar,to entail,牵涉,VERB
1363,consanguíneo,consanguineous,血亲的,ADJ
1440,contoneo,swagger,扭摆,NOUN
1537,corrosión,corrosion,腐蚀,NOUN
1687,dañar,to damage,损害,VERB
1811,inesperado,unexpected,意外的,ADJ
1821,institución,institution,机构,NOUN
1893,significar,to mean,意味着,VERB
164,desalentar,to discourage,使气馁,VERB
404,deslegitimar,to delegitimize,使失去合法性,VERB
789,doliente,suffering,受苦的,ADJ
815,dudoso,doubtful,可疑的,ADJ
820,dueto,duet,二重奏,NOUN
921,embocadura,mouth,河口,NOUN
1148,enmarcar,frame,装框,VERB
1490,esposar,to handcuff,给…戴手铐,VERB
1507,esquivez,aloofness,冷漠,NOUN
1552,estigmatizar,to stigmatize,污名化,VERB
1879,fascinador,fascinating,迷人的,ADJ
1890,fatalista,fatalist,宿命论者,NOUN
2328,gasto,expense,花费,NOUN
2364,germinar,to germinate,发芽,VERB
2469,gravemente,gravely,严重地,ADV
2675,higiénico,hygienic,卫生的,ADJ
2714,hipótesis,hypothesis,假设,NOUN
2757,homenajear,to pay homage to,致敬,VERB
3188,indumentaria,clothing,服装,NOUN
3189,indígena,indigenous,土著的,ADJ
3403,irreligioso,irreligious,不信教的,ADJ
3580,notorio,notorious,臭名昭著的,ADJ
3795,vicisitud,vicissitude,变迁,NOUN
3824,índice,index,索引,NOUN
11,adresse,address,地址,NOUN
28,apprendre,to learn,学习,VERB
40,auteur,author,作者,NOUN
67,boire,to drink,喝,VERB
92,brun,brown,棕色的,ADJ
128,chandail,sweater,毛衣,NOUN
157,classe,class,班级,NOUN
193,craindre,to fear,害怕,VERB
247,départ,departure,出发,NOUN
250,désert,desert,沙漠,NOUN
283,escargot,snail,蜗牛,NOUN
313,feuille,leaf,叶子,NOUN
321,fleuve,river,河流,NOUN
336,fréquent,frequent,频繁的,ADJ
358,gorge,throat,喉咙,NOUN
390,honneur,honor,荣誉,NOUN
405,inférieur,inferior,较低的,ADJ
429,juin,June,六月,NOUN
432,juste,just,正好,ADV
436,lait,milk,牛奶,NOUN
455,lèvre,lip,嘴唇,NOUN
464,maman,mom,妈妈,NOUN
494,mince,thin,瘦的,ADJ
12,agneau,lamb,羔羊,NOUN
53,bas,low,低的,ADJ
60,belle-soeur,sister-in-law,嫂子,NOUN
98,charge,load,负载,NOUN
107,cinéma,cinema,电影院,NOUN
135,contrôle,control,控制,NOUN
141,crevette,shrimp,虾,NOUN
150,célibataire,single,单身的,ADJ
153,côte,coast,海岸,NOUN
155,demande,request,请求,NOUN
156,dentifrice,toothpaste,牙膏,NOUN
258,lycée,high school,高中,NOUN
333,occuper,to occupy,占据,VERB
358,outil,tool,工具,NOUN
361,où,where,哪里,ADV
363,paire,pair,一对,NOUN
366,palmier,palm tree,棕榈树,NOUN
369,pantoufle,slipper,拖鞋,NOUN
422,persil,parsley,欧芹,NOUN
441,pire,worse,更糟,ADJ
490,poumon,lung,肺,NOUN
500,presse,press,新闻界,NOUN
518,produit,product,产品,NOUN
11,acquérir,to acquire,获得,VERB
105,bio,organic,有机的,ADJ
156,charte,charter,宪章,NOUN
163,choc,shock,冲击,NOUN
196,congère,snowdrift,雪堆,NOUN
256,dispositif,device,装置/系统,NOUN
270,dynamique,dynamic,充满活力的,ADJ
287,démarche,approach,步骤,NOUN
346,fermeture,closure,关闭,NOUN
371,fourrière,impound lot,扣押场,NOUN
375,froissé,wrinkled,皱的,ADJ
454,jugement,judgment,判断,NOUN
457,juridique,legal,法律的,ADJ
605,placer,to place,放置,VERB
615,policier,police officer,警察,NOUN
672,préfet,prefect,省长,NOUN
699,péché,sin,罪,NOUN
738,ramer,to row,划船,VERB
746,rapporter,to report,汇报,VERB
829,retour,return,返回,NOUN
864,rosier,rose bush,玫瑰丛,NOUN
865,roue,wheel,轮子,NOUN
866,rouge,red,红色的,ADJ
871,ruban,ribbon,丝带,NOUN
25,acquittement,acquittal,无罪释放,NOUN
32,admirer,to admire,钦佩,VERB
67,analyser,to analyze,分析,VERB
134,automatiquement,automatically,自动地,ADV
159,barrage,dam,水坝,NOUN
202,captieux,misleading,诡辩的,ADJ
280,collier,necklace,项链,NOUN
295,communautaire,community-related,社区的,ADJ
346,constance,constancy,坚定,NOUN
448,dominer,to dominate,支配,VERB
540,détendre,to relax,放松,VERB
634,extrémité,end,末端,NOUN
676,fondre,to melt,融化,VERB
733,grippe,flu,流感,NOUN
938,malheureux,unhappy,不幸的,ADJ
1022,médiation,mediation,调解,NOUN
1067,nuancé,nuanced,有细微差别的,ADJ
1090,opportunité,opportunity,机会,NOUN
1176,plier,to fold,折叠,VERB
1401,réfuter,to refute,反驳,VERB
1403,référendaire,referendum-related,公民投票的,ADJ
1440,résiduel,residual,残留的,ADJ
1469,rôtir,to roast,烤,VERB
1600,smicard,minimum-wage earner,最低工资者,NOUN
6,abnégation,self-denial,自我牺牲,NOUN
92,aigreur,bitterness,酸苦 / 怨恨,NOUN
393,biennale,biennial,双年展,NOUN
423,bouleversement,upheaval,动荡,NOUN
840,diabolique,diabolical,恶魔般的,ADJ
1001,délivrance,"deliverance, issuance",释放，发放,NOUN
1038,désarroi,dismay,慌乱,NOUN
1135,envahisseur,invader,入侵者,NOUN
1142,escouade,squad,小队,NOUN
1318,férié,public holiday,公共假日,ADJ
1399,géopolitique,geopolitical,地缘政治的,ADJ
1584,influer,to influence,影响,VERB
1697,jésuite,Jesuit,耶稣会士,NOUN
1896,mitoyenneté,shared boundary ownership,共有边界权,NOUN
1960,méfiance,distrust,不信任,NOUN
2063,oculaire,ocular,眼部的,ADJ
2116,pancarte,sign,标语牌,NOUN
2142,paresseux,lazy,懒惰的,ADJ
2363,progéniture,offspring,后代,NOUN
2373,promouvoir,to promote,促进,VERB
2453,psaume,psalm,诗篇,NOUN
2945,subitement,suddenly,突然地,ADV
3343,transitoire,transitional,过渡的,ADJ
3370,trente,thirty,三十,NUM
6,allein,alone,独自,ADV
30,bereit,ready,准备好的,ADJ
32,gut,good,好的,ADJ
81,einmal,once,一次,ADV
119,gehen,to go,走,VERB
156,holen,to fetch,去取,VERB
175,können,can,能够,AUX
211,Menge,amount,数量,NOUN
216,möglich,possible,可能的,ADJ
221,Mutter,mother,母亲,NOUN
222,nach,to,到/在...之后,ADP
284,Sohn,son,儿子,NOUN
343,was,what,什么,PRON
348,wissen,to know,知道,VERB
353,wenn,if,如果/当...时,SCONJ
358,wieder,again,再次,ADV
405,okay,okay,好的,INTJ
410,Recht,right,权利,NOUN
448,Nudel,noodle,面条,NOUN
479,Rechen,rake,耙子,NOUN
516,Vormittag,forenoon,上午,NOUN
567,Pfeffer,pepper,胡椒,NOUN
568,frieren,freeze,结冰,VERB
580,zart,tender,嫩的,ADJ
33,Bescheid,information,消息,NOUN
43,bezahlen,to pay,支付,VERB
63,Dame,lady,女士,NOUN
75,einige,some,一些,DET
94,fliegen,to fly,飞行,VERB
119,gemeinsam,together,共同的,ADJ
139,heiß,hot,热的,ADJ
157,kalt,cold,冷的,ADJ
176,kümmern,to take care of,照顾,VERB
193,Lust,desire,欲望,NOUN
197,Meer,sea,海,NOUN
252,Schiff,ship,船,NOUN
267,Sekunde,second,秒,NOUN
274,sieben,seven,七,NUM
285,Stelle,position,位置,NOUN
322,verstecken,to hide,隐藏,VERB
323,Versuch,attempt,尝试,NOUN
337,Wald,forest,森林,NOUN
338,weh,sore,疼,ADV
339,Weihnachten,Christmas,圣诞节,NOUN
350,wohnen,to live,居住,VERB
361,Zuhause,home,家,NOUN
365,übernehmen,to take over,接管,VERB
4,abhauen,to run away,逃跑,VERB
30,aufnehmen,to record,录制,VERB
81,Bürgermeister,mayor,市长,NOUN
88,Daten,data,数据,NOUN
97,desto,the more,越,ADV
104,derselbe,the same,同一个,DET
132,einsam,lonely,孤独的,ADJ
142,entlang,along,沿着,ADP
164,Falle,trap,陷阱,NOUN
175,Fisch,fish,鱼,NOUN
203,geheim,secret,秘密的,ADJ
264,Interesse,interest,兴趣,NOUN
284,Klopfen,knocking,敲击,NOUN
295,Kommissar,commissioner,专员,NOUN
341,Mitarbeiter,employee,员工,NOUN
422,Risiko,risk,风险,NOUN
461,schwul,gay,同性恋的,ADJ
475,Spieler,player,球员,NOUN
488,Stimmengewirr,babble of voices,嘈杂的人声,NOUN
568,Vorschlag,proposal,建议,NOUN
580,weiter,further,进一步的,ADJ
585,Wesen,being,生物,NOUN
601,Zucker,sugar,糖,NOUN
605,zulassen,to permit,允许,VERB
34,Albtraum,nightmare,噩梦,NOUN
121,Ausweis,ID,证件,NOUN
154,Beförderung,promotion,提升,NOUN
163,Beileid,condolences,哀悼,NOUN
284,doof,dumb,愚蠢的,ADJ
293,Dummkopf,fool,傻瓜,NOUN
505,Gerüchte,rumors,谣言,NOUN
622,Irrtum,mistake,错误,NOUN
661,Klang,sound,声音,NOUN
703,Korb,basket,篮子,NOUN
733,kündigen,to resign,辞职,VERB
801,mitfahren,ride along,搭车,VERB
849,notwendig,necessary,必要的,ADJ
886,Personal,staff,员工,NOUN
925,Qualität,quality,质量,NOUN
945,Reichweite,range,范围,NOUN
987,Sanitäter,paramedic,急救人员,NOUN
999,schieben,to push,推,VERB
1126,Tonne,ton,吨,NOUN
1137,Trost,comfort,安慰,NOUN
1179,verabredet,arranged,约定的,ADJ
1217,Verlierer,loser,失败者,NOUN
1271,warnen,to warn,警告,VERB
1353,Zwilling,twin,双胞胎,NOUN
57,anklagen,accuse,指控,VERB
134,ausarten,escalate,恶化,VERB
287,Betracht,consideration,考虑,NOUN
357,Dachboden,attic,阁楼,NOUN
379,deswegen,therefore,因此,ADV
390,Distanz,distance,距离,NOUN
519,Ersparnis,savings,积蓄,NOUN
535,erwähnen,mention,提及,VERB
596,folglich,consequently,因此,ADV
632,Garderobe,wardrobe,衣帽间,NOUN
718,gewaltig,enormous,巨大的,ADJ
755,Gruß,greeting,问候,NOUN
771,Haftbefehl,arrest warrant,逮捕令,NOUN
789,Heilige,saint,圣人,NOUN
841,Hintertür,back door,后门,NOUN
843,Hirn,brain,大脑,NOUN
948,Kampagne,campaign,运动,NOUN
1071,kühl,cool,凉爽的,ADJ
1187,Mikrofon,microphone,麦克风,NOUN
1194,Missbrauch,abuse,滥用,NOUN
1402,Rohr,pipe,管子,NOUN
1531,sortieren,to sort,分类,VERB
1580,Stütze,support,支撑,NOUN
1740,Verlobter,fiancé,未婚夫,NOUN
4,het,it,它,PRON
8,op,on,在,ADP
19,maar,but,但是,CCONJ
24,ze,they,他们,PRON
37,kunnen,can,能,AUX
48,nu,now,现在,ADV
90,alle,all,所有,DET
128,nooit,never,从不,ADV
142,huis,house,房子,NOUN
160,verschillend,different,不同的,ADJ
163,houden,to keep,保持,VERB
173,vandaag,today,今天,ADV
177,elke,each,每个,DET
206,liggen,to lie,躺,VERB
220,hoop,hope,希望,NOUN
238,onderzoek,research,研究,NOUN
259,idee,idea,主意,NOUN
262,ongeveer,about,大约,ADV
316,partij,party,政党,NOUN
329,einde,end,结束,NOUN
376,liefde,love,爱,NOUN
384,ieder,every,每个,PRON
387,tien,ten,十,NUM
8,mens,human,人,NOUN
38,hoewel,although,虽然,SCONJ
45,wonen,to live,居住,VERB
59,erop,on it,在上面,ADV
69,inmiddels,by now,此时,ADV
70,licht,light,光,NOUN
83,actief,active,活跃,ADJ
93,straat,street,街道,NOUN
125,vertrouwen,to trust,信任,VERB
129,acht,eight,八,NUM
130,baan,job,工作,NOUN
140,vs,versus,对比,ADP
142,energie,energy,能量,NOUN
192,Frans,French,法语的,ADJ
215,jongere,young person,年轻人,NOUN
218,macht,power,权力,NOUN
222,procent,percent,百分比,NOUN
227,eeuw,century,世纪,NOUN
233,veiligheid,safety,安全,NOUN
253,verlaten,to leave,离开,VERB
283,schade,damage,损害,NOUN
300,wegens,because of,由于,ADP
309,oog,eye,眼睛,NOUN
15,grens,border,边界,NOUN
17,locatie,location,地点,NOUN
77,onderwerp,subject,主题,NOUN
94,tegenover,opposite,在...对面,ADP
111,verdwijnen,to disappear,消失,VERB
125,kleding,clothing,服装,NOUN
174,veld,field,田野,NOUN
178,waarvoor,for what,为了什么,ADV
206,hangen,to hang,悬挂,VERB
275,wens,wish,愿望,NOUN
294,pad,path,小路,NOUN
299,twijfel,doubt,怀疑,NOUN
313,leveren,to deliver,交付,VERB
368,sfeer,atmosphere,气氛,NOUN
369,slim,smart,聪明的,ADJ
377,betekenen,to mean,意味着,VERB
384,jaarlijks,annual,每年的,ADJ
432,vertrekken,to leave,离开,VERB
442,ontwerpen,to design,设计,VERB
453,Europees,European,欧洲的,ADJ
507,aanwezigheid,presence,出席,NOUN
510,dier,animal,动物,NOUN
519,theorie,theory,理论,NOUN
520,toon,tone,语调,NOUN
16,vermist,missing,失踪的,ADJ
53,qua,regarding,关于,ADP
88,instelling,institution,机构,NOUN
123,traditie,tradition,传统,NOUN
212,vliegveld,airport,机场,NOUN
254,aanvallen,to attack,攻击,VERB
290,kapitein,captain,队长,NOUN
319,minst,least,最少,ADV
345,ontsnappen,to escape,逃跑,VERB
374,melk,milk,牛奶,NOUN
476,opstaan,to stand up,站起来,VERB
500,waarschuwing,warning,警告,NOUN
537,infrastructuur,infrastructure,基础设施,NOUN
611,opsluiten,to lock up,关押,VERB
620,taart,cake,蛋糕,NOUN
652,treden,to step,踏,VERB
708,gaaf,perfect,完美的,ADJ
730,aanzienlijk,considerable,相当大的,ADJ
742,fysiek,physical,身体的,ADJ
755,ontvangst,reception,接待,NOUN
787,nederlaag,defeat,失败,NOUN
874,vuil,dirt,污垢,NOUN
933,vaardigheid,skill,技能,NOUN
959,samengesteld,composed,组成的,ADJ
97,verdeling,distribution,分配,NOUN
168,dorpje,village,小村庄,NOUN
316,opleiden,to train,培训,VERB
344,luiden,to read,读作,VERB
559,schoen,shoe,鞋,NOUN
710,doelman,goalkeeper,守门员,NOUN
814,enquête,survey,调查,NOUN
832,portemonnee,wallet,钱包,NOUN
1106,wiel,wheel,轮子,NOUN
1154,saus,sauce,酱汁,NOUN
1156,slavernij,slavery,奴隶制,NOUN
1312,halte,stop,车站,NOUN
1357,adviseren,to advise,建议,VERB
1441,Limburgs,Limburgish,林堡的,ADJ
1451,producent,producer,生产者,NOUN
1473,airco,air conditioning,空调,NOUN
1477,borg,deposit,押金,NOUN
1499,omstreeks,around,大约,ADP
1648,zalm,salmon,鲑鱼,NOUN
1674,intensief,intensive,密集的,ADJ
1818,lidstaat,member state,成员国,NOUN
1822,Oekraïens,Ukrainian,乌克兰的,ADJ
1831,spoed,hurry,紧急,NOUN
1889,net,neat,整洁的,ADJ
22,berg,mountain,山,NOUN
40,bröd,bread,面包,NOUN
42,butik,shop,商店,NOUN
46,bäst,best,最好的,ADJ
48,båda,both,两者,DET
57,det,it (neuter),它 (中性),PRON
60,dotter,daughter,女儿,NOUN
76,elva,eleven,十一,NUM
118,förstå,to understand,理解,VERB
150,hjälpa,to help,帮助,VERB
161,här,here,这里,ADV
164,hög,high,高的,ADJ
165,höna,hen,母鸡,NOUN
185,kafé,café,咖啡馆,NOUN
192,klänning,dress,连衣裙,NOUN
195,kropp,body,身体,NOUN
253,möta,to meet,遇见,VERB
280,plast,plastic,塑料,NOUN
388,träd,tree,树,NOUN
389,tråkig,boring,无聊的,ADJ
407,vante,mitten,连指手套,NOUN
494,emot,against,反对,ADP
505,fan,devil,魔鬼/该死,NOUN
4,före,before,在...之前,ADP
13,galen,crazy,疯狂的,ADJ
19,grund,ground,基础/理由,NOUN
31,hemskt,terribly,可怕地/非常,ADV
33,herre,Mr,先生/主人,NOUN
40,hoppas,hope,希望,VERB
80,kvar,left,剩下的,ADV
95,lära,learn,学习,VERB
138,riktig,real,真正的,ADJ
168,skynda,hurry,匆忙,VERB
170,slut,end,结束,NOUN
179,stund,moment,片刻,NOUN
202,träffa,meet,遇见,VERB
217,ute,out,在外面,ADV
220,vapen,weapon,武器,NOUN
235,än,than,比,ADP
248,aj,ouch,哎哟,INTJ
254,allvarligt,seriously,认真地,ADV
257,angående,regarding,关于,ADP
266,avtal,agreement,协议,NOUN
278,bevisa,prove,证明,VERB
289,bygga,build,建造,VERB
309,eftermiddag,afternoon,下午,NOUN
4,fader,father,父亲,NOUN
22,fred,peace,和平,NOUN
76,hustru,wife,妻子,NOUN
88,intressant,interesting,有趣的,ADJ
123,kyrka,church,教堂,NOUN
134,lik,corpse,尸体/相似的,NOUN
148,låtsas,pretend,假装,VERB
170,märkligt,strange,奇怪的,ADJ
235,semester,vacation,假期,NOUN
255,slappna,relax,放松,VERB
270,sticka,leave,离开/刺,VERB
272,stjäla,steal,偷,VERB
273,starta,start,开始,VERB
284,synas,be visible,可见,VERB
384,al,alder,桤木,NOUN
386,alkohol,alcohol,酒精,NOUN
387,allierad,ally,盟友,NOUN
392,alternativ,alternative,替代的,ADJ
448,bak,backside,臀部,NOUN
454,bakre,rear,后部的,ADJ
472,befordrad,promoted,晋升,ADJ
474,befälhavare,commander,指挥官,NOUN
492,berömd,famous,著名的,ADJ
39,besökare,visitor,访客,NOUN
76,choklad,chocolate,巧克力,NOUN
150,fotboll,football,足球,NOUN
164,fuska,cheat,作弊,VERB
173,följande,following,以下的/接下来的,ADJ
193,förlorare,loser,失败者,NOUN
235,grav,grave,坟墓,NOUN
260,heder,honor,荣誉,NOUN
279,hämnas,take revenge,报复,VERB
292,ignorera,ignore,忽视,VERB
358,konstnär,artist,艺术家,NOUN
449,medvetslös,unconscious,无意识的,ADJ
463,mitt,middle,中间,NOUN
497,norra,northern,北方的,ADJ
520,ondska,evil,邪恶,NOUN
540,panik,panic,恐慌,NOUN
690,snygga,good-looking,好看的,ADJ
698,sparkad,fired,被解雇的,ADJ
751,sänka,lower,降低,VERB
753,sång,song,歌,NOUN
802,träning,training,训练,NOUN
900,änka,widow,寡妇,NOUN
907,återgå,return,返回,VERB
944,andedräkt,breath,呼吸,NOUN
174,dom,verdict,判决,NOUN
220,efterlyst,wanted,被通缉的,ADJ
284,fluga,bow tie,领结,NOUN
293,fordon,vehicle,车辆,NOUN
465,gömställe,hiding place,藏身处,NOUN
485,heja,cheer,欢呼,VERB
530,hälsning,greeting,问候,NOUN
547,håla,hole,洞,NOUN
549,högkvarter,headquarters,总部,NOUN
613,isolera,isolate,隔离,VERB
735,konjak,cognac,干邑,NOUN
944,mobiltelefon,mobile phone,手机,NOUN
1047,objekt,object,"物体, 对象",NOUN
1080,osynlig,invisible,看不见的,ADJ
1081,otrevlig,unpleasant,不愉快的,ADJ
1155,psykologi,psychology,心理学,NOUN
1186,regelbundet,regularly,定期地,ADV
1314,skicklighet,skill,技能,NOUN
1350,slicka,lick,舔,VERB
1577,trosa,panties,内裤,NOUN
1586,tröst,comfort,安慰,NOUN
1784,vård,care,护理,NOUN
1804,ärr,scar,疤痕,NOUN
1854,översätta,translate,翻译,VERB
18,برد,cold,寒冷,NOUN
31,بنت,girl,女孩/女儿,NOUN
102,حلو,sweet,甜的,ADJ
169,رَمْل,sand,沙子,NOUN
181,سَهْل,easy,容易的,ADJ
196,سفر,travel,旅行,NOUN
202,سلام,hello,你好/和平,NOUN
203,سلسلة,necklace,项链/链,NOUN
251,صرف,exchange (money),兑换,NOUN
265,سقط,fall,掉落,VERB
267,قبعة,cap,帽子,NOUN
335,فراولة,strawberry,草莓,NOUN
350,قَانُون,law,法律,NOUN
360,قَمَر,moon,月亮,NOUN
404,محامي,lawyer,律师,NOUN
411,مدير,director,主任,NOUN
418,مَرِيض,sick,生病的,ADJ
426,مَاعِز,goat,山羊,NOUN
432,مَكْرُونَة,pasta,意大利面,NOUN
439,مَلِك,king,国王,NOUN
463,نهار,day,白天,NOUN
478,هي,she,她,PRON
498,جائع,hungry,饥饿的,ADJ
28,تسوق,to shop for groceries,买菜,VERB
50,قرفة,cinnamon,肉桂,NOUN
56,تمر,dates,椰枣,NOUN
75,نقانق,sausage,香肠,NOUN
76,كفتة,minced meat,肉末,NOUN
82,سلق,to boil,煮,VERB
84,خلط,to mix,混合,VERB
147,شمعة,candle,蜡烛,NOUN
161,فخذ,thigh,大腿,NOUN
189,حرارة,heat,热量,NOUN
205,شاحنة,truck,卡车,NOUN
206,مدخل,entrance,入口,NOUN
210,يسار,left,左,NOUN
