Arabic_Lemma,English_Lemma,Chinese_Lemma,POS
حضور,attendance,出勤,NOUN
توقيت,timing,时机,NOUN
مستخدم,user,用户,NOUN
تواصل,communication,沟通,NOUN
متابعة,follow-up,跟进,NOUN
مالك,owner,所有者,NOUN
تصميم,design,设计,NOUN
بناء,construction,建筑,NOUN
مفروش,furnished,带家具的,ADJ
ديكور,decor,装饰,NOUN
أساس,foundation,基础,NOUN
تكنولوجيا,technology,技术,NOUN
رقمي,digital,数字的,ADJ
إعجاب,admiration,赞赏,NOUN
مشاركة,sharing,分享,NOUN
مؤثر,influencer,网红,NOUN
شبكة,network,网络,NOUN
اتصال,connection,连接,NOUN
حذف,deletion,删除,NOUN
انتشار,spread,传播,NOUN
روبوت,robot,机器人,NOUN
تفاعل,interaction,互动,NOUN
إلكتروني,electronic,电子的,ADJ
تقنية,technology,技术,NOUN
اختراع,invention,发明,NOUN
فلتر,filter,过滤器,NOUN
خطيب,fiance,未婚夫,NOUN
تقدير,appreciation,欣赏,NOUN
جيل,generation,一代,NOUN
شباب,youth,青年,NOUN
مراهق,teenager,青少年,NOUN
طفولة,childhood,童年,NOUN
تربية,upbringing,教养,NOUN
تقليد,imitation,模仿,NOUN
تقليدي,traditional,传统的,ADJ
عصري,modern,现代的,ADJ
هوية,identity,身份,NOUN
تعاون,cooperation,合作,NOUN
فقر,poverty,贫困,NOUN
ثروة,wealth,财富,NOUN
أصل,origin,起源,NOUN
طبقة,social class,社会阶层,NOUN
سلوك,behavior,行为,NOUN
تصرف,conduct,举止,NOUN
حضارة,civilization,文明,NOUN
عائلي,familial,家庭的,ADJ
حماية,protection,保护,NOUN
رعاية,care,照料,NOUN
بالتالي,consequently,因此,ADV
حيث,whereas,既然,CCONJ
ولو,even if,即使,SCONJ
وفق,according to,根据,ADP
بخصوص,regarding,关于,ADP
بالعكس,on the contrary,相反地,ADV
خلاصة,summary,总结,NOUN
تأثير,impact,影响,NOUN
احتمال,possibility,可能性,NOUN
تفسير,explanation,解释,NOUN
عارض,oppose,反对,VERB
أيد,support,支持,VERB
دعم,support,支持,NOUN
لخص,summarize,总结,VERB
وضح,clarify,阐明,VERB
فسر,explain,解释,VERB
أشار,point out,指出,VERB
لاحظ,observe,观察,VERB
أضاف,add,补充,VERB
كل,all,全部,DET
مادام,as long as,只要,SCONJ
منطق,logic,逻辑,NOUN
منطقي,logical,合乎逻辑的,ADJ
إرادة,will,意志,NOUN
شجاعة,courage,勇气,NOUN
كرم,generosity,慷慨,NOUN
شرف,honor,荣誉,NOUN
لطف,kindness,仁慈,NOUN
رحمة,mercy,怜悯,NOUN
حكمة,wisdom,智慧,NOUN
ذكاء,intelligence,智力,NOUN
وضوح,clarity,清晰,NOUN
بساطة,simplicity,简单,NOUN
دقة,precision,精确,NOUN
كسل,laziness,懒惰,NOUN
جدية,seriousness,严肃,NOUN
إبداع,creativity,创造力,NOUN
موهبة,talent,天赋,NOUN
وعي,awareness,意识,NOUN
جهل,ignorance,无知,NOUN
طيبة,kindheartedness,善良,NOUN
ذوق,taste,品味,NOUN
ضعف,weakness,弱点,NOUN
رضا,satisfaction,满意,NOUN
أشعة,rays,射线,NOUN
حبوب,pills,药丸,NOUN
سرطان,cancer,癌症,NOUN
بكتيريا,bacteria,细菌,NOUN
عضلة,muscle,肌肉,NOUN
خلية,cell,细胞,NOUN
عضو,organ,器官,NOUN
سعادة,happiness,幸福,NOUN
غضب,anger,愤怒,NOUN
ذنب,guilt,内疚,NOUN
خجل,shyness,害羞,NOUN
نسيان,forgetfulness,健忘,NOUN
خيال,imagination,想象力,NOUN
ملل,boredom,无聊,NOUN
شخصية,personality,个性,NOUN
سلبية,negativity,消极,NOUN
إيجابية,positivity,积极,NOUN
جنون,madness,疯狂,NOUN
هدوء,calmness,平静,NOUN
توقع,expectation,期望,NOUN
انتباه,attention,注意,NOUN
ريشة,brush,画笔,NOUN
تمثال,statue,雕像,NOUN
أدب,literature,文学,NOUN
مقالة,essay,文章,NOUN
أسلوب,style,风格,NOUN
رمز,symbol,象征,NOUN
عزف,playing,演奏,NOUN
فرقة,troupe,剧团,NOUN
رقصة,dance,舞蹈,NOUN
تعبير,expression,表达,NOUN
تصوير,filming,拍摄,NOUN
جائزة,award,奖项,NOUN
ستارة,curtain,幕布,NOUN
إضاءة,lighting,灯光,NOUN
مكياج,makeup,化妆,NOUN
كوميديا,comedy,喜剧,NOUN
مملكة,kingdom,王国,NOUN
استقلال,independence,独立,NOUN
ثورة,revolution,革命,NOUN
معركة,battle,战役,NOUN
أثر,trace / effect,遗迹,NOUN
آثار,antiquities,文物,NOUN
قرن,century,世纪,NOUN
إيمان,faith,信仰,NOUN
حج,pilgrimage,朝觐,NOUN
عمرة,minor pilgrimage,副朝,NOUN
قرآن,Quran,古兰经,NOUN
سورة,chapter of Quran,苏拉,NOUN
آية,verse of Quran,阿亚,NOUN
حديث,prophetic saying,圣训,NOUN
دعاء,supplication,祈祷,NOUN
ذكر,remembrance,记念,NOUN
طريقة,Sufi order,苏菲教团,NOUN
جنة,paradise,天堂,NOUN
جهنم,hell,地狱,NOUN
ملاك,angel,天使,NOUN
شيطان,devil,魔鬼,NOUN
زراعة,agriculture,农业,NOUN
طين,clay,黏土,NOUN
سجاد,carpet,地毯,NOUN
فضة,silver,银,NOUN
أدوات,tools,工具,NOUN
قارة,continent,大陆,NOUN
رمال,sands,沙子,NOUN
مختبر,laboratory,实验室,NOUN
اكتشاف,discovery,发现,NOUN
ملاحظة,observation,观察,NOUN
عنصر,element,元素,NOUN
سائل,liquid,液体,NOUN
صلب,solid,固体,NOUN
حجم,volume,体积,NOUN
قوة,force,力,NOUN
حركة,motion,运动,NOUN
مجال,field,场,NOUN
تراجع,to retreat,后退,VERB
انطلق,to set off,出发,VERB
توجه,to head,前往,VERB
هبط,to descend,下降,VERB
ارتفع,to rise,上升,VERB
راقب,to observe,观察,VERB
تذوق,to taste,品尝,VERB
أدرك,to realize,意识到,VERB
تصور,to imagine,想象,VERB
تذكر,to recall,回忆,VERB
انتبه,to pay attention,注意,VERB
قارن,to compare,比较,VERB
مكونات,ingredients,成分,NOUN
تقديم,serving,上菜,NOUN
مائدة,dining table,餐桌,NOUN
إبرة,needle,针,NOUN
تحد,defiance,挑衅,NOUN
مشترك,subscriber,订阅者,NOUN
ملصق,poster,海报,NOUN
عناوين,headlines,标题,NOUN
موضة,fashion,时尚,NOUN
مشاهدات,views,观看次数,NOUN
متعلم,educated,受过教育的,ADJ
نشاط,activity,活动,NOUN
خواتم,rings,戒指,NOUN
سلة,basket,篮子,NOUN
هلال,crescent,新月,NOUN
أعشاب,herbs,草药,NOUN
مستقبلا,in the future,将来,ADV
سطر,line,行,NOUN
بات,spend the night,过夜,VERB
صفق,clap,鼓掌,VERB
تَوَقَّفَ,stop,停止,VERB
روح,soul,灵魂,NOUN
يُقال,to be said,据说,VERB
يُذكَر,to be mentioned,被提及,VERB
يُرى,to be seen,被看到,VERB
يُعتقَد,to be believed,被认为,VERB
يُعرَف,to be known,被知晓,VERB
يُتوقَّع,to be expected,被预料,VERB
يُمنَع,to be forbidden,被阻止,VERB
يُسمَح,to be allowed,被允许,VERB
يُدرَس,to be studied,被研究,VERB
يُناقَش,to be discussed,被讨论,VERB
يُعرَض,to be presented,被呈现,VERB
يُعدّ,to be considered,被视为,VERB
يُسمَّى,to be named,被命名,VERB
يُفهَم,to be understood,被理解,VERB
يُترجَم,to be translated,被翻译,VERB
يُنشَر,to be published,被发表,VERB
يُعالَج,to be treated,被处理,VERB
يُطلَب,to be requested,被请求,VERB
واجه,to face,واجه,VERB
خارجي,external,خارجي,ADJ
داخلي,internal,داخلي,ADJ
تناول,handling,تناول,NOUN
أعاد,to restore,أعاد,VERB
ٱحتفظ,to keep,ٱحتفظ,VERB
أعظم,greatest,أعظم,NOUN
موت,death,موت,NOUN
مضى,to pass,مضى,VERB
عظيم,great,عظيم,ADJ
أرضية,floor,أرضية,NOUN
تمام,completion,تمام,NOUN
ٱكتشاف,discovery,ٱكتشاف,NOUN
علمي,scientific,علمي,ADJ
أولى,first,أولى,ADJ
شمالي,northern,شمالي,ADJ
أجرى,to conduct,أجرى,VERB
ألقى,to cast,ألقى,VERB
مسافة,distance,مسافة,NOUN
نشأ,to arise,نشأ,VERB
دام,to last,دام,VERB
قول,saying,قول,NOUN
تساءل,to wonder,تساءل,VERB
أقام,to establish,أقام,VERB
تعامل,interaction,تعامل,NOUN
وحيد,single,وحيد,ADJ
طالما,as long as,طالما,CCONJ
جهد,effort,جهد,NOUN
تأكيد,confirmation,تأكيد,NOUN
ٱنتقل,to move,ٱنتقل,VERB
تمكن,to manage,تمكن,VERB
ميت,corpse,ميت,NOUN
وسيلة,means,وسيلة,NOUN
منتج,product,منتج,NOUN
عكس,opposite,عكس,NOUN
قاعة,hall,قاعة,NOUN
تدخل,to intervene,تدخل,VERB
شر,evil,شر,NOUN
بقية,remainder,بقية,NOUN
عملاق,giant,عملاق,ADJ
روعة,wonder,روعة,NOUN
ثلاثي,triple,ثلاثي,ADJ
جوع,hunger,جوع,NOUN
مائي,aqueous,مائي,ADJ
طور,to develop,طور,VERB
قائم,standing,قائم,ADJ
سيطرة,control,سيطرة,NOUN
كبر,to grow,كبر,VERB
أوسط,middle,أوسط,ADJ
شديد,severe,شديد,ADJ
ٱعتبر,to consider,ٱعتبر,VERB
وارد,incoming,وارد,ADJ
خيل,horse,خيل,NOUN
مسألة,issue,مسألة,NOUN
كاد,to almost,كاد,VERB
لطيف,gentle,لطيف,ADJ
شراء,purchase,شراء,NOUN
رفيق,companion,رفيق,NOUN
عملي,practical,عملي,ADJ
مقبل,upcoming,مقبل,ADJ
بدء,beginning,بدء,NOUN
غاية,goal,غاية,NOUN
نادي,club,نادي,NOUN
قوم,people,قوم,NOUN
ملأ,to fill,ملأ,VERB
لقاء,meeting,لقاء,NOUN
واثق,confident,واثق,ADJ
ٱعترف,to confess,ٱعترف,VERB
جلوس,sitting,جلوس,NOUN
ٱعتمد,to rely,ٱعتمد,VERB
مزيد,more,مزيد,NOUN
جعة,beer,جعة,NOUN
سحري,magical,سحري,ADJ
سبيل,way,سبيل,NOUN
بارز,prominence,显赫,NOUN
بركة,blessing,祝福,NOUN
بكاء,crying,哭泣,NOUN
تبين,clarification,阐明,NOUN
تجاه,direction,朝向,ADP
تجنب,avoidance,避免,NOUN
تحديد,determination,确定,NOUN
تحكم,control,控制,NOUN
تطورات,developments,发展动态,NOUN
تفصيل,detail,,NOUN
تلقى,reception,接收,NOUN
تلوين,coloring,着色,NOUN
تمرن,exercise,锻炼,NOUN
تنوع,variety,多样性,NOUN
ثلجي,snowy,雪的,ADJ
جاري,current,当前的,ADJ
جانبي,side,侧面的,ADJ
جناح,wing,翅膀,NOUN
جنوبي,southern,南方的,ADJ
حاسة,sense,感觉,NOUN
حاضر,present,在场的,ADJ
حبر,ink,墨水,NOUN
حبيبي,beloved,亲爱的,NOUN
حدد,to specify,指定,VERB
حمد,praise,赞美,NOUN
خاطر,thought,念头,NOUN
خطط,to plan,计划,VERB
خطوة,step,步伐,NOUN
خطورة,danger,危险性,NOUN
خفض,reduction,,NOUN
خلفي,rear,,NOUN
دراسة,study,研究,NOUN
دفئ,warmth,,NOUN
ذهن,mind,心智,NOUN
رائحة,smell,气味,NOUN
راضي,satisfied,满意的,ADJ
راقص,dancer,跳舞的,ADJ
رسول,messenger,使者,NOUN
ركوب,riding,骑乘,NOUN
رمل,sand,沙子,NOUN
رمي,throwing,投掷,NOUN
ريش,feather,羽毛,NOUN
زهر,flower,花朵,NOUN
سحر,magic,魔法,NOUN
سعي,effort,努力,NOUN
سم,poison,毒药,NOUN
سهولة,ease,容易,NOUN
سيطر,to control,控制,VERB
شاء,to wish,愿意,VERB
شاكر,grateful,感激的,ADJ
شرقي,eastern,东方的,ADJ
شريط,tape,磁带,NOUN
شمسية,umbrella,遮阳伞,NOUN
شمل,to include,包含,VERB
صاد,to hunt,打猎,VERB
صباحي,morning,早晨的,ADJ
صمت,silence,沉默,NOUN
صوتي,audio,声音的,ADJ
ضائع,lost,丢失的,ADJ
ضار,harmful,有害的,ADJ
ضرورة,necessity,必要性,NOUN
ضمن,within,在...之内,ADP
ضوئي,optical,光学的,ADJ
طال,to last long,持续长久,VERB
طن,ton,吨,NOUN
طيران,aviation,飞行,NOUN
ظرف,envelope,,NOUN
عبد,servant,奴仆,NOUN
عطل,breakdown,故障,NOUN
علامة,mark,标志,NOUN
غذائي,nutritional,营养的,ADJ
غربي,western,西方的,ADJ
غلب,to defeat,战胜,VERB
فئة,category,,NOUN
فاشل,failure,,NOUN
فاعل,agent,,NOUN
فاهم,understanding,,NOUN
فتحة,opening,,NOUN
فردي,individual,,NOUN
فريد,unique,,NOUN
فقد,loss,,NOUN
فكري,intellectual,,NOUN
قاد,to lead,领导,VERB
قاسي,harsh,严酷的,ADJ
قبر,grave,坟墓,NOUN
قرب,nearness,临近,NOUN
قص,to cut,剪切,VERB
قصر,palace,宫殿,NOUN
قطع,to cut,切断,VERB
قلم,pen,笔,NOUN
قناع,mask,面具,NOUN
قوى,forces,力量,NOUN
كاتب,writer,作家,NOUN
كافي,sufficiency,,NOUN
كرر,to repeat,重复,VERB
كلي,total,完全的,ADJ
كهربي,electric,电力的,ADJ
كيفية,manner,,NOUN
لحظ,to notice,注意到,VERB
لقب,title,头衔,NOUN
لولا,if not for,要不是,SCONJ
ليت,if only,但愿,PART
مؤكد,confirmed,确认的,ADJ
متحدث,speaker,发言人,NOUN
متخصص,specialist,专家,NOUN
متميز,distinguished,杰出的,ADJ
مجاور,neighboring,邻近的,ADJ
مجنون,mad,疯狂的,ADJ
محادثة,conversation,对话,NOUN
محترف,professional,,NOUN
مرتفع,high / elevated,,ADJ
مركبة,vehicle,车辆,NOUN
مزرع,cultivated,种植的,ADJ
مسدس,pistol,手枪,NOUN
مسروق,stolen,被盗的,ADJ
مسلي,entertaining,有趣的,ADJ
مشتري,buyer,买家,NOUN
معتدل,moderate,温和的,ADJ
مقبول,acceptable,可接受的,ADJ
مقدس,sacred,神圣的,ADJ
مكتوب,written,书面的,ADJ
منتصف,midpoint,,NOUN
موج,waves,波浪,NOUN
نبأ,news,消息,NOUN
نتج,to result,产生,VERB
نفسي,self,,NOUN
هدأ,to calm down,平静,VERB
هدد,to threaten,威胁,VERB
وحد,to unite,统一,VERB
وفر,to be plentiful / abundant,,VERB
وقود,fuel,燃料,NOUN
وقوع,occurrence,发生,NOUN
أسس,to establish,创立,VERB
أسعد,to make happy,使快乐,VERB
أصلي,original,原始的,ADJ
أفاد,to benefit,,VERB
أمان,safety,安全,NOUN
أمسي,evening,昨晚的,ADJ
أمين,trustworthy,诚实的,ADJ
أنتج,to produce,生产,VERB
إخباري,news,新闻的,ADJ
إناث,females,雌性,NOUN
إيقاف,suspension,,NOUN
غزا,to invade,,VERB
أقلية,minority,少数群体,NOUN
شعار,slogan,口号,NOUN
نفوذ,influence,影响力,NOUN
ضابط,officer,军官,NOUN
دعاية,propaganda,宣传,NOUN
ماستر,master's degree,硕士学位,NOUN
دكتوراه,doctorate,博士学位,NOUN
سمعة,reputation,声誉,NOUN
معجزة,miracle,奇迹,NOUN
مستشار,counselor,顾问,NOUN
قائد,leader,领导者,NOUN
عسكري,military,军事的,ADJ
فوضى,chaos,混乱,NOUN
أنفق,to spend,花费,VERB
استفسر,to inquire,询问,VERB
تجاوز,to exceed,超过,VERB
مفاوضات,negotiations,谈判,NOUN
هضبة,plateau,高原,NOUN
مد,high tide,涨潮,NOUN
جزر,low tide,退潮,NOUN
تيار,current,气流,NOUN
إعصار,hurricane,飓风,NOUN
واقعة,incident,事件,NOUN
تصريح,statement,声明,NOUN
ناشر,publisher,出版商,NOUN
طبعة,edition,版本,NOUN
مجلد,folder,文件夹,NOUN
بينة,evidence,证据,NOUN
حجة,argument,论据,NOUN
