Arabic_Lemma,English_Lemma,Chinese_Lemma,POS
أتعاب,legal fees,律师费,NOUN
تجريح,recusal,回避,NOUN
بطلان,nullity,无效,NOUN
إبطال,annulment,废除,NOUN
قذف,defamation,诽谤,NOUN
انتهاك,violation,侵犯,NOUN
تجريم,criminalization,定罪,NOUN
فقه,Islamic jurisprudence,伊斯兰教法学,NOUN
هبة,donation,赠与,NOUN
انكماش,contraction,收缩,NOUN
ملاءة,solvency,偿付能力,NOUN
مديونية,indebtedness,债务,NOUN
صادرات,exports,出口,NOUN
واردات,imports,进口,NOUN
حمائية,protectionism,保护主义,NOUN
إغراق,dumping,倾销,NOUN
أسهم,shares,股票,NOUN
سندات,bonds,债券,NOUN
عائد,yield,收益,NOUN
ربحية,profitability,盈利能力,NOUN
أصول,assets,资产,NOUN
خصوم,liabilities,负债,NOUN
اهتلاك,depreciation,折旧,NOUN
مؤونة,provisions,储备,NOUN
استحواذ,acquisition,收购,NOUN
تسعير,pricing,定价,NOUN
ضمانات,guarantees,担保,NOUN
صكوك,sukuk,伊斯兰债券,NOUN
تزكية,nomination,提名,NOUN
انشقاق,split,分裂,NOUN
عريضة,petition,请愿书,NOUN
مناصرة,advocacy,倡导,NOUN
تشبيك,networking,建立关系网,NOUN
مقرر,rapporteur,报告员,NOUN
مداولات,deliberations,审议,NOUN
مخابرات,intelligence,情报,NOUN
جنرال,general,将军,NOUN
ضابط,officer,军官,NOUN
مجند,conscript,应征入伍者,NOUN
ترسانة,arsenal,军火库,NOUN
عتاد,equipment,装备,NOUN
ذخيرة,ammunition,弹药,NOUN
ردع,deterrence,威慑,NOUN
تجسس,espionage,间谍活动,NOUN
كمين,ambush,伏击,NOUN
مرتزقة,mercenaries,雇佣兵,NOUN
ميليشيا,militia,民兵,NOUN
لغم,landmine,地雷,NOUN
استهداف,targeting,瞄准,NOUN
فدية,ransom,赎金,NOUN
مطاردة,pursuit,追捕,NOUN
دعاية,propaganda,宣传,NOUN
إثارة,sensationalism,耸人听闻,NOUN
تصحيح,correction,纠正,NOUN
رائج,trending,热门的,ADJ
بلاغة,rhetoric,修辞,NOUN
خطابة,oratory,演讲术,NOUN
فصاحة,eloquence,雄辩,NOUN
حجاج,argumentation,论证,NOUN
استمالة,persuasion,说服,NOUN
استدلال,reasoning,推理,NOUN
استنباط,deduction,推论,NOUN
شخصنة,personalization,个人化,NOUN
سفسطة,sophistry,诡辩,NOUN
ديماغوجية,demagoguery,煽动民粹,NOUN
تحريض,incitement,煽动,NOUN
تخوين,accusing of treason,指控叛国,NOUN
تخويف,intimidation,恐吓,NOUN
كناية,metonymy,借代,NOUN
تورية,double entendre,双关,NOUN
سخرية,irony,讽刺,NOUN
تهكم,sarcasm,嘲讽,NOUN
لمز,innuendo,暗讽,NOUN
إطناب,verbosity,冗长,NOUN
إيجاز,concision,简洁,NOUN
تلطيف,euphemism,委婉,NOUN
عينة,sample,样本,NOUN
مستجوب,respondent,受访者,NOUN
ارتباط,correlation,相关性,NOUN
سببية,causality,因果性,NOUN
منحنى,curve,曲线,NOUN
مبيان,chart,图表,NOUN
تذبذب,fluctuation,波动,NOUN
ذروة,peak,顶峰,NOUN
توقعات,forecast,预测,NOUN
ديموغرافيا,demography,人口学,NOUN
خصوبة,fertility,生育率,NOUN
ولادات,births,出生,NOUN
وفيات,deaths,死亡,NOUN
نشطون,active population,经济活动人口,NOUN
أمية,illiteracy,文盲,NOUN
تمدرس,schooling,入学,NOUN
بحكم,by virtue of,凭借,ADP
بمقتضى,pursuant to,依照,ADP
حتما,necessarily,必然地,ADV
بداهة,obviously,显而易见地,ADV
تدريجيا,gradually,逐渐地,ADV
إجمالا,overall,总体上,ADV
أي,that is to say,即,CCONJ
بمثابة,as,作为,ADP
إثر,following,在...之后,ADP
عقب,after,紧随其后,ADP
حالما,as soon as,一旦,SCONJ
بشرط,on condition,条件是,SCONJ
لئلا,lest,以免,SCONJ
بغية,with the aim of,为了,ADP
آنذاك,at that time,当时,ADV
حينئذ,then,那时,ADV
لاحقا,later,后来,ADV
سلفا,in advance,事先,ADV
آنفا,previously,前述,ADV
وختاما,in conclusion,最后,ADV
لعل,perhaps,也许,PART
شرع,to legislate,立法,VERB
أصدر,to issue,颁布,VERB
ألغى,to abolish,废除,VERB
نقّح,to revise,修订,VERB
أجرأ,to operationalize,实施,VERB
ترأس,to chair,主持,VERB
أقال,to dismiss from office,罢免,VERB
استقال,to resign,辞职,VERB
انتدب,to second,借调,VERB
فوّض,to delegate,授权,VERB
خوّل,to empower,赋予权力,VERB
قنّن,to regulate,规范,VERB
واكب,to keep pace with,跟上,VERB
تتبّع,to track,追踪,VERB
قيّم,to evaluate,评估,VERB
افتُحِص,to audit,审计,VERB
حاسب,to hold accountable,问责,VERB
ساءل,to question officially,正式盘问,VERB
أدان,to convict,定罪,VERB
برّأ,to acquit,宣告无罪,VERB
استأنف,to appeal,上诉,VERB
أنصف,to do justice to,公平对待,VERB
عوّض,to compensate,补偿,VERB
صادر,to confiscate,没收,VERB
جرّم,to criminalize,定罪,VERB
شرّع,to legitimize,使合法化,VERB
تقاضى,to litigate,诉讼,VERB
أفتى,to issue a fatwa,发布教令,VERB
أرجأ,to postpone,推迟,VERB
مدّد,to extend,延长,VERB
جدّد,to renew,更新,VERB
أبرم,to conclude an agreement,缔结,VERB
ساوم,to bargain,讨价还价,VERB
اشترط,to stipulate,规定,VERB
انتهك,to violate,违反,VERB
خرق,to infringe,侵犯,VERB
تنديد,denunciation,谴责,NOUN
شجب,condemnation,谴责,NOUN
استنكر,to deplore,强烈反对,VERB
دان,to condemn,谴责,VERB
ناشد,to appeal to,呼吁,VERB
أذعن,to submit,顺从,VERB
تحدى,to defy,挑战,VERB
كافح,to combat,斗争,VERB
اجتث,to eradicate,根除,VERB
استأصل,to root out,根除,VERB
كبح,to rein in,抑制,VERB
قلص,to reduce,缩减,VERB
عقلن,to rationalize,合理化,VERB
هيكل,to restructure,重组,VERB
أهل,to qualify,使合格,VERB
حفز,to incentivize,激励,VERB
أنعش,to revive,振兴,VERB
خصص,to earmark,拨出,VERB
اقترض,to borrow,借入,VERB
أقرض,to lend,借出,VERB
أفلس,to go bankrupt,破产,VERB
أمم,to nationalize,国有化,VERB
احتكر,to monopolize,垄断,VERB
تكهن,to speculate,推测,VERB
استشرف,to anticipate,展望,VERB
استخلص,to conclude,得出结论,VERB
دحض,to refute,驳斥,VERB
فند,to rebut,反驳,VERB
جزم,to assert,断言,VERB
أبرز,to highlight,突出,VERB
سرب,to leak,泄露,VERB
ضخم,to inflate,夸大,VERB
هول,to dramatize,夸大,VERB
قزم,to belittle,贬低,VERB
حرض,to incite,煽动,VERB
توسط,to mediate,调解,VERB
عرقل,to obstruct,阻碍,VERB
أحبط,to foil,挫败,VERB
قوض,to undermine,破坏,VERB
رسخ,to entrench,巩固,VERB
كرس,to devote,致力于,VERB
عزز,to strengthen,加强,VERB
وطد,to cement,巩固,VERB
أرسى,to establish,奠定,VERB
دستوري,constitutional,宪法的,ADJ
تشريعي,legislative,立法的,ADJ
تنظيمي,regulatory,监管的,ADJ
قضائي,judicial,司法的,ADJ
عرفي,customary,习惯的,ADJ
نافذ,effective,有效的,ADJ
لاغ,null and void,无效的,ADJ
إجرائي,procedural,程序的,ADJ
موضوعي,substantive,实体的,ADJ
ذاتي,subjective,主观的,ADJ
حيادي,neutral,中立的,ADJ
منحاز,biased,有偏见的,ADJ
نزيه,upright,正直的,ADJ
فاسد,corrupt,腐败的,ADJ
مرتش,bribe-taker,受贿者,NOUN
متنفذ,influential person,有影响力的人,NOUN
متواطئ,complicit,共谋的,ADJ
خلافة,succession,继承,NOUN
تنصيب,inauguration,就职,NOUN
تفويت,transfer,转让,NOUN
تأميم,nationalization,国有化,NOUN
مقايضة,barter,易货,NOUN
مساومة,bargaining,讨价还价,NOUN
رهان,wager,赌注,NOUN
تحديات,challenges,挑战,NOUN
إكراهات,constraints,约束,NOUN
مقتضيات,requirements,要求,NOUN
ديباجة,preamble,序言,NOUN
ملحق,annex,附件,NOUN
مقتطف,excerpt,摘录,NOUN
عريق,long-established,历史悠久的,ADJ
محوري,pivotal,关键的,ADJ
استراتيجي,strategic,战略的,ADJ
جيوسياسي,geopolitical,地缘政治的,ADJ
جيواستراتيجي,geostrategic,地缘战略的,ADJ
إقليمي,regional,区域的,ADJ
أطلسي,Atlantic,大西洋的,ADJ
متوسطي,Mediterranean,地中海的,ADJ
مغاربي,Maghrebi,马格里布的,ADJ
عائدات,revenues,收入,NOUN
إيرادات,revenues,收入,NOUN
كلفة,cost,成本,NOUN
تقييس,standardization,标准化,NOUN
احترافية,professionalism,专业性,NOUN
كفاءات,competencies,能力,NOUN
ترقب,anticipation,期待,NOUN
تريث,deliberation,审慎,NOUN
حذر,caution,谨慎,NOUN
سوداوية,gloominess,悲观,NOUN
تهويل,alarmism,危言耸听,NOUN
طمأنة,reassurance,安慰,NOUN
تلاحم,cohesion,凝聚,NOUN
أمازيغية,Amazigh,阿马齐格语,NOUN
تلقيح,vaccination,疫苗接种,NOUN
كوليسترول,cholesterol,胆固醇,NOUN
قسطرة,catheter,导管,NOUN
خزعة,biopsy,活检,NOUN
مرارة,gallbladder,胆囊,NOUN
قولون,colon,结肠,NOUN
شقيقة,migraine,偏头痛,NOUN
صرع,epilepsy,癫痫,NOUN
مهدئ,sedative,镇静剂,NOUN
قابلة,midwife,助产士,NOUN
عقم,infertility,不孕,NOUN
زهايمر,Alzheimer's disease,阿尔茨海默病,NOUN
باركنسون,Parkinson's disease,帕金森病,NOUN
روماتيزم,rheumatism,风湿病,NOUN
حروق,burns,烧伤,NOUN
تسمم,poisoning,中毒,NOUN
مستوصف,dispensary,诊所,NOUN
مضاعفات,complications,并发症,NOUN
تعافي,recovery,康复,NOUN
نقاهة,convalescence,恢复期,NOUN
تحميلة,suppository,栓剂,NOUN
منهجية,methodology,方法论,NOUN
باحث,researcher,研究员,NOUN
مراجع,references,参考文献,NOUN
مداخلة,conference talk,会议发言,NOUN
بروتون,proton,质子,NOUN
نيوترون,neutron,中子,NOUN
تقطير,distillation,蒸馏,NOUN
جينوم,genome,基因组,NOUN
استنساخ,cloning,克隆,NOUN
بروتين,protein,蛋白质,NOUN
إنزيم,enzyme,酶,NOUN
مذنب,comet,彗星,NOUN
نيزك,meteorite,陨石,NOUN
حفريات,fossils,化石,NOUN
مغناطيسية,magnetism,磁性,NOUN
استبيان,questionnaire,问卷,NOUN
تحيز,bias,偏见,NOUN
معدات,equipment,设备,NOUN
أتمتة,automation,自动化,NOUN
رافعة,crane,起重机,NOUN
جرافة,bulldozer,推土机,NOUN
مضخة,pump,泵,NOUN
صمام,valve,阀门,NOUN
مكبس,piston,活塞,NOUN
ترس,gear,齿轮,NOUN
لحام,welding,焊接,NOUN
مخرطة,lathe,车床,NOUN
قولبة,molding,成型,NOUN
سبيكة,alloy,合金,NOUN
فولاذ,steel,钢,NOUN
ألمنيوم,aluminum,铝,NOUN
تآكل,corrosion,腐蚀,NOUN
صدأ,rust,锈,NOUN
صلابة,hardness,硬度,NOUN
اهتزاز,vibration,振动,NOUN
غلاية,boiler,锅炉,NOUN
تكرير,refining,精炼,NOUN
مصفاة,refinery,炼油厂,NOUN
بتروكيماويات,petrochemicals,石化产品,NOUN
تعليب,canning,罐装,NOUN
تغليف,packaging,包装,NOUN
معايرة,calibration,校准,NOUN
مستشعر,sensor,传感器,NOUN
ترانزستور,transistor,晶体管,NOUN
نمذجة,modeling,建模,NOUN
تجميع,assembly,组装,NOUN
تفكيك,dismantling,拆卸,NOUN
سقالة,scaffolding,脚手架,NOUN
إسمنت,cement,水泥,NOUN
أساسات,foundations,地基,NOUN
عارضة,beam,横梁,NOUN
دعامة,support pillar,支柱,NOUN
تشطيب,finishing,装修,NOUN
برغي,screw,螺丝,NOUN
مسننة,cogwheel,齿轮,NOUN
تشحيم,lubrication,润滑,NOUN
تسرب,leak,泄漏,NOUN
انبعاثات,emissions,排放物,NOUN
استدامة,sustainability,可持续性,NOUN
تشجير,reforestation,重新造林,NOUN
مبيدات,pesticides,农药,NOUN
توربين,turbine,涡轮机,NOUN
تعرفة,tariff,关税,NOUN
مطور,developer,开发者,NOUN
إعدادات,settings,设置,NOUN
خادم,server,服务器,NOUN
فهرسة,indexing,索引,NOUN
استضافة,hosting,托管,NOUN
مزامنة,synchronization,同步,NOUN
إشعارات,notifications,通知,NOUN
ميغابايت,megabyte,兆字节,NOUN
لوغاريتم,logarithm,对数,NOUN
متتالية,sequence,数列,NOUN
متسلسلة,series,级数,NOUN
اشتقاق,differentiation,微分,NOUN
مشتقة,derivative,导数,NOUN
تكامل,integration,积分,NOUN
مثلثات,trigonometry,三角学,NOUN
مضلع,polygon,多边形,NOUN
مماس,tangent,切线,NOUN
كرة,sphere,球体,NOUN
أسطوانة,cylinder,圆柱体,NOUN
مخروط,cone,圆锥体,NOUN
هرم,pyramid,棱锥,NOUN
مكعب,cube,立方体,NOUN
موشور,prism,棱柱,NOUN
إحداثيات,coordinates,坐标,NOUN
مستقيم,line,直线,NOUN
تقاطع,intersection,交点,NOUN
توازي,parallelism,平行,NOUN
تعامد,orthogonality,正交,NOUN
تماثل,symmetry,对称,NOUN
تحاكي,homothety,位似,NOUN
إزاحة,translation,平移,NOUN
أس,exponent,指数,NOUN
تقريب,approximation,近似,NOUN
تناسب,proportionality,比例,NOUN
منوال,mode,众数,NOUN
تباين,variance,方差,NOUN
مسلمة,axiom,公理,NOUN
مبرهنة,theorem,定理,NOUN
نفي,negation,否定,NOUN
تضمين,implication,蕴含,NOUN
مصفوفة,matrix,矩阵,NOUN
متجه,vector,向量,NOUN
متراجحة,inequality,不等式,NOUN
مجهول,unknown,未知数,NOUN
تبسيط,simplification,简化,NOUN
توافقيات,combinatorics,组合数学,NOUN
تباديل,permutations,排列,NOUN
توافيق,combinations,组合,NOUN
بالوعة,drain,下水道,NOUN
مطبات,speed bumps,减速带,NOUN
جسر,bridge,桥,NOUN
نفق,tunnel,隧道,NOUN
كورنيش,corniche,滨海大道,NOUN
جهوية,regionalization,地方化,NOUN
ارتفاق,easement,地役权,NOUN
مطافئ,fire station,消防站,NOUN
مقبرة,cemetery,墓地,NOUN
قاطرة,locomotive,机车,NOUN
اكتظاظ,overcrowding,过度拥挤,NOUN
مقطورة,trailer,拖车,NOUN
حمولة,load,负载,NOUN
حاوية,container,集装箱,NOUN
ربان,ship captain,船长,NOUN
مكابح,brakes,刹车,NOUN
اصطدام,collision,碰撞,NOUN
دهس,running over,碾压,NOUN
مواصلات,transportation,交通,NOUN
اتصالات,telecommunications,电信,NOUN
هوائي,antenna,天线,NOUN
متابعون,followers,关注者,NOUN
تشويش,interference,干扰,NOUN
ذبذبات,frequencies,频率,NOUN
مودم,modem,调制解调器,NOUN
لاسلكي,wireless,无线的,ADJ
ميكروفون,microphone,麦克风,NOUN
منهاج,curriculum,课程,NOUN
استدراكي,remedial,补救的,ADJ
إجازة,leave,休假,NOUN
ماستر,master's degree,硕士学位,NOUN
دكتوراه,doctorate,博士学位,NOUN
أطروحة,thesis,论文,NOUN
انتقاء,selection,挑选,NOUN
كفايات,competencies,能力,NOUN
بيداغوجيا,pedagogy,教育学,NOUN
ديداكتيك,didactics,教学论,NOUN
وجودية,existentialism,存在主义,NOUN
ماهية,essence,本质,NOUN
عرضي,accidental,偶然的,ADJ
ميتافيزيقا,metaphysics,形而上学,NOUN
أنطولوجيا,ontology,本体论,NOUN
إبستمولوجيا,epistemology,认识论,NOUN
فينومينولوجيا,phenomenology,现象学,NOUN
جدلية,dialectic,辩证法,NOUN
براغماتية,pragmatism,实用主义,NOUN
عدمية,nihilism,虚无主义,NOUN
رواقية,stoicism,斯多葛主义,NOUN
مثالية,idealism,唯心主义,NOUN
مادية,materialism,唯物主义,NOUN
حتمية,determinism,决定论,NOUN
غائية,teleology,目的论,NOUN
نسبوية,relativism,相对主义,NOUN
لاأدرية,agnosticism,不可知论,NOUN
إلحاد,atheism,无神论,NOUN
ربوبية,deism,自然神论,NOUN
نفعية,utilitarianism,功利主义,NOUN
واجبية,deontology,义务论,NOUN
استقراء,induction,归纳,NOUN
مفارقة,paradox,悖论,NOUN
مقولة,category,范畴,NOUN
كلي,universal,普遍的,ADJ
جزئي,particular,特殊的,ADJ
نسبي,relative,相对的,ADJ
عقلانية,rationalism,理性主义,NOUN
تجريبية,empiricism,经验主义,NOUN
شكوكية,skepticism,怀疑论,NOUN
دوغمائية,dogmatism,教条主义,NOUN
قصدية,intentionality,意向性,NOUN
ذاتانية,subjectivism,主观主义,NOUN
موضوعانية,objectivism,客观主义,NOUN
ثنائية,dualism,二元论,NOUN
واحدية,monism,一元论,NOUN
عبثية,absurdism,荒诞主义,NOUN
أصالة,authenticity,真实性,NOUN
تفلسف,philosophizing,哲学思考,NOUN
كوجيطو,cogito,我思,NOUN
ظاهرة,phenomenon,现象,NOUN
نومين,noumenon,本体,NOUN
ترنسندنتالي,transcendental,先验的,ADJ
محايثة,immanence,内在性,NOUN
تعالي,transcendence,超越性,NOUN
سيرورة,process,过程,NOUN
صيرورة,becoming,生成,NOUN
تشيؤ,reification,物化,NOUN
نقيضة,antithesis,反题,NOUN
تفكيكية,deconstruction,解构主义,NOUN
بنيوية,structuralism,结构主义,NOUN
حداثة,modernity,现代性,NOUN
أنسنة,humanization,人性化,NOUN
ظن,conjecture,猜想,NOUN
احتمالية,probability,概率,NOUN
تهافت,incoherence,不连贯,NOUN
تاريخانية,historicism,历史主义,NOUN
سردية,narrative,叙事,NOUN
سارد,narrator,叙述者,NOUN
تبئير,focalization,聚焦,NOUN
ملهاة,comedy,喜剧,NOUN
تطهير,catharsis,净化,NOUN
هجاء,satire,讽刺,NOUN
رثاء,elegy,挽歌,NOUN
مديح,panegyric,颂歌,NOUN
انزياح,defamiliarization,陌生化,NOUN
ترميز,symbolization,象征化,NOUN
يوميات,diary,日记,NOUN
كلاسيكية,classicism,古典主义,NOUN
رمزية,symbolism,象征主义,NOUN
سريالية,surrealism,超现实主义,NOUN
أقصوصة,short story,短篇小说,NOUN
تناص,intertextuality,互文性,NOUN
تلقي,reception,接受,NOUN
إهداء,dedication,题献,NOUN
هامش,margin,页边空白,NOUN
مخطوطة,manuscript,手稿,NOUN
أسلوبية,stylistics,文体学,NOUN
جزالة,eloquence,雄辩,NOUN
ركاكة,poor style,拙劣的文风,NOUN
إسهاب,prolixity,冗长,NOUN
اقتباس,quotation,引用,NOUN
ديوان,poetry collection,诗集,NOUN
مختارات,anthology,选集,NOUN
تجنيس,genre classification,体裁分类,NOUN
تخييل,fictionalization,虚构化,NOUN
حوارية,dialogism,对话性,NOUN
مقامة,maqama,马卡梅,NOUN
نحات,sculptor,雕塑家,NOUN
جدارية,mural,壁画,NOUN
خطاط,calligrapher,书法家,NOUN
أرابيسك,arabesque,阿拉伯式花纹,NOUN
تظليل,shading,阴影,NOUN
انطباعية,impressionism,印象主义,NOUN
تكعيبية,cubism,立体主义,NOUN
تعبيرية,expressionism,表现主义,NOUN
غرافيتي,graffiti,涂鸦,NOUN
سينوغرافيا,scenography,舞台设计,NOUN
دراماتورجيا,dramaturgy,戏剧构作,NOUN
إيماءة,gesture,手势,NOUN
سيمفونية,symphony,交响乐,NOUN
عيطة,aita song,阿伊塔民歌,NOUN
قبة,dome,圆顶,NOUN
إبداعية,creativity,创造力,NOUN
ابتذال,banality,平庸,NOUN
تكلف,affectation,矫揉造作,NOUN
أنثروبولوجيا,anthropology,人类学,NOUN
إثنوغرافيا,ethnography,民族志,NOUN
تراتبية,hierarchy,等级制度,NOUN
طبقية,class stratification,阶级分层,NOUN
برجوازية,bourgeoisie,资产阶级,NOUN
بروليتاريا,proletariat,无产阶级,NOUN
أنوميا,anomie,失范,NOUN
هابيتوس,habitus,惯习,NOUN
تمدن,urbanization,城市化,NOUN
تحضر,urbanity,都市性,NOUN
فردانية,individualism,个人主义,NOUN
جماعتية,communitarianism,社群主义,NOUN
قبلية,tribalism,部落主义,NOUN
مصاهرة,marriage alliance,联姻,NOUN
أبوية,patriarchy,父权制,NOUN
تثاقف,acculturation,文化涵化,NOUN
مثاقفة,cross-cultural exchange,跨文化交流,NOUN
كونية,universality,普遍性,NOUN
استشراق,orientalism,东方主义,NOUN
احتفالية,festivity,庆典,NOUN
سمعة,reputation,声誉,NOUN
تويزة,communal work,集体劳动,NOUN
وجاهة,social prestige,社会声望,NOUN
مطلبية,demand-based activism,诉求运动,NOUN
مهجر,diaspora,离散,NOUN
لاشعور,unconscious,无意识,NOUN
الهو,id,本我,NOUN
الأنا,ego,自我,NOUN
مكبوت,repressed,被压抑的,ADJ
تسامي,sublimation,升华,NOUN
نكوص,regression,退行,NOUN
نرجسية,narcissism,自恋,NOUN
سادية,sadism,施虐狂,NOUN
مازوخية,masochism,受虐狂,NOUN
ذهان,psychosis,精神病,NOUN
عصاب,neurosis,神经症,NOUN
فصام,schizophrenia,精神分裂症,NOUN
دافعية,motivation,动机,NOUN
غريزة,instinct,本能,NOUN
إشباع,gratification,满足,NOUN
إيحاء,suggestion,暗示,NOUN
انبساطية,extraversion,外向,NOUN
انطوائية,introversion,内向,NOUN
عصابية,neuroticism,神经质,NOUN
هذيان,delirium,谵妄,NOUN
سيكوباتية,psychopathy,精神病态,NOUN
انتكاسة,relapse,复发,NOUN
لاهوت,theology,神学,NOUN
توحيد,monotheism,一神论,NOUN
تنزيه,transcendence,超绝,NOUN
تجسيم,anthropomorphism,拟人化,NOUN
ثيوديسيا,theodicy,神义论,NOUN
وحي,revelation,启示,NOUN
نبوة,prophethood,先知身份,NOUN
معجزة,miracle,奇迹,NOUN
إعجاز,inimitability,不可模仿性,NOUN
تجويد,Tajwid,古兰经诵读学,NOUN
إسناد,chain of transmission,传述链,NOUN
مفتي,mufti,穆夫提,NOUN
مكروه,reprehensible,可憎的,ADJ
مندوب,recommended,可嘉的,ADJ
مباح,permissible,允许的,ADJ
عبادات,acts of worship,功修,NOUN
ورع,scrupulousness,虔诚,NOUN
زهد,asceticism,禁欲,NOUN
تصوف,Sufism,苏菲主义,NOUN
مريد,disciple,门徒,NOUN
فناء,annihilation,寂灭,NOUN
بقاء,subsistence,永存,NOUN
توسل,seeking intercession,寻求说情,NOUN
شفاعة,intercession,说情,NOUN
أوراد,litanies,日课,NOUN
خشوع,devotional humility,谦卑,NOUN
استغفار,seeking forgiveness,求恕,NOUN
ابتلاء,divine trial,考验,NOUN
توكل,trust in God,信托,NOUN
غيب,the unseen,幽玄,NOUN
آخرة,hereafter,后世,NOUN
بعث,resurrection,复活,NOUN
ثواب,divine reward,回赐,NOUN
إمامة,imamate,伊玛目职位,NOUN
سلفية,Salafism,萨拉菲主义,NOUN
وسطية,moderation,中正,NOUN
روحانية,spirituality,灵性,NOUN
جاهلية,pre-Islamic era,蒙昧时代,NOUN
فتوحات,conquests,征服,NOUN
مخزن,Makhzen,马赫曾,NOUN
حوليات,annals,编年史,NOUN
شرفاء,sharifs,谢里夫,NOUN
تحقيب,periodization,分期,NOUN
مسكوكات,coins,硬币,NOUN
سقاية,public fountain,公共喷泉,NOUN
ملاح,Jewish quarter,犹太区,NOUN
اندثار,disappearance,消失,NOUN
أطلال,ruins,废墟,NOUN
سبي,captivity,俘虏,NOUN
جزية,jizya tax,吉兹亚税,NOUN
غنائم,spoils of war,战利品,NOUN
بطولات,heroic deeds,英雄事迹,NOUN
عراقة,ancient rootedness,古老渊源,NOUN
يوبيل,jubilee,周年纪念,NOUN
مئوية,centenary,百年纪念,NOUN
لسانيات,linguistics,语言学,NOUN
لساني,linguist,语言学家,NOUN
صوتيات,phonetics,语音学,NOUN
فونولوجيا,phonology,音系学,NOUN
نحو,syntax,句法,NOUN
دلالة,semantics,语义学,NOUN
تداولية,pragmatics,语用学,NOUN
معجمية,lexicology,词汇学,NOUN
إعراب,case inflection,变格,NOUN
حال,circumstantial accusative,状态宾语,NOUN
مثنى,dual form,双数形式,NOUN
تأنيث,feminization,阴性化,NOUN
تذكير,masculinization,阳性化,NOUN
بيان,rhetorical clarity,修辞明晰,NOUN
بديع,rhetorical embellishment,修辞润色,NOUN
مجاز,figurative language,比喻语言,NOUN
طباق,antithesis,对偶,NOUN
جناس,paronomasia,双关,NOUN
سجع,rhymed prose,押韵散文,NOUN
التفات,rhetorical shift of person,人称转换,NOUN
